Job,Routing_ID,Operation,Machine,Start,Processing Time,End,Arrival,Ready Time,Due Date
01-09500-0026,01-09,9,M07,6150,45,6195,2001,2880,6195
01-09500-0027,01-06,0,M01,3101,46,3147,2082,2880,4528
01-09500-0027,01-06,1,M00,3147,37,3184,2082,2880,4528
01-09500-0027,01-06,2,M03,3184,61,3245,2082,2880,4528
01-09500-0027,01-06,3,M02,3371,13,3384,2082,2880,4528
01-09500-0027,01-06,4,M06,3384,32,3416,2082,2880,4528
01-09500-0027,01-06,5,M05,3416,21,3437,2082,2880,4528
01-09500-0027,01-06,6,M09,3437,32,3469,2082,2880,4528
01-09500-0027,01-06,7,M08,3469,89,3558,2082,2880,4528
01-09500-0027,01-06,8,M07,3692,30,3722,2082,2880,4528
01-09500-0027,01-06,9,M04,4431,55,4486,2082,2880,4528
01-09500-0028,01-00,0,M00,3923,29,3952,2086,2880,5549
01-09500-0028,01-00,1,M01,3952,78,4030,2086,2880,5549
01-09500-0028,01-00,2,M02,4258,9,4267,2086,2880,5549
01-09500-0028,01-00,3,M03,4819,36,4855,2086,2880,5549
01-09500-0028,01-00,4,M04,4898,49,4947,2086,2880,5549
01-09500-0028,01-00,5,M05,4947,11,4958,2086,2880,5549
01-09500-0028,01-00,6,M06,4960,62,5022,2086,2880,5549
01-09500-0028,01-00,7,M07,5100,56,5156,2086,2880,5549
01-09500-0028,01-00,8,M08,5156,44,5200,2086,2880,5549
01-09500-0028,01-00,9,M09,5528,21,5549,2086,2880,5549
01-09500-0029,01-07,0,M02,4044,31,4075,2104,2880,5885
01-09500-0029,01-07,1,M00,4075,86,4161,2104,2880,5885
01-09500-0029,01-07,2,M01,4161,46,4207,2104,2880,5885
01-09500-0029,01-07,3,M05,4207,74,4281,2104,2880,5885
01-09500-0029,01-07,4,M04,4281,32,4313,2104,2880,5885
01-09500-0029,01-07,5,M06,4313,88,4401,2104,2880,5885
01-09500-0029,01-07,6,M08,4401,19,4420,2104,2880,5885
01-09500-0029,01-07,7,M09,4420,48,4468,2104,2880,5885
01-09500-0029,01-07,8,M07,4468,36,4504,2104,2880,5885
01-09500-0029,01-07,9,M03,5806,79,5885,2104,2880,5885
01-09500-0030,01-04,0,M02,4345,14,4359,2116,2880,6350
01-09500-0030,01-04,1,M00,4359,6,4365,2116,2880,6350
01-09500-0030,01-04,2,M01,4470,22,4492,2116,2880,6350
01-09500-0030,01-04,3,M05,4493,61,4554,2116,2880,6350
01-09500-0030,01-04,4,M03,4669,26,4695,2116,2880,6350
01-09500-0030,01-04,5,M04,4790,69,4859,2116,2880,6350
01-09500-0030,01-04,6,M08,4892,21,4913,2116,2880,6350
01-09500-0030,01-04,7,M07,4913,49,4962,2116,2880,6350
01-09500-0030,01-04,8,M09,4962,72,5034,2116,2880,6350
01-09500-0030,01-04,9,M06,6297,53,6350,2116,2880,6350
01-09500-0031,01-06,0,M01,2880,46,2926,2356,2880,4541
01-09500-0031,01-06,1,M00,3032,37,3069,2356,2880,4541
01-09500-0031,01-06,2,M03,3365,61,3426,2356,2880,4541
01-09500-0031,01-06,3,M02,3759,13,3772,2356,2880,4541
01-09500-0031,01-06,4,M06,3772,32,3804,2356,2880,4541
01-09500-0031,01-06,5,M05,3804,21,3825,2356,2880,4541
01-09500-0031,01-06,6,M09,3847,32,3879,2356,2880,4541
01-09500-0031,01-06,7,M08,3951,89,4040,2356,2880,4541
01-09500-0031,01-06,8,M07,4040,30,4070,2356,2880,4541
01-09500-0031,01-06,9,M04,4486,55,4541,2356,2880,4541
01-09500-0032,01-00,0,M00,4285,29,4314,2439,2880,6202
01-09500-0032,01-00,1,M01,4392,78,4470,2439,2880,6202
01-09500-0032,01-00,2,M02,4470,9,4479,2439,2880,6202
01-09500-0032,01-00,3,M03,4557,36,4593,2439,2880,6202
01-09500-0032,01-00,4,M04,4593,49,4642,2439,2880,6202
01-09500-0032,01-00,5,M05,4642,11,4653,2439,2880,6202
01-09500-0032,01-00,6,M06,4708,62,4770,2439,2880,6202
01-09500-0032,01-00,7,M07,4770,56,4826,2439,2880,6202
01-09500-0032,01-00,8,M08,4848,44,4892,2439,2880,6202
01-09500-0032,01-00,9,M09,6181,21,6202,2439,2880,6202
01-09500-0033,01-01,0,M00,3323,43,3366,2444,2880,5325
01-09500-0033,01-01,1,M02,3669,90,3759,2444,2880,5325
01-09500-0033,01-01,2,M04,4194,75,4269,2444,2880,5325
01-09500-0033,01-01,3,M09,4269,11,4280,2444,2880,5325
01-09500-0033,01-01,4,M03,4295,69,4364,2444,2880,5325
01-09500-0033,01-01,5,M01,4364,28,4392,2444,2880,5325
01-09500-0033,01-01,6,M06,4401,46,4447,2444,2880,5325
01-09500-0033,01-01,7,M05,4447,46,4493,2444,2880,5325
01-09500-0033,01-01,8,M07,4504,72,4576,2444,2880,5325
01-09500-0033,01-01,9,M08,5295,30,5325,2444,2880,5325
01-09500-0034,01-07,0,M02,3543,31,3574,2497,2880,5407
01-09500-0034,01-07,1,M00,3574,86,3660,2497,2880,5407
01-09500-0034,01-07,2,M01,3660,46,3706,2497,2880,5407
01-09500-0034,01-07,3,M05,3706,74,3780,2497,2880,5407
01-09500-0034,01-07,4,M04,3997,32,4029,2497,2880,5407
01-09500-0034,01-07,5,M06,4872,88,4960,2497,2880,5407
01-09500-0034,01-07,6,M08,4978,19,4997,2497,2880,5407
01-09500-0034,01-07,7,M09,5172,48,5220,2497,2880,5407
01-09500-0034,01-07,8,M07,5220,36,5256,2497,2880,5407
01-09500-0034,01-07,9,M03,5328,79,5407,2497,2880,5407
01-09500-0035,01-02,0,M01,3147,91,3238,2507,2880,4898
01-09500-0035,01-02,1,M00,3238,85,3323,2507,2880,4898
01-09500-0035,01-02,2,M03,3326,39,3365,2507,2880,4898
01-09500-0035,01-02,3,M02,3384,74,3458,2507,2880,4898
01-09500-0035,01-02,4,M08,3606,90,3696,2507,2880,4898
01-09500-0035,01-02,5,M05,3696,10,3706,2507,2880,4898
01-09500-0035,01-02,6,M07,3722,12,3734,2507,2880,4898
01-09500-0035,01-02,7,M06,3988,89,4077,2507,2880,4898
01-09500-0035,01-02,8,M09,4167,45,4212,2507,2880,4898
01-09500-0035,01-02,9,M04,4865,33,4898,2507,2880,4898
01-09500-0036,01-03,0,M01,3412,81,3493,2515,2880,4367
01-09500-0036,01-03,1,M02,3574,95,3669,2515,2880,4367
01-09500-0036,01-03,2,M00,3669,71,3740,2515,2880,4367
01-09500-0036,01-03,3,M04,3791,99,3890,2515,2880,4367
01-09500-0036,01-03,4,M06,3890,9,3899,2515,2880,4367
01-09500-0036,01-03,5,M08,3899,52,3951,2515,2880,4367
01-09500-0036,01-03,6,M07,3951,85,4036,2515,2880,4367
01-09500-0036,01-03,7,M03,4197,98,4295,2515,2880,4367
01-09500-0036,01-03,8,M09,4295,22,4317,2515,2880,4367
01-09500-0036,01-03,9,M05,4324,43,4367,2515,2880,4367
01-09500-0037,01-08,0,M00,2880,76,2956,2579,2880,4848
01-09500-0037,01-08,1,M01,2956,69,3025,2579,2880,4848
01-09500-0037,01-08,2,M03,3025,76,3101,2579,2880,4848
01-09500-0037,01-08,3,M05,3101,51,3152,2579,2880,4848
01-09500-0037,01-08,4,M02,3458,85,3543,2579,2880,4848
01-09500-0037,01-08,5,M09,3543,11,3554,2579,2880,4848
01-09500-0037,01-08,6,M06,3554,40,3594,2579,2880,4848
01-09500-0037,01-08,7,M07,3603,89,3692,2579,2880,4848
01-09500-0037,01-08,8,M04,3692,26,3718,2579,2880,4848
01-09500-0037,01-08,9,M08,4774,74,4848,2579,2880,4848
01-09500-0038,01-05,0,M02,3781,84,3865,2740,2880,5805
01-09500-0038,01-05,1,M01,3898,2,3900,2740,2880,5805
01-09500-0038,01-05,2,M05,3900,52,3952,2740,2880,5805
01-09500-0038,01-05,3,M03,3952,95,4047,2740,2880,5805
01-09500-0038,01-05,4,M08,4047,48,4095,2740,2880,5805
01-09500-0038,01-05,5,M09,4095,72,4167,2740,2880,5805
01-09500-0038,01-05,6,M00,4167,47,4214,2740,2880,5805
01-09500-0038,01-05,7,M06,4214,65,4279,2740,2880,5805
01-09500-0038,01-05,8,M04,4313,6,4319,2740,2880,5805
01-09500-0038,01-05,9,M07,5780,25,5805,2740,2880,5805
