Job,Routing_ID,Operation,Machine,Start,Processing Time,End,Arrival,Ready Time,Due Date
01-09500-0026,01-09,9,M07,6150,45,6195,2001,2880,6195
01-09500-0027,01-06,0,M01,2961,46,3007,2082,2880,4528
01-09500-0027,01-06,1,M00,3007,37,3044,2082,2880,4528
01-09500-0027,01-06,2,M03,3068,61,3129,2082,2880,4528
01-09500-0027,01-06,3,M02,3129,13,3142,2082,2880,4528
01-09500-0027,01-06,4,M06,3142,32,3174,2082,2880,4528
01-09500-0027,01-06,5,M05,3174,21,3195,2082,2880,4528
01-09500-0027,01-06,6,M09,3195,32,3227,2082,2880,4528
01-09500-0027,01-06,7,M08,3346,89,3435,2082,2880,4528
01-09500-0027,01-06,8,M07,3435,30,3465,2082,2880,4528
01-09500-0027,01-06,9,M04,4431,55,4486,2082,2880,4528
01-09500-0028,01-00,0,M00,3602,29,3631,2086,2880,5549
01-09500-0028,01-00,1,M01,3631,78,3709,2086,2880,5549
01-09500-0028,01-00,2,M02,3781,9,3790,2086,2880,5549
01-09500-0028,01-00,3,M03,3790,36,3826,2086,2880,5549
01-09500-0028,01-00,4,M04,3890,49,3939,2086,2880,5549
01-09500-0028,01-00,5,M05,3939,11,3950,2086,2880,5549
01-09500-0028,01-00,6,M06,4021,62,4083,2086,2880,5549
01-09500-0028,01-00,7,M07,4834,56,4890,2086,2880,5549
01-09500-0028,01-00,8,M08,4896,44,4940,2086,2880,5549
01-09500-0028,01-00,9,M09,5528,21,5549,2086,2880,5549
01-09500-0029,01-07,0,M02,4343,31,4374,2104,2880,5885
01-09500-0029,01-07,1,M00,4394,86,4480,2104,2880,5885
01-09500-0029,01-07,2,M01,4480,46,4526,2104,2880,5885
01-09500-0029,01-07,3,M05,4526,74,4600,2104,2880,5885
01-09500-0029,01-07,4,M04,4600,32,4632,2104,2880,5885
01-09500-0029,01-07,5,M06,4643,88,4731,2104,2880,5885
01-09500-0029,01-07,6,M08,4731,19,4750,2104,2880,5885
01-09500-0029,01-07,7,M09,4750,48,4798,2104,2880,5885
01-09500-0029,01-07,8,M07,4798,36,4834,2104,2880,5885
01-09500-0029,01-07,9,M03,5806,79,5885,2104,2880,5885
01-09500-0030,01-04,0,M02,4374,14,4388,2116,2880,6350
01-09500-0030,01-04,1,M00,4388,6,4394,2116,2880,6350
01-09500-0030,01-04,2,M01,4432,22,4454,2116,2880,6350
01-09500-0030,01-04,3,M05,4454,61,4515,2116,2880,6350
01-09500-0030,01-04,4,M03,4531,26,4557,2116,2880,6350
01-09500-0030,01-04,5,M04,4778,69,4847,2116,2880,6350
01-09500-0030,01-04,6,M08,4990,21,5011,2116,2880,6350
01-09500-0030,01-04,7,M07,5011,49,5060,2116,2880,6350
01-09500-0030,01-04,8,M09,5073,72,5145,2116,2880,6350
01-09500-0030,01-04,9,M06,6297,53,6350,2116,2880,6350
01-09500-0031,01-06,0,M01,3529,46,3575,2356,2880,4541
01-09500-0031,01-06,1,M00,3631,37,3668,2356,2880,4541
01-09500-0031,01-06,2,M03,3826,61,3887,2356,2880,4541
01-09500-0031,01-06,3,M02,4001,13,4014,2356,2880,4541
01-09500-0031,01-06,4,M06,4161,32,4193,2356,2880,4541
01-09500-0031,01-06,5,M05,4207,21,4228,2356,2880,4541
01-09500-0031,01-06,6,M09,4228,32,4260,2356,2880,4541
01-09500-0031,01-06,7,M08,4260,89,4349,2356,2880,4541
01-09500-0031,01-06,8,M07,4451,30,4481,2356,2880,4541
01-09500-0031,01-06,9,M04,4486,55,4541,2356,2880,4541
01-09500-0032,01-00,0,M00,4244,29,4273,2439,2880,6202
01-09500-0032,01-00,1,M01,4526,78,4604,2439,2880,6202
01-09500-0032,01-00,2,M02,4604,9,4613,2439,2880,6202
01-09500-0032,01-00,3,M03,4626,36,4662,2439,2880,6202
01-09500-0032,01-00,4,M04,4729,49,4778,2439,2880,6202
01-09500-0032,01-00,5,M05,4778,11,4789,2439,2880,6202
01-09500-0032,01-00,6,M06,4820,62,4882,2439,2880,6202
01-09500-0032,01-00,7,M07,4890,56,4946,2439,2880,6202
01-09500-0032,01-00,8,M08,4946,44,4990,2439,2880,6202
01-09500-0032,01-00,9,M09,6181,21,6202,2439,2880,6202
01-09500-0033,01-01,0,M00,3252,43,3295,2444,2880,5325
01-09500-0033,01-01,1,M02,3295,90,3385,2444,2880,5325
01-09500-0033,01-01,2,M04,3385,75,3460,2444,2880,5325
01-09500-0033,01-01,3,M09,3460,11,3471,2444,2880,5325
01-09500-0033,01-01,4,M03,4557,69,4626,2444,2880,5325
01-09500-0033,01-01,5,M01,4626,28,4654,2444,2880,5325
01-09500-0033,01-01,6,M06,4882,46,4928,2444,2880,5325
01-09500-0033,01-01,7,M05,4928,46,4974,2444,2880,5325
01-09500-0033,01-01,8,M07,5060,72,5132,2444,2880,5325
01-09500-0033,01-01,9,M08,5295,30,5325,2444,2880,5325
01-09500-0034,01-07,0,M02,3970,31,4001,2497,2880,5407
01-09500-0034,01-07,1,M00,4001,86,4087,2497,2880,5407
01-09500-0034,01-07,2,M01,4087,46,4133,2497,2880,5407
01-09500-0034,01-07,3,M05,4133,74,4207,2497,2880,5407
01-09500-0034,01-07,4,M04,4207,32,4239,2497,2880,5407
01-09500-0034,01-07,5,M06,4320,88,4408,2497,2880,5407
01-09500-0034,01-07,6,M08,4439,19,4458,2497,2880,5407
01-09500-0034,01-07,7,M09,4458,48,4506,2497,2880,5407
01-09500-0034,01-07,8,M07,4715,36,4751,2497,2880,5407
01-09500-0034,01-07,9,M03,5328,79,5407,2497,2880,5407
01-09500-0035,01-02,0,M01,3076,91,3167,2507,2880,4898
01-09500-0035,01-02,1,M00,3464,85,3549,2507,2880,4898
01-09500-0035,01-02,2,M03,3655,39,3694,2507,2880,4898
01-09500-0035,01-02,3,M02,4110,74,4184,2507,2880,4898
01-09500-0035,01-02,4,M08,4458,90,4548,2507,2880,4898
01-09500-0035,01-02,5,M05,4600,10,4610,2507,2880,4898
01-09500-0035,01-02,6,M07,4703,12,4715,2507,2880,4898
01-09500-0035,01-02,7,M06,4731,89,4820,2507,2880,4898
01-09500-0035,01-02,8,M09,4820,45,4865,2507,2880,4898
01-09500-0035,01-02,9,M04,4865,33,4898,2507,2880,4898
01-09500-0036,01-03,0,M01,2880,81,2961,2515,2880,4367
01-09500-0036,01-03,1,M02,2961,95,3056,2515,2880,4367
01-09500-0036,01-03,2,M00,3056,71,3127,2515,2880,4367
01-09500-0036,01-03,3,M04,3127,99,3226,2515,2880,4367
01-09500-0036,01-03,4,M06,3226,9,3235,2515,2880,4367
01-09500-0036,01-03,5,M08,3294,52,3346,2515,2880,4367
01-09500-0036,01-03,6,M07,3346,85,3431,2515,2880,4367
01-09500-0036,01-03,7,M03,4197,98,4295,2515,2880,4367
01-09500-0036,01-03,8,M09,4295,22,4317,2515,2880,4367
01-09500-0036,01-03,9,M05,4324,43,4367,2515,2880,4367
01-09500-0037,01-08,0,M00,2923,76,2999,2579,2880,4848
01-09500-0037,01-08,1,M01,3007,69,3076,2579,2880,4848
01-09500-0037,01-08,2,M03,3129,76,3205,2579,2880,4848
01-09500-0037,01-08,3,M05,3205,51,3256,2579,2880,4848
01-09500-0037,01-08,4,M02,4184,85,4269,2579,2880,4848
01-09500-0037,01-08,5,M09,4269,11,4280,2579,2880,4848
01-09500-0037,01-08,6,M06,4280,40,4320,2579,2880,4848
01-09500-0037,01-08,7,M07,4614,89,4703,2579,2880,4848
01-09500-0037,01-08,8,M04,4703,26,4729,2579,2880,4848
01-09500-0037,01-08,9,M08,4774,74,4848,2579,2880,4848
01-09500-0038,01-05,0,M02,3697,84,3781,2740,2880,5805
01-09500-0038,01-05,1,M01,3790,2,3792,2740,2880,5805
01-09500-0038,01-05,2,M05,3792,52,3844,2740,2880,5805
01-09500-0038,01-05,3,M03,3974,95,4069,2740,2880,5805
01-09500-0038,01-05,4,M08,4069,48,4117,2740,2880,5805
01-09500-0038,01-05,5,M09,4121,72,4193,2740,2880,5805
01-09500-0038,01-05,6,M00,4193,47,4240,2740,2880,5805
01-09500-0038,01-05,7,M06,4408,65,4473,2740,2880,5805
01-09500-0038,01-05,8,M04,4541,6,4547,2740,2880,5805
01-09500-0038,01-05,9,M07,5780,25,5805,2740,2880,5805
