Job,Routing_ID,Operation,Machine,Start,Processing Time,End,Arrival,Ready Time,Due Date
01-09500-0012,01-08,4,M02,1919,85,2004,970,1440,3293
01-09500-0012,01-08,5,M09,2123,11,2134,970,1440,3293
01-09500-0012,01-08,6,M06,2223,40,2263,970,1440,3293
01-09500-0012,01-08,7,M07,2263,89,2352,970,1440,3293
01-09500-0012,01-08,8,M04,2352,26,2378,970,1440,3293
01-09500-0012,01-08,9,M08,2378,74,2452,970,1440,3293
01-09500-0014,01-09,0,M01,1638,85,1723,1083,1440,3516
01-09500-0014,01-09,1,M00,1791,13,1804,1083,1440,3516
01-09500-0014,01-09,2,M02,1852,61,1913,1083,1440,3516
01-09500-0014,01-09,3,M06,1983,7,1990,1083,1440,3516
01-09500-0014,01-09,4,M08,2001,64,2065,1083,1440,3516
01-09500-0014,01-09,5,M09,2134,76,2210,1083,1440,3516
01-09500-0014,01-09,6,M05,2210,47,2257,1083,1440,3516
01-09500-0014,01-09,7,M03,2257,52,2309,1083,1440,3516
01-09500-0014,01-09,8,M04,2378,90,2468,1083,1440,3516
01-09500-0014,01-09,9,M07,2468,45,2513,1083,1440,3516
01-09500-0015,01-01,0,M00,1804,43,1847,1285,1440,3795
01-09500-0015,01-01,1,M02,2073,90,2163,1285,1440,3795
01-09500-0015,01-01,2,M04,2468,75,2543,1285,1440,3795
01-09500-0015,01-01,3,M09,2543,11,2554,1285,1440,3795
01-09500-0015,01-01,4,M03,2554,69,2623,1285,1440,3795
01-09500-0015,01-01,5,M01,2623,28,2651,1285,1440,3795
01-09500-0015,01-01,6,M06,2651,46,2697,1285,1440,3795
01-09500-0015,01-01,7,M05,2697,46,2743,1285,1440,3795
01-09500-0015,01-01,8,M07,2743,72,2815,1285,1440,3795
01-09500-0015,01-01,9,M08,2815,30,2845,1285,1440,3795
01-09500-0006,01-00,0,M00,1847,29,1876,673,1440,4010
01-09500-0006,01-00,1,M01,2130,78,2208,673,1440,4010
01-09500-0006,01-00,2,M02,2271,9,2280,673,1440,4010
01-09500-0006,01-00,3,M03,2348,36,2384,673,1440,4010
01-09500-0006,01-00,4,M04,2752,49,2801,673,1440,4010
01-09500-0006,01-00,5,M05,2801,11,2812,673,1440,4010
01-09500-0006,01-00,6,M06,2812,62,2874,673,1440,4010
01-09500-0006,01-00,7,M07,2874,56,2930,673,1440,4010
01-09500-0006,01-00,8,M08,2930,44,2974,673,1440,4010
01-09500-0006,01-00,9,M09,2974,21,2995,673,1440,4010
01-09500-0001,01-06,0,M01,1866,46,1912,47,1440,3648
01-09500-0001,01-06,1,M00,1962,37,1999,47,1440,3648
01-09500-0001,01-06,2,M03,1999,61,2060,47,1440,3648
01-09500-0001,01-06,3,M02,2060,13,2073,47,1440,3648
01-09500-0001,01-06,4,M06,2100,32,2132,47,1440,3648
01-09500-0001,01-06,5,M05,2170,21,2191,47,1440,3648
01-09500-0001,01-06,6,M09,2210,32,2242,47,1440,3648
01-09500-0001,01-06,7,M08,2242,89,2331,47,1440,3648
01-09500-0001,01-06,8,M07,2433,30,2463,47,1440,3648
01-09500-0001,01-06,9,M04,2543,55,2598,47,1440,3648
01-09500-0010,01-06,0,M01,1912,46,1958,896,1440,3790
01-09500-0010,01-06,1,M00,1999,37,2036,896,1440,3790
01-09500-0010,01-06,2,M03,2060,61,2121,896,1440,3790
01-09500-0010,01-06,3,M02,2258,13,2271,896,1440,3790
01-09500-0010,01-06,4,M06,2271,32,2303,896,1440,3790
01-09500-0010,01-06,5,M05,2303,21,2324,896,1440,3790
01-09500-0010,01-06,6,M09,2324,32,2356,896,1440,3790
01-09500-0010,01-06,7,M08,2452,89,2541,896,1440,3790
01-09500-0010,01-06,8,M07,2541,30,2571,896,1440,3790
01-09500-0010,01-06,9,M04,2697,55,2752,896,1440,3790
01-09500-0011,01-02,0,M01,1958,91,2049,901,1440,3994
01-09500-0011,01-02,1,M00,2049,85,2134,901,1440,3994
01-09500-0011,01-02,2,M03,2309,39,2348,901,1440,3994
01-09500-0011,01-02,3,M02,2348,74,2422,901,1440,3994
01-09500-0011,01-02,4,M08,2541,90,2631,901,1440,3994
01-09500-0011,01-02,5,M05,2631,10,2641,901,1440,3994
01-09500-0011,01-02,6,M07,2641,12,2653,901,1440,3994
01-09500-0011,01-02,7,M06,2706,89,2795,901,1440,3994
01-09500-0011,01-02,8,M09,2795,45,2840,901,1440,3994
01-09500-0011,01-02,9,M04,2840,33,2873,901,1440,3994
01-09500-0007,01-03,0,M01,2049,81,2130,801,1440,4091
01-09500-0007,01-03,1,M02,2163,95,2258,801,1440,4091
01-09500-0007,01-03,2,M00,2258,71,2329,801,1440,4091
01-09500-0007,01-03,3,M04,2598,99,2697,801,1440,4091
01-09500-0007,01-03,4,M06,2697,9,2706,801,1440,4091
01-09500-0007,01-03,5,M08,2706,52,2758,801,1440,4091
01-09500-0007,01-03,6,M07,2930,85,3015,801,1440,4091
01-09500-0007,01-03,7,M03,3015,98,3113,801,1440,4091
01-09500-0007,01-03,8,M09,3113,22,3135,801,1440,4091
01-09500-0007,01-03,9,M05,3135,43,3178,801,1440,4091
01-09500-0009,01-08,0,M00,2134,76,2210,876,1440,5910
01-09500-0009,01-08,1,M01,2276,69,2345,876,1440,5910
01-09500-0009,01-08,2,M03,2718,76,2794,876,1440,5910
01-09500-0009,01-08,3,M05,2812,51,2863,876,1440,5910
01-09500-0009,01-08,4,M02,2863,85,2948,876,1440,5910
01-09500-0009,01-08,5,M09,2948,11,2959,876,1440,5910
01-09500-0009,01-08,6,M06,3027,40,3067,876,1440,5910
01-09500-0009,01-08,7,M07,3153,89,3242,876,1440,5910
01-09500-0009,01-08,8,M04,3242,26,3268,876,1440,5910
01-09500-0009,01-08,9,M08,3268,74,3342,876,1440,5910
01-09500-0003,01-05,0,M02,2422,84,2506,155,1440,5310
01-09500-0003,01-05,1,M01,2506,2,2508,155,1440,5310
01-09500-0003,01-05,2,M05,2508,52,2560,155,1440,5310
01-09500-0003,01-05,3,M03,2623,95,2718,155,1440,5310
01-09500-0003,01-05,4,M08,2758,48,2806,155,1440,5310
01-09500-0003,01-05,5,M09,2840,72,2912,155,1440,5310
01-09500-0003,01-05,6,M00,2912,47,2959,155,1440,5310
01-09500-0003,01-05,7,M06,2962,65,3027,155,1440,5310
01-09500-0003,01-05,8,M04,3027,6,3033,155,1440,5310
01-09500-0003,01-05,9,M07,3128,25,3153,155,1440,5310
