Job,Routing_ID,Operation,Machine,Start,Processing Time,End,Arrival,Ready Time,Due Date
01-08500-0019,01-00,0,M00,3755,29,3784,1954,2880,4698
01-08500-0019,01-00,1,M01,3815,78,3893,1954,2880,4698
01-08500-0019,01-00,2,M02,3917,9,3926,1954,2880,4698
01-08500-0019,01-00,3,M03,3926,36,3962,1954,2880,4698
01-08500-0019,01-00,4,M04,4136,49,4185,1954,2880,4698
01-08500-0019,01-00,5,M05,4185,11,4196,1954,2880,4698
01-08500-0019,01-00,6,M06,4196,62,4258,1954,2880,4698
01-08500-0019,01-00,7,M07,4277,56,4333,1954,2880,4698
01-08500-0019,01-00,8,M08,4416,44,4460,1954,2880,4698
01-08500-0019,01-00,9,M09,4677,21,4698,1954,2880,4698
01-08500-0020,01-05,0,M02,3748,84,3832,1965,2880,4963
01-08500-0020,01-05,1,M01,3915,2,3917,1965,2880,4963
01-08500-0020,01-05,2,M05,4058,52,4110,1965,2880,4963
01-08500-0020,01-05,3,M03,4254,95,4349,1965,2880,4963
01-08500-0020,01-05,4,M08,4349,48,4397,1965,2880,4963
01-08500-0020,01-05,5,M09,4397,72,4469,1965,2880,4963
01-08500-0020,01-05,6,M00,4469,47,4516,1965,2880,4963
01-08500-0020,01-05,7,M06,4516,65,4581,1965,2880,4963
01-08500-0020,01-05,8,M04,4581,6,4587,1965,2880,4963
01-08500-0020,01-05,9,M07,4938,25,4963,1965,2880,4963
01-08500-0021,01-03,0,M01,3688,81,3769,1982,2880,5295
01-08500-0021,01-03,1,M02,3953,95,4048,1982,2880,5295
01-08500-0021,01-03,2,M00,4048,71,4119,1982,2880,5295
01-08500-0021,01-03,3,M04,4312,99,4411,1982,2880,5295
01-08500-0021,01-03,4,M06,4411,9,4420,1982,2880,5295
01-08500-0021,01-03,5,M08,4460,52,4512,1982,2880,5295
01-08500-0021,01-03,6,M07,4592,85,4677,1982,2880,5295
01-08500-0021,01-03,7,M03,4714,98,4812,1982,2880,5295
01-08500-0021,01-03,8,M09,4812,22,4834,1982,2880,5295
01-08500-0021,01-03,9,M05,5252,43,5295,1982,2880,5295
01-08500-0022,01-01,0,M00,4195,43,4238,2035,2880,5470
01-08500-0022,01-01,1,M02,4238,90,4328,2035,2880,5470
01-08500-0022,01-01,2,M04,4689,75,4764,2035,2880,5470
01-08500-0022,01-01,3,M09,4764,11,4775,2035,2880,5470
01-08500-0022,01-01,4,M03,4812,69,4881,2035,2880,5470
01-08500-0022,01-01,5,M01,4881,28,4909,2035,2880,5470
01-08500-0022,01-01,6,M06,4909,46,4955,2035,2880,5470
01-08500-0022,01-01,7,M05,4955,46,5001,2035,2880,5470
01-08500-0022,01-01,8,M07,5001,72,5073,2035,2880,5470
01-08500-0022,01-01,9,M08,5440,30,5470,2035,2880,5470
01-08500-0023,01-04,0,M02,3939,14,3953,2092,2880,4855
01-08500-0023,01-04,1,M00,3953,6,3959,2092,2880,4855
01-08500-0023,01-04,2,M01,3959,22,3981,2092,2880,4855
01-08500-0023,01-04,3,M05,3997,61,4058,2092,2880,4855
01-08500-0023,01-04,4,M03,4130,26,4156,2092,2880,4855
01-08500-0023,01-04,5,M04,4217,69,4286,2092,2880,4855
01-08500-0023,01-04,6,M08,4302,21,4323,2092,2880,4855
01-08500-0023,01-04,7,M07,4507,49,4556,2092,2880,4855
01-08500-0023,01-04,8,M09,4556,72,4628,2092,2880,4855
01-08500-0023,01-04,9,M06,4802,53,4855,2092,2880,4855
01-08500-0024,01-08,0,M00,3390,76,3466,2148,2880,4873
01-08500-0024,01-08,1,M01,3573,69,3642,2148,2880,4873
01-08500-0024,01-08,2,M03,3642,76,3718,2148,2880,4873
01-08500-0024,01-08,3,M05,3730,51,3781,2148,2880,4873
01-08500-0024,01-08,4,M02,3832,85,3917,2148,2880,4873
01-08500-0024,01-08,5,M09,3961,11,3972,2148,2880,4873
01-08500-0024,01-08,6,M06,3972,40,4012,2148,2880,4873
01-08500-0024,01-08,7,M07,4062,89,4151,2148,2880,4873
01-08500-0024,01-08,8,M04,4286,26,4312,2148,2880,4873
01-08500-0024,01-08,9,M08,4799,74,4873,2148,2880,4873
01-08500-0025,01-02,0,M01,3327,91,3418,2167,2880,4689
01-08500-0025,01-02,1,M00,3466,85,3551,2167,2880,4689
01-08500-0025,01-02,2,M03,3551,39,3590,2167,2880,4689
01-08500-0025,01-02,3,M02,3660,74,3734,2167,2880,4689
01-08500-0025,01-02,4,M08,3734,90,3824,2167,2880,4689
01-08500-0025,01-02,5,M05,3889,10,3899,2167,2880,4689
01-08500-0025,01-02,6,M07,3948,12,3960,2167,2880,4689
01-08500-0025,01-02,7,M06,4076,89,4165,2167,2880,4689
01-08500-0025,01-02,8,M09,4165,45,4210,2167,2880,4689
01-08500-0025,01-02,9,M04,4656,33,4689,2167,2880,4689
01-08500-0026,01-09,0,M01,3161,85,3246,2237,2880,4422
01-08500-0026,01-09,1,M00,3291,13,3304,2237,2880,4422
01-08500-0026,01-09,2,M02,3304,61,3365,2237,2880,4422
01-08500-0026,01-09,3,M06,3388,7,3395,2237,2880,4422
01-08500-0026,01-09,4,M08,3402,64,3466,2237,2880,4422
01-08500-0026,01-09,5,M09,3466,76,3542,2237,2880,4422
01-08500-0026,01-09,6,M05,3542,47,3589,2237,2880,4422
01-08500-0026,01-09,7,M03,3590,52,3642,2237,2880,4422
01-08500-0026,01-09,8,M04,3878,90,3968,2237,2880,4422
01-08500-0026,01-09,9,M07,4377,45,4422,2237,2880,4422
01-08500-0027,01-06,0,M01,3642,46,3688,2327,2880,4642
01-08500-0027,01-06,1,M00,3790,37,3827,2327,2880,4642
01-08500-0027,01-06,2,M03,3827,61,3888,2327,2880,4642
01-08500-0027,01-06,3,M02,3926,13,3939,2327,2880,4642
01-08500-0027,01-06,4,M06,3939,32,3971,2327,2880,4642
01-08500-0027,01-06,5,M05,3976,21,3997,2327,2880,4642
01-08500-0027,01-06,6,M09,3997,32,4029,2327,2880,4642
01-08500-0027,01-06,7,M08,4029,89,4118,2327,2880,4642
01-08500-0027,01-06,8,M07,4333,30,4363,2327,2880,4642
01-08500-0027,01-06,9,M04,4587,55,4642,2327,2880,4642
01-08500-0028,01-00,0,M00,4119,29,4148,2332,2880,5092
01-08500-0028,01-00,1,M01,4148,78,4226,2332,2880,5092
01-08500-0028,01-00,2,M02,4226,9,4235,2332,2880,5092
01-08500-0028,01-00,3,M03,4447,36,4483,2332,2880,5092
01-08500-0028,01-00,4,M04,4488,49,4537,2332,2880,5092
01-08500-0028,01-00,5,M05,4537,11,4548,2332,2880,5092
01-08500-0028,01-00,6,M06,4651,62,4713,2332,2880,5092
01-08500-0028,01-00,7,M07,4713,56,4769,2332,2880,5092
01-08500-0028,01-00,8,M08,4873,44,4917,2332,2880,5092
01-08500-0028,01-00,9,M09,5071,21,5092,2332,2880,5092
01-08500-0029,01-07,0,M02,2880,31,2911,2352,2880,4130
01-08500-0029,01-07,1,M00,2911,86,2997,2352,2880,4130
01-08500-0029,01-07,2,M01,3012,46,3058,2352,2880,4130
01-08500-0029,01-07,3,M05,3058,74,3132,2352,2880,4130
01-08500-0029,01-07,4,M04,3168,32,3200,2352,2880,4130
01-08500-0029,01-07,5,M06,3300,88,3388,2352,2880,4130
01-08500-0029,01-07,6,M08,3466,19,3485,2352,2880,4130
01-08500-0029,01-07,7,M09,3570,48,3618,2352,2880,4130
01-08500-0029,01-07,8,M07,3618,36,3654,2352,2880,4130
01-08500-0029,01-07,9,M03,4051,79,4130,2352,2880,4130
01-08500-0030,01-04,0,M02,3734,14,3748,2365,2880,4651
01-08500-0030,01-04,1,M00,3784,6,3790,2365,2880,4651
01-08500-0030,01-04,2,M01,3893,22,3915,2365,2880,4651
01-08500-0030,01-04,3,M05,3915,61,3976,2365,2880,4651
01-08500-0030,01-04,4,M03,3976,26,4002,2365,2880,4651
01-08500-0030,01-04,5,M04,4067,69,4136,2365,2880,4651
01-08500-0030,01-04,6,M08,4136,21,4157,2365,2880,4651
01-08500-0030,01-04,7,M07,4157,49,4206,2365,2880,4651
01-08500-0030,01-04,8,M09,4276,72,4348,2365,2880,4651
01-08500-0030,01-04,9,M06,4598,53,4651,2365,2880,4651
01-08500-0031,01-06,0,M01,2880,46,2926,2634,2880,3773
01-08500-0031,01-06,1,M00,2997,37,3034,2634,2880,3773
01-08500-0031,01-06,2,M03,3035,61,3096,2634,2880,3773
01-08500-0031,01-06,3,M02,3098,13,3111,2634,2880,3773
01-08500-0031,01-06,4,M06,3111,32,3143,2634,2880,3773
01-08500-0031,01-06,5,M05,3143,21,3164,2634,2880,3773
01-08500-0031,01-06,6,M09,3281,32,3313,2634,2880,3773
01-08500-0031,01-06,7,M08,3533,89,3622,2634,2880,3773
01-08500-0031,01-06,8,M07,3654,30,3684,2634,2880,3773
01-08500-0031,01-06,9,M04,3718,55,3773,2634,2880,3773
01-08500-0032,01-00,0,M00,4646,29,4675,2726,2880,5634
01-08500-0032,01-00,1,M01,4675,78,4753,2726,2880,5634
01-08500-0032,01-00,2,M02,4753,9,4762,2726,2880,5634
01-08500-0032,01-00,3,M03,4881,36,4917,2726,2880,5634
01-08500-0032,01-00,4,M04,4917,49,4966,2726,2880,5634
01-08500-0032,01-00,5,M05,5001,11,5012,2726,2880,5634
01-08500-0032,01-00,6,M06,5012,62,5074,2726,2880,5634
01-08500-0032,01-00,7,M07,5074,56,5130,2726,2880,5634
01-08500-0032,01-00,8,M08,5130,44,5174,2726,2880,5634
01-08500-0032,01-00,9,M09,5613,21,5634,2726,2880,5634
01-08500-0033,01-01,0,M00,3047,43,3090,2732,2880,4302
01-08500-0033,01-01,1,M02,3172,90,3262,2732,2880,4302
01-08500-0033,01-01,2,M04,3262,75,3337,2732,2880,4302
01-08500-0033,01-01,3,M09,3389,11,3400,2732,2880,4302
01-08500-0033,01-01,4,M03,3400,69,3469,2732,2880,4302
01-08500-0033,01-01,5,M01,3545,28,3573,2732,2880,4302
01-08500-0033,01-01,6,M06,3628,46,3674,2732,2880,4302
01-08500-0033,01-01,7,M05,3674,46,3720,2732,2880,4302
01-08500-0033,01-01,8,M07,3720,72,3792,2732,2880,4302
01-08500-0033,01-01,9,M08,4272,30,4302,2732,2880,4302
01-08500-0034,01-07,0,M02,3534,31,3565,2791,2880,4714
01-08500-0034,01-07,1,M00,3622,86,3708,2791,2880,4714
01-08500-0034,01-07,2,M01,3769,46,3815,2791,2880,4714
01-08500-0034,01-07,3,M05,3815,74,3889,2791,2880,4714
01-08500-0034,01-07,4,M04,4185,32,4217,2791,2880,4714
01-08500-0034,01-07,5,M06,4258,88,4346,2791,2880,4714
01-08500-0034,01-07,6,M08,4397,19,4416,2791,2880,4714
01-08500-0034,01-07,7,M09,4469,48,4517,2791,2880,4714
01-08500-0034,01-07,8,M07,4556,36,4592,2791,2880,4714
01-08500-0034,01-07,9,M03,4635,79,4714,2791,2880,4714
01-08500-0035,01-02,0,M01,3068,91,3159,2802,2880,4488
01-08500-0035,01-02,1,M00,3159,85,3244,2802,2880,4488
01-08500-0035,01-02,2,M03,3311,39,3350,2802,2880,4488
01-08500-0035,01-02,3,M02,3365,74,3439,2802,2880,4488
01-08500-0035,01-02,4,M08,3622,90,3712,2802,2880,4488
01-08500-0035,01-02,5,M05,3720,10,3730,2802,2880,4488
01-08500-0035,01-02,6,M07,3792,12,3804,2802,2880,4488
01-08500-0035,01-02,7,M06,3827,89,3916,2802,2880,4488
01-08500-0035,01-02,8,M09,3916,45,3961,2802,2880,4488
01-08500-0035,01-02,9,M04,4455,33,4488,2802,2880,4488
01-08500-0036,01-03,0,M01,3464,81,3545,2811,2880,4882
01-08500-0036,01-03,1,M02,3565,95,3660,2811,2880,4882
01-08500-0036,01-03,2,M00,3827,71,3898,2811,2880,4882
01-08500-0036,01-03,3,M04,3968,99,4067,2811,2880,4882
01-08500-0036,01-03,4,M06,4067,9,4076,2811,2880,4882
01-08500-0036,01-03,5,M08,4157,52,4209,2811,2880,4882
01-08500-0036,01-03,6,M07,4422,85,4507,2811,2880,4882
01-08500-0036,01-03,7,M03,4507,98,4605,2811,2880,4882
01-08500-0036,01-03,8,M09,4628,22,4650,2811,2880,4882
01-08500-0036,01-03,9,M05,4839,43,4882,2811,2880,4882
