Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
83,7,9,6654,M03,7613.0,79.0,1038.0,7692.0
84,6,0,6799,M01,6799.0,46.0,46.0,6845.0
84,6,1,6799,M00,6880.0,37.0,118.0,6917.0
84,6,2,6799,M03,6973.0,61.0,235.0,7034.0
84,6,3,6799,M02,7054.0,13.0,268.0,7067.0
84,6,4,6799,M06,7067.0,32.0,300.0,7099.0
84,6,5,6799,M05,7123.0,21.0,345.0,7144.0
84,6,6,6799,M09,7235.0,32.0,468.0,7267.0
84,6,7,6799,M08,7267.0,89.0,557.0,7356.0
84,6,8,6799,M07,7498.0,30.0,729.0,7528.0
84,6,9,6799,M04,7532.0,55.0,788.0,7587.0
85,9,0,7037,M01,7037.0,85.0,85.0,7122.0
85,9,1,7037,M00,7122.0,13.0,98.0,7135.0
85,9,2,7037,M02,7135.0,61.0,159.0,7196.0
85,9,3,7037,M06,7196.0,7.0,166.0,7203.0
85,9,4,7037,M08,7203.0,64.0,230.0,7267.0
85,9,5,7037,M09,7267.0,76.0,306.0,7343.0
85,9,6,7037,M05,7343.0,47.0,353.0,7390.0
85,9,7,7037,M03,7390.0,52.0,405.0,7442.0
85,9,8,7037,M04,7442.0,90.0,495.0,7532.0
85,9,9,7037,M07,7532.0,45.0,540.0,7577.0
86,4,0,7055,M02,7102.0,14.0,61.0,7116.0
86,4,1,7055,M00,7116.0,6.0,67.0,7122.0
86,4,2,7055,M01,7122.0,22.0,89.0,7144.0
86,4,3,7055,M05,7144.0,61.0,150.0,7205.0
86,4,4,7055,M03,7205.0,26.0,176.0,7231.0
86,4,5,7055,M04,7231.0,69.0,245.0,7300.0
86,4,6,7055,M08,7356.0,21.0,322.0,7377.0
86,4,7,7055,M07,7377.0,49.0,371.0,7426.0
86,4,8,7055,M09,7442.0,72.0,459.0,7514.0
86,4,9,7055,M06,7514.0,53.0,512.0,7567.0
87,2,0,7162,M01,7218.0,91.0,147.0,7309.0
87,2,1,7162,M00,7309.0,85.0,232.0,7394.0
87,2,2,7162,M03,7537.0,39.0,414.0,7576.0
87,2,3,7162,M02,7576.0,74.0,488.0,7650.0
87,2,4,7162,M08,7650.0,90.0,578.0,7740.0
87,2,5,7162,M05,7740.0,10.0,588.0,7750.0
87,2,6,7162,M07,7750.0,12.0,600.0,7762.0
87,2,7,7162,M06,7769.0,89.0,696.0,7858.0
87,2,8,7162,M09,7858.0,45.0,741.0,7903.0
87,2,9,7162,M04,7903.0,33.0,774.0,7936.0
88,5,0,7185,M02,7196.0,84.0,95.0,7280.0
88,5,1,7185,M01,7309.0,2.0,126.0,7311.0
88,5,2,7185,M05,7390.0,52.0,257.0,7442.0
88,5,3,7185,M03,7442.0,95.0,352.0,7537.0
88,5,4,7185,M08,7537.0,48.0,400.0,7585.0
88,5,5,7185,M09,7585.0,72.0,472.0,7657.0
88,5,6,7185,M00,7657.0,47.0,519.0,7704.0
88,5,7,7185,M06,7704.0,65.0,584.0,7769.0
88,5,8,7185,M04,7769.0,6.0,590.0,7775.0
88,5,9,7185,M07,7775.0,25.0,615.0,7800.0
