Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
51,3,1,3843,M02,4258.0,95.0,510.0,4353.0
51,3,2,3843,M00,4353.0,71.0,581.0,4424.0
51,3,3,3843,M04,4429.0,99.0,685.0,4528.0
51,3,4,3843,M06,4528.0,9.0,694.0,4537.0
51,3,5,3843,M08,4561.0,52.0,770.0,4613.0
51,3,6,3843,M07,4746.0,85.0,988.0,4831.0
51,3,7,3843,M03,4831.0,98.0,1086.0,4929.0
51,3,8,3843,M09,4929.0,22.0,1108.0,4951.0
51,3,9,3843,M05,4951.0,43.0,1151.0,4994.0
52,5,0,4013,M02,4174.0,84.0,245.0,4258.0
52,5,1,4013,M01,4285.0,2.0,274.0,4287.0
52,5,2,4013,M05,4287.0,52.0,326.0,4339.0
52,5,3,4013,M03,4362.0,95.0,444.0,4457.0
52,5,4,4013,M08,4467.0,48.0,502.0,4515.0
52,5,5,4013,M09,4526.0,72.0,585.0,4598.0
52,5,6,4013,M00,4598.0,47.0,632.0,4645.0
52,5,7,4013,M06,4650.0,65.0,702.0,4715.0
52,5,8,4013,M04,4715.0,6.0,708.0,4721.0
52,5,9,4013,M07,4721.0,25.0,733.0,4746.0
53,9,0,4015,M01,4015.0,85.0,85.0,4100.0
53,9,1,4015,M00,4100.0,13.0,98.0,4113.0
53,9,2,4015,M02,4113.0,61.0,159.0,4174.0
53,9,3,4015,M06,4174.0,7.0,166.0,4181.0
53,9,4,4015,M08,4181.0,64.0,230.0,4245.0
53,9,5,4015,M09,4337.0,76.0,398.0,4413.0
53,9,6,4015,M05,4459.0,47.0,491.0,4506.0
53,9,7,4015,M03,4506.0,52.0,543.0,4558.0
53,9,8,4015,M04,4577.0,90.0,652.0,4667.0
53,9,9,4015,M07,4667.0,45.0,697.0,4712.0
54,8,0,4109,M00,4113.0,76.0,80.0,4189.0
54,8,1,4109,M01,4216.0,69.0,176.0,4285.0
54,8,2,4109,M03,4286.0,76.0,253.0,4362.0
54,8,3,4109,M05,4362.0,51.0,304.0,4413.0
54,8,4,4109,M02,4413.0,85.0,389.0,4498.0
54,8,5,4109,M09,4515.0,11.0,417.0,4526.0
54,8,6,4109,M06,4537.0,40.0,468.0,4577.0
54,8,7,4109,M07,4577.0,89.0,557.0,4666.0
54,8,8,4109,M04,4667.0,26.0,584.0,4693.0
54,8,9,4109,M08,4693.0,74.0,658.0,4767.0
55,0,0,4190,M00,4190.0,29.0,29.0,4219.0
55,0,1,4190,M01,4287.0,78.0,175.0,4365.0
55,0,2,4190,M02,4365.0,9.0,184.0,4374.0
55,0,3,4190,M03,4457.0,36.0,303.0,4493.0
55,0,4,4190,M04,4528.0,49.0,387.0,4577.0
55,0,5,4190,M05,4577.0,11.0,398.0,4588.0
55,0,6,4190,M06,4588.0,62.0,460.0,4650.0
55,0,7,4190,M07,4831.0,56.0,697.0,4887.0
55,0,8,4190,M08,4887.0,44.0,741.0,4931.0
55,0,9,4190,M09,4951.0,21.0,782.0,4972.0
