Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
53,9,2,4015,M02,4347.0,61.0,393.0,4408.0
53,9,3,4015,M06,4409.0,7.0,401.0,4416.0
53,9,4,4015,M08,4467.0,64.0,516.0,4531.0
53,9,5,4015,M09,4531.0,76.0,592.0,4607.0
53,9,6,4015,M05,4638.0,47.0,670.0,4685.0
53,9,7,4015,M03,4868.0,52.0,905.0,4920.0
53,9,8,4015,M04,4920.0,90.0,995.0,5010.0
53,9,9,4015,M07,5010.0,45.0,1040.0,5055.0
54,8,1,4109,M01,4335.0,69.0,295.0,4404.0
54,8,2,4109,M03,4481.0,76.0,448.0,4557.0
54,8,3,4109,M05,4587.0,51.0,529.0,4638.0
54,8,4,4109,M02,4654.0,85.0,630.0,4739.0
54,8,5,4109,M09,4739.0,11.0,641.0,4750.0
54,8,6,4109,M06,4766.0,40.0,697.0,4806.0
54,8,7,4109,M07,4906.0,89.0,886.0,4995.0
54,8,8,4109,M04,5016.0,26.0,933.0,5042.0
54,8,9,4109,M08,5060.0,74.0,1025.0,5134.0
55,0,2,4190,M02,4338.0,9.0,157.0,4347.0
55,0,3,4190,M03,4393.0,36.0,239.0,4429.0
55,0,4,4190,M04,4439.0,49.0,298.0,4488.0
55,0,5,4190,M05,4524.0,11.0,345.0,4535.0
55,0,6,4190,M06,4535.0,62.0,407.0,4597.0
55,0,7,4190,M07,4597.0,56.0,463.0,4653.0
55,0,8,4190,M08,4654.0,44.0,508.0,4698.0
55,0,9,4190,M09,4698.0,21.0,529.0,4719.0
56,2,0,4403,M01,4494.0,91.0,182.0,4585.0
56,2,1,4403,M00,4744.0,85.0,426.0,4829.0
56,2,2,4403,M03,4829.0,39.0,465.0,4868.0
56,2,3,4403,M02,4868.0,74.0,539.0,4942.0
56,2,4,4403,M08,4942.0,90.0,629.0,5032.0
56,2,5,4403,M05,5032.0,10.0,639.0,5042.0
56,2,6,4403,M07,5055.0,12.0,664.0,5067.0
56,2,7,4403,M06,5067.0,89.0,753.0,5156.0
56,2,8,4403,M09,5156.0,45.0,798.0,5201.0
56,2,9,4403,M04,5201.0,33.0,831.0,5234.0
57,7,0,4471,M02,4587.0,31.0,147.0,4618.0
57,7,1,4471,M00,4658.0,86.0,273.0,4744.0
57,7,2,4471,M01,4744.0,46.0,319.0,4790.0
57,7,3,4471,M05,4790.0,74.0,393.0,4864.0
57,7,4,4471,M04,4864.0,32.0,425.0,4896.0
57,7,5,4471,M06,4953.0,88.0,570.0,5041.0
57,7,6,4471,M08,5041.0,19.0,589.0,5060.0
57,7,7,4471,M09,5060.0,48.0,637.0,5108.0
57,7,8,4471,M07,5108.0,36.0,673.0,5144.0
57,7,9,4471,M03,5144.0,79.0,752.0,5223.0
58,6,0,4717,M01,4790.0,46.0,119.0,4836.0
58,6,1,4717,M00,4888.0,37.0,208.0,4925.0
58,6,2,4717,M03,5044.0,61.0,388.0,5105.0
58,6,3,4717,M02,5143.0,13.0,439.0,5156.0
58,6,4,4717,M06,5156.0,32.0,471.0,5188.0
58,6,5,4717,M05,5188.0,21.0,492.0,5209.0
58,6,6,4717,M09,5209.0,32.0,524.0,5241.0
58,6,7,4717,M08,5241.0,89.0,613.0,5330.0
58,6,8,4717,M07,5330.0,30.0,643.0,5360.0
58,6,9,4717,M04,5374.0,55.0,712.0,5429.0
59,4,0,4738,M02,4739.0,14.0,15.0,4753.0
59,4,1,4738,M00,4829.0,6.0,97.0,4835.0
59,4,2,4738,M01,4836.0,22.0,120.0,4858.0
59,4,3,4738,M05,4864.0,61.0,187.0,4925.0
59,4,4,4738,M03,5018.0,26.0,306.0,5044.0
59,4,5,4738,M04,5044.0,69.0,375.0,5113.0
59,4,6,4738,M08,5134.0,21.0,417.0,5155.0
59,4,7,4738,M07,5155.0,49.0,466.0,5204.0
59,4,8,4738,M09,5241.0,72.0,575.0,5313.0
59,4,9,4738,M06,5313.0,53.0,628.0,5366.0
60,3,0,4861,M01,4861.0,81.0,81.0,4942.0
60,3,1,4861,M02,4942.0,95.0,176.0,5037.0
60,3,2,4861,M00,5037.0,71.0,247.0,5108.0
60,3,3,4861,M04,5234.0,99.0,472.0,5333.0
60,3,4,4861,M06,5366.0,9.0,514.0,5375.0
60,3,5,4861,M08,5375.0,52.0,566.0,5427.0
60,3,6,4861,M07,5427.0,85.0,651.0,5512.0
60,3,7,4861,M03,5547.0,98.0,784.0,5645.0
60,3,8,4861,M09,5645.0,22.0,806.0,5667.0
60,3,9,4861,M05,5690.0,43.0,872.0,5733.0
61,7,0,5105,M02,5105.0,31.0,31.0,5136.0
61,7,1,5105,M00,5136.0,86.0,117.0,5222.0
61,7,2,5105,M01,5222.0,46.0,163.0,5268.0
61,7,3,5105,M05,5268.0,74.0,237.0,5342.0
61,7,4,5105,M04,5342.0,32.0,269.0,5374.0
61,7,5,5105,M06,5375.0,88.0,358.0,5463.0
61,7,6,5105,M08,5463.0,19.0,377.0,5482.0
61,7,7,5105,M09,5482.0,48.0,425.0,5530.0
61,7,8,5105,M07,5530.0,36.0,461.0,5566.0
61,7,9,5105,M03,5716.0,79.0,690.0,5795.0
62,2,0,5179,M01,5268.0,91.0,180.0,5359.0
62,2,1,5179,M00,5359.0,85.0,265.0,5444.0
62,2,2,5179,M03,5508.0,39.0,368.0,5547.0
62,2,3,5179,M02,5601.0,74.0,496.0,5675.0
62,2,4,5179,M08,5675.0,90.0,586.0,5765.0
62,2,5,5179,M05,5765.0,10.0,596.0,5775.0
62,2,6,5179,M07,5775.0,12.0,608.0,5787.0
62,2,7,5179,M06,5787.0,89.0,697.0,5876.0
62,2,8,5179,M09,5876.0,45.0,742.0,5921.0
62,2,9,5179,M04,5921.0,33.0,775.0,5954.0
63,5,0,5239,M02,5239.0,84.0,84.0,5323.0
63,5,1,5239,M01,5359.0,2.0,122.0,5361.0
63,5,2,5239,M05,5361.0,52.0,174.0,5413.0
63,5,3,5239,M03,5413.0,95.0,269.0,5508.0
63,5,4,5239,M08,5508.0,48.0,317.0,5556.0
63,5,5,5239,M09,5556.0,72.0,389.0,5628.0
63,5,6,5239,M00,5628.0,47.0,436.0,5675.0
63,5,7,5239,M06,5675.0,65.0,501.0,5740.0
63,5,8,5239,M04,5740.0,6.0,507.0,5746.0
63,5,9,5239,M07,5746.0,25.0,532.0,5771.0
64,9,0,5413,M01,5413.0,85.0,85.0,5498.0
64,9,1,5413,M00,5498.0,13.0,98.0,5511.0
64,9,2,5413,M02,5511.0,61.0,159.0,5572.0
64,9,3,5413,M06,5572.0,7.0,166.0,5579.0
64,9,4,5413,M08,5579.0,64.0,230.0,5643.0
64,9,5,5413,M09,5740.0,76.0,403.0,5816.0
64,9,6,5413,M05,5816.0,47.0,450.0,5863.0
64,9,7,5413,M03,5892.0,52.0,531.0,5944.0
64,9,8,5413,M04,5954.0,90.0,631.0,6044.0
64,9,9,5413,M07,6044.0,45.0,676.0,6089.0
65,8,0,5586,M00,5704.0,76.0,194.0,5780.0
65,8,1,5586,M01,5782.0,69.0,265.0,5851.0
65,8,2,5586,M03,5944.0,76.0,434.0,6020.0
65,8,3,5586,M05,6020.0,51.0,485.0,6071.0
65,8,4,5586,M02,6071.0,85.0,570.0,6156.0
65,8,5,5586,M09,6156.0,11.0,581.0,6167.0
65,8,6,5586,M06,6167.0,40.0,621.0,6207.0
65,8,7,5586,M07,6207.0,89.0,710.0,6296.0
65,8,8,5586,M04,6296.0,26.0,736.0,6322.0
65,8,9,5586,M08,6322.0,74.0,810.0,6396.0
66,4,0,5587,M02,5587.0,14.0,14.0,5601.0
66,4,1,5587,M00,5601.0,6.0,20.0,5607.0
66,4,2,5587,M01,5607.0,22.0,42.0,5629.0
66,4,3,5587,M05,5629.0,61.0,103.0,5690.0
66,4,4,5587,M03,5690.0,26.0,129.0,5716.0
66,4,5,5587,M04,5746.0,69.0,228.0,5815.0
66,4,6,5587,M08,5815.0,21.0,249.0,5836.0
66,4,7,5587,M07,5840.0,49.0,302.0,5889.0
66,4,8,5587,M09,5921.0,72.0,406.0,5993.0
66,4,9,5587,M06,5995.0,53.0,461.0,6048.0
67,0,0,5649,M00,5675.0,29.0,55.0,5704.0
67,0,1,5649,M01,5704.0,78.0,133.0,5782.0
67,0,2,5649,M02,5782.0,9.0,142.0,5791.0
67,0,3,5649,M03,5795.0,36.0,182.0,5831.0
67,0,4,5649,M04,5831.0,49.0,231.0,5880.0
67,0,5,5649,M05,5880.0,11.0,242.0,5891.0
67,0,6,5649,M06,5891.0,62.0,304.0,5953.0
67,0,7,5649,M07,5953.0,56.0,360.0,6009.0
67,0,8,5649,M08,6009.0,44.0,404.0,6053.0
67,0,9,5649,M09,6053.0,21.0,425.0,6074.0
68,6,0,5651,M01,5651.0,46.0,46.0,5697.0
68,6,1,5651,M00,5780.0,37.0,166.0,5817.0
68,6,2,5651,M03,5831.0,61.0,241.0,5892.0
68,6,3,5651,M02,5950.0,13.0,312.0,5963.0
68,6,4,5651,M06,5963.0,32.0,344.0,5995.0
68,6,5,5651,M05,5995.0,21.0,365.0,6016.0
68,6,6,5651,M09,6021.0,32.0,402.0,6053.0
68,6,7,5651,M08,6053.0,89.0,491.0,6142.0
68,6,8,5651,M07,6142.0,30.0,521.0,6172.0
68,6,9,5651,M04,6172.0,55.0,576.0,6227.0
69,1,0,5667,M00,5817.0,43.0,193.0,5860.0
69,1,1,5667,M02,5860.0,90.0,283.0,5950.0
69,1,2,5667,M04,6044.0,75.0,452.0,6119.0
69,1,3,5667,M09,6167.0,11.0,511.0,6178.0
69,1,4,5667,M03,6178.0,69.0,580.0,6247.0
69,1,5,5667,M01,6247.0,28.0,608.0,6275.0
69,1,6,5667,M06,6275.0,46.0,654.0,6321.0
69,1,7,5667,M05,6321.0,46.0,700.0,6367.0
69,1,8,5667,M07,6367.0,72.0,772.0,6439.0
69,1,9,5667,M08,6440.0,30.0,803.0,6470.0
70,0,0,5757,M00,5860.0,29.0,132.0,5889.0
70,0,1,5757,M01,5889.0,78.0,210.0,5967.0
70,0,2,5757,M02,5967.0,9.0,219.0,5976.0
70,0,3,5757,M03,6020.0,36.0,299.0,6056.0
70,0,4,5757,M04,6119.0,49.0,411.0,6168.0
70,0,5,5757,M05,6196.0,11.0,450.0,6207.0
70,0,6,5757,M06,6207.0,62.0,512.0,6269.0
70,0,7,5757,M07,6296.0,56.0,595.0,6352.0
70,0,8,5757,M08,6396.0,44.0,683.0,6440.0
70,0,9,5757,M09,6440.0,21.0,704.0,6461.0
