Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
15,7,7,1193,M09,1582.0,48.0,437.0,1630.0
15,7,8,1193,M07,1630.0,36.0,473.0,1666.0
15,7,9,1193,M03,1677.0,79.0,563.0,1756.0
16,1,0,1310,M00,1323.0,43.0,56.0,1366.0
16,1,1,1310,M02,1383.0,90.0,163.0,1473.0
16,1,2,1310,M04,1475.0,75.0,240.0,1550.0
16,1,3,1310,M09,1564.0,11.0,265.0,1575.0
16,1,4,1310,M03,1608.0,69.0,367.0,1677.0
16,1,5,1310,M01,1677.0,28.0,395.0,1705.0
16,1,6,1310,M06,1705.0,46.0,441.0,1751.0
16,1,7,1310,M05,1751.0,46.0,487.0,1797.0
16,1,8,1310,M07,1822.0,72.0,584.0,1894.0
16,1,9,1310,M08,1894.0,30.0,614.0,1924.0
17,3,0,1343,M01,1460.0,81.0,198.0,1541.0
17,3,1,1343,M02,1541.0,95.0,293.0,1636.0
17,3,2,1343,M00,1636.0,71.0,364.0,1707.0
17,3,3,1343,M04,1707.0,99.0,463.0,1806.0
17,3,4,1343,M06,1806.0,9.0,472.0,1815.0
17,3,5,1343,M08,1815.0,52.0,524.0,1867.0
17,3,6,1343,M07,1894.0,85.0,636.0,1979.0
17,3,7,1343,M03,1979.0,98.0,734.0,2077.0
17,3,8,1343,M09,2077.0,22.0,756.0,2099.0
17,3,9,1343,M05,2099.0,43.0,799.0,2142.0
2,2,0,158,M01,158.0,91.0,91.0,249.0
2,2,1,158,M00,249.0,85.0,176.0,334.0
2,2,2,158,M03,334.0,39.0,215.0,373.0
2,2,3,158,M02,439.0,74.0,355.0,513.0
2,2,4,158,M08,513.0,90.0,445.0,603.0
2,2,5,158,M05,603.0,10.0,455.0,613.0
2,2,6,158,M07,613.0,12.0,467.0,625.0
2,2,7,158,M06,625.0,89.0,556.0,714.0
2,2,8,158,M09,714.0,45.0,601.0,759.0
2,2,9,158,M04,759.0,33.0,634.0,792.0
3,3,0,236,M01,249.0,81.0,94.0,330.0
3,3,1,236,M02,330.0,95.0,189.0,425.0
3,3,2,236,M00,445.0,71.0,280.0,516.0
3,3,3,236,M04,516.0,99.0,379.0,615.0
3,3,4,236,M06,615.0,9.0,388.0,624.0
3,3,5,236,M08,624.0,52.0,440.0,676.0
3,3,6,236,M07,697.0,85.0,546.0,782.0
3,3,7,236,M03,836.0,98.0,698.0,934.0
3,3,8,236,M09,956.0,22.0,742.0,978.0
3,3,9,236,M05,1008.0,43.0,815.0,1051.0
4,4,0,404,M02,425.0,14.0,35.0,439.0
4,4,1,404,M00,439.0,6.0,41.0,445.0
4,4,2,404,M01,470.0,22.0,88.0,492.0
4,4,3,404,M05,492.0,61.0,149.0,553.0
4,4,4,404,M03,553.0,26.0,175.0,579.0
4,4,5,404,M04,615.0,69.0,280.0,684.0
4,4,6,404,M08,727.0,21.0,344.0,748.0
4,4,7,404,M07,782.0,49.0,427.0,831.0
4,4,8,404,M09,989.0,72.0,657.0,1061.0
4,4,9,404,M06,1120.0,53.0,769.0,1173.0
5,5,0,485,M02,513.0,84.0,112.0,597.0
5,5,1,485,M01,597.0,2.0,114.0,599.0
5,5,2,485,M05,613.0,52.0,180.0,665.0
5,5,3,485,M03,665.0,95.0,275.0,760.0
5,5,4,485,M08,760.0,48.0,323.0,808.0
5,5,5,485,M09,808.0,72.0,395.0,880.0
5,5,6,485,M00,880.0,47.0,442.0,927.0
5,5,7,485,M06,927.0,65.0,507.0,992.0
5,5,8,485,M04,993.0,6.0,514.0,999.0
5,5,9,485,M07,999.0,25.0,539.0,1024.0
6,6,0,501,M01,501.0,46.0,46.0,547.0
6,6,1,501,M00,547.0,37.0,83.0,584.0
6,6,2,501,M03,584.0,61.0,144.0,645.0
6,6,3,501,M02,645.0,13.0,157.0,658.0
6,6,4,501,M06,714.0,32.0,245.0,746.0
6,6,5,501,M05,746.0,21.0,266.0,767.0
6,6,6,501,M09,767.0,32.0,298.0,799.0
6,6,7,501,M08,872.0,89.0,460.0,961.0
6,6,8,501,M07,961.0,30.0,490.0,991.0
6,6,9,501,M04,999.0,55.0,553.0,1054.0
7,7,0,528,M02,658.0,31.0,161.0,689.0
7,7,1,528,M00,697.0,86.0,255.0,783.0
7,7,2,528,M01,783.0,46.0,301.0,829.0
7,7,3,528,M05,887.0,74.0,433.0,961.0
7,7,4,528,M04,961.0,32.0,465.0,993.0
7,7,5,528,M06,1032.0,88.0,592.0,1120.0
7,7,6,528,M08,1120.0,19.0,611.0,1139.0
7,7,7,528,M09,1139.0,48.0,659.0,1187.0
7,7,8,528,M07,1195.0,36.0,703.0,1231.0
7,7,9,528,M03,1231.0,79.0,782.0,1310.0
8,8,0,550,M00,584.0,76.0,110.0,660.0
8,8,1,550,M01,684.0,69.0,203.0,753.0
8,8,2,550,M03,760.0,76.0,286.0,836.0
8,8,3,550,M05,836.0,51.0,337.0,887.0
8,8,4,550,M02,887.0,85.0,422.0,972.0
8,8,5,550,M09,978.0,11.0,439.0,989.0
8,8,6,550,M06,992.0,40.0,482.0,1032.0
8,8,7,550,M07,1061.0,89.0,600.0,1150.0
8,8,8,550,M04,1199.0,26.0,675.0,1225.0
8,8,9,550,M08,1225.0,74.0,749.0,1299.0
9,9,0,559,M01,599.0,85.0,125.0,684.0
9,9,1,559,M00,684.0,13.0,138.0,697.0
9,9,2,559,M02,697.0,61.0,199.0,758.0
9,9,3,559,M06,758.0,7.0,206.0,765.0
9,9,4,559,M08,808.0,64.0,313.0,872.0
9,9,5,559,M09,880.0,76.0,397.0,956.0
9,9,6,559,M05,961.0,47.0,449.0,1008.0
9,9,7,559,M03,1008.0,52.0,501.0,1060.0
9,9,8,559,M04,1060.0,90.0,591.0,1150.0
9,9,9,559,M07,1150.0,45.0,636.0,1195.0
