Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
16,1,8,1310,M07,1813.0,72.0,575.0,1885.0
16,1,9,1310,M08,1885.0,30.0,605.0,1915.0
17,3,0,1343,M01,1453.0,81.0,191.0,1534.0
17,3,1,1343,M02,1668.0,95.0,420.0,1763.0
17,3,2,1343,M00,1787.0,71.0,515.0,1858.0
17,3,3,1343,M04,1858.0,99.0,614.0,1957.0
17,3,4,1343,M06,1957.0,9.0,623.0,1966.0
17,3,5,1343,M08,1966.0,52.0,675.0,2018.0
17,3,6,1343,M07,2096.0,85.0,838.0,2181.0
17,3,7,1343,M03,2299.0,98.0,1054.0,2397.0
17,3,8,1343,M09,2422.0,22.0,1101.0,2444.0
17,3,9,1343,M05,2444.0,43.0,1144.0,2487.0
18,5,0,1459,M02,1510.0,84.0,135.0,1594.0
18,5,1,1459,M01,1594.0,2.0,137.0,1596.0
18,5,2,1459,M05,1596.0,52.0,189.0,1648.0
18,5,3,1459,M03,1685.0,95.0,321.0,1780.0
18,5,4,1459,M08,1784.0,48.0,373.0,1832.0
18,5,5,1459,M09,1859.0,72.0,472.0,1931.0
18,5,6,1459,M00,1965.0,47.0,553.0,2012.0
18,5,7,1459,M06,2087.0,65.0,693.0,2152.0
18,5,8,1459,M04,2165.0,6.0,712.0,2171.0
18,5,9,1459,M07,2211.0,25.0,777.0,2236.0
19,6,0,1460,M01,1534.0,46.0,120.0,1580.0
19,6,1,1460,M00,1589.0,37.0,166.0,1626.0
19,6,2,1460,M03,1866.0,61.0,467.0,1927.0
19,6,3,1460,M02,1927.0,13.0,480.0,1940.0
19,6,4,1460,M06,1966.0,32.0,538.0,1998.0
19,6,5,1460,M05,1998.0,21.0,559.0,2019.0
19,6,6,1460,M09,2019.0,32.0,591.0,2051.0
19,6,7,1460,M08,2092.0,89.0,721.0,2181.0
19,6,8,1460,M07,2181.0,30.0,751.0,2211.0
19,6,9,1460,M04,2211.0,55.0,806.0,2266.0
20,7,0,1537,M02,1848.0,31.0,342.0,1879.0
20,7,1,1537,M00,1879.0,86.0,428.0,1965.0
20,7,2,1537,M01,1965.0,46.0,474.0,2011.0
20,7,3,1537,M05,2019.0,74.0,556.0,2093.0
20,7,4,1537,M04,2093.0,32.0,588.0,2125.0
20,7,5,1537,M06,2152.0,88.0,703.0,2240.0
20,7,6,1537,M08,2283.0,19.0,765.0,2302.0
20,7,7,1537,M09,2302.0,48.0,813.0,2350.0
20,7,8,1537,M07,2418.0,36.0,917.0,2454.0
20,7,9,1537,M03,2454.0,79.0,996.0,2533.0
21,3,0,1561,M01,1715.0,81.0,235.0,1796.0
21,3,1,1561,M02,1940.0,95.0,474.0,2035.0
21,3,2,1561,M00,2035.0,71.0,545.0,2106.0
21,3,3,1561,M04,2266.0,99.0,804.0,2365.0
21,3,4,1561,M06,2365.0,9.0,813.0,2374.0
21,3,5,1561,M08,2374.0,52.0,865.0,2426.0
21,3,6,1561,M07,2454.0,85.0,978.0,2539.0
21,3,7,1561,M03,2539.0,98.0,1076.0,2637.0
21,3,8,1561,M09,2637.0,22.0,1098.0,2659.0
21,3,9,1561,M05,2659.0,43.0,1141.0,2702.0
22,2,0,1588,M01,1596.0,91.0,99.0,1687.0
22,2,1,1588,M00,1702.0,85.0,199.0,1787.0
22,2,2,1588,M03,1927.0,39.0,378.0,1966.0
22,2,3,1588,M02,2119.0,74.0,605.0,2193.0
22,2,4,1588,M08,2193.0,90.0,695.0,2283.0
22,2,5,1588,M05,2283.0,10.0,705.0,2293.0
22,2,6,1588,M07,2293.0,12.0,717.0,2305.0
22,2,7,1588,M06,2413.0,89.0,914.0,2502.0
22,2,8,1588,M09,2502.0,45.0,959.0,2547.0
22,2,9,1588,M04,2547.0,33.0,992.0,2580.0
23,8,0,1626,M00,1626.0,76.0,76.0,1702.0
23,8,1,1626,M01,1796.0,69.0,239.0,1865.0
23,8,2,1626,M03,1966.0,76.0,416.0,2042.0
23,8,3,1626,M05,2093.0,51.0,518.0,2144.0
23,8,4,1626,M02,2193.0,85.0,652.0,2278.0
23,8,5,1626,M09,2278.0,11.0,663.0,2289.0
23,8,6,1626,M06,2289.0,40.0,703.0,2329.0
23,8,7,1626,M07,2329.0,89.0,792.0,2418.0
23,8,8,1626,M04,2418.0,26.0,818.0,2444.0
23,8,9,1626,M08,2490.0,74.0,938.0,2564.0
24,5,0,1673,M02,2035.0,84.0,446.0,2119.0
24,5,1,1673,M01,2119.0,2.0,448.0,2121.0
24,5,2,1673,M05,2152.0,52.0,531.0,2204.0
24,5,3,1673,M03,2204.0,95.0,626.0,2299.0
24,5,4,1673,M08,2302.0,48.0,677.0,2350.0
24,5,5,1673,M09,2350.0,72.0,749.0,2422.0
24,5,6,1673,M00,2457.0,47.0,831.0,2504.0
24,5,7,1673,M06,2515.0,65.0,907.0,2580.0
24,5,8,1673,M04,2580.0,6.0,913.0,2586.0
24,5,9,1673,M07,2586.0,25.0,938.0,2611.0
25,6,0,1874,M01,1874.0,46.0,46.0,1920.0
25,6,1,1874,M00,2106.0,37.0,269.0,2143.0
25,6,2,1874,M03,2143.0,61.0,330.0,2204.0
25,6,3,1874,M02,2278.0,13.0,417.0,2291.0
25,6,4,1874,M06,2374.0,32.0,532.0,2406.0
25,6,5,1874,M05,2406.0,21.0,553.0,2427.0
25,6,6,1874,M09,2470.0,32.0,628.0,2502.0
25,6,7,1874,M08,2564.0,89.0,779.0,2653.0
25,6,8,1874,M07,2653.0,30.0,809.0,2683.0
25,6,9,1874,M04,2683.0,55.0,864.0,2738.0
26,9,0,1966,M01,2121.0,85.0,240.0,2206.0
26,9,1,1966,M00,2206.0,13.0,253.0,2219.0
26,9,2,1966,M02,2305.0,61.0,400.0,2366.0
26,9,3,1966,M06,2406.0,7.0,447.0,2413.0
26,9,4,1966,M08,2426.0,64.0,524.0,2490.0
26,9,5,1966,M09,2547.0,76.0,657.0,2623.0
26,9,6,1966,M05,2713.0,47.0,794.0,2760.0
26,9,7,1966,M03,2760.0,52.0,846.0,2812.0
26,9,8,1966,M04,2812.0,90.0,936.0,2902.0
26,9,9,1966,M07,2902.0,45.0,981.0,2947.0
27,4,0,2226,M02,2291.0,14.0,79.0,2305.0
27,4,1,2226,M00,2332.0,6.0,112.0,2338.0
27,4,2,2226,M01,2394.0,22.0,190.0,2416.0
27,4,3,2226,M05,2487.0,61.0,322.0,2548.0
27,4,4,2226,M03,2637.0,26.0,437.0,2663.0
27,4,5,2226,M04,2738.0,69.0,581.0,2807.0
27,4,6,2226,M08,2807.0,21.0,602.0,2828.0
27,4,7,2226,M07,2831.0,49.0,654.0,2880.0
27,4,8,2226,M09,2880.0,72.0,726.0,2952.0
27,4,9,2226,M06,2952.0,53.0,779.0,3005.0
28,0,0,2287,M00,2287.0,29.0,29.0,2316.0
28,0,1,2287,M01,2316.0,78.0,107.0,2394.0
28,0,2,2287,M02,2394.0,9.0,116.0,2403.0
28,0,3,2287,M03,2403.0,36.0,152.0,2439.0
28,0,4,2287,M04,2444.0,49.0,206.0,2493.0
28,0,5,2287,M05,2702.0,11.0,426.0,2713.0
28,0,6,2287,M06,2713.0,62.0,488.0,2775.0
28,0,7,2287,M07,2775.0,56.0,544.0,2831.0
28,0,8,2287,M08,2869.0,44.0,626.0,2913.0
28,0,9,2287,M09,2952.0,21.0,686.0,2973.0
29,1,0,2338,M00,2338.0,43.0,43.0,2381.0
29,1,1,2338,M02,2403.0,90.0,155.0,2493.0
29,1,2,2338,M04,2586.0,75.0,323.0,2661.0
29,1,3,2338,M09,2661.0,11.0,334.0,2672.0
29,1,4,2338,M03,2672.0,69.0,403.0,2741.0
29,1,5,2338,M01,2772.0,28.0,462.0,2800.0
29,1,6,2338,M06,2800.0,46.0,508.0,2846.0
29,1,7,2338,M05,2885.0,46.0,593.0,2931.0
29,1,8,2338,M07,3053.0,72.0,787.0,3125.0
29,1,9,2338,M08,3125.0,30.0,817.0,3155.0
30,8,0,2379,M00,2381.0,76.0,78.0,2457.0
30,8,1,2379,M01,2457.0,69.0,147.0,2526.0
30,8,2,2379,M03,2812.0,76.0,509.0,2888.0
30,8,3,2379,M05,2983.0,51.0,655.0,3034.0
30,8,4,2379,M02,3034.0,85.0,740.0,3119.0
30,8,5,2379,M09,3168.0,11.0,800.0,3179.0
30,8,6,2379,M06,3183.0,40.0,844.0,3223.0
30,8,7,2379,M07,3276.0,89.0,986.0,3365.0
30,8,8,2379,M04,3430.0,26.0,1077.0,3456.0
30,8,9,2379,M08,3489.0,74.0,1184.0,3563.0
31,1,0,2520,M00,2520.0,43.0,43.0,2563.0
31,1,1,2520,M02,2563.0,90.0,133.0,2653.0
31,1,2,2520,M04,3032.0,75.0,587.0,3107.0
31,1,3,2520,M09,3157.0,11.0,648.0,3168.0
31,1,4,2520,M03,3168.0,69.0,717.0,3237.0
31,1,5,2520,M01,3237.0,28.0,745.0,3265.0
31,1,6,2520,M06,3265.0,46.0,791.0,3311.0
31,1,7,2520,M05,3311.0,46.0,837.0,3357.0
31,1,8,2520,M07,3365.0,72.0,917.0,3437.0
31,1,9,2520,M08,3459.0,30.0,969.0,3489.0
32,5,0,2588,M02,2653.0,84.0,149.0,2737.0
32,5,1,2588,M01,2800.0,2.0,214.0,2802.0
32,5,2,2588,M05,2931.0,52.0,395.0,2983.0
32,5,3,2588,M03,3011.0,95.0,518.0,3106.0
32,5,4,2588,M08,3290.0,48.0,750.0,3338.0
32,5,5,2588,M09,3338.0,72.0,822.0,3410.0
32,5,6,2588,M00,3410.0,47.0,869.0,3457.0
32,5,7,2588,M06,3457.0,65.0,934.0,3522.0
32,5,8,2588,M04,3546.0,6.0,964.0,3552.0
32,5,9,2588,M07,3591.0,25.0,1028.0,3616.0
33,6,0,2641,M01,2641.0,46.0,46.0,2687.0
33,6,1,2641,M00,2687.0,37.0,83.0,2724.0
33,6,2,2641,M03,2950.0,61.0,370.0,3011.0
33,6,3,2641,M02,3011.0,13.0,383.0,3024.0
33,6,4,2641,M06,3024.0,32.0,415.0,3056.0
33,6,5,2641,M05,3056.0,21.0,436.0,3077.0
33,6,6,2641,M09,3125.0,32.0,516.0,3157.0
33,6,7,2641,M08,3157.0,89.0,605.0,3246.0
33,6,8,2641,M07,3246.0,30.0,635.0,3276.0
33,6,9,2641,M04,3276.0,55.0,690.0,3331.0
34,9,0,2645,M01,2687.0,85.0,127.0,2772.0
34,9,1,2645,M00,2772.0,13.0,140.0,2785.0
34,9,2,2645,M02,2785.0,61.0,201.0,2846.0
34,9,3,2645,M06,2846.0,7.0,208.0,2853.0
34,9,4,2645,M08,2913.0,64.0,332.0,2977.0
34,9,5,2645,M09,2977.0,76.0,408.0,3053.0
34,9,6,2645,M05,3357.0,47.0,759.0,3404.0
34,9,7,2645,M03,3404.0,52.0,811.0,3456.0
34,9,8,2645,M04,3456.0,90.0,901.0,3546.0
34,9,9,2645,M07,3546.0,45.0,946.0,3591.0
35,7,0,2691,M02,2846.0,31.0,186.0,2877.0
35,7,1,2691,M00,2907.0,86.0,302.0,2993.0
35,7,2,2691,M01,2993.0,46.0,348.0,3039.0
35,7,3,2691,M05,3077.0,74.0,460.0,3151.0
35,7,4,2691,M04,3151.0,32.0,492.0,3183.0
35,7,5,2691,M06,3311.0,88.0,708.0,3399.0
35,7,6,2691,M08,3440.0,19.0,768.0,3459.0
35,7,7,2691,M09,3459.0,48.0,816.0,3507.0
35,7,8,2691,M07,3507.0,36.0,852.0,3543.0
35,7,9,2691,M03,3543.0,79.0,931.0,3622.0
36,3,0,2709,M01,3039.0,81.0,411.0,3120.0
36,3,1,2709,M02,3120.0,95.0,506.0,3215.0
36,3,2,2709,M00,3215.0,71.0,577.0,3286.0
36,3,3,2709,M04,3331.0,99.0,721.0,3430.0
36,3,4,2709,M06,3430.0,9.0,730.0,3439.0
36,3,5,2709,M08,3563.0,52.0,906.0,3615.0
36,3,6,2709,M07,3616.0,85.0,992.0,3701.0
36,3,7,2709,M03,3701.0,98.0,1090.0,3799.0
36,3,8,2709,M09,3799.0,22.0,1112.0,3821.0
36,3,9,2709,M05,3821.0,43.0,1155.0,3864.0
37,2,0,2762,M01,2902.0,91.0,231.0,2993.0
37,2,1,2762,M00,2993.0,85.0,316.0,3078.0
37,2,2,2762,M03,3237.0,39.0,514.0,3276.0
37,2,3,2762,M02,3276.0,74.0,588.0,3350.0
37,2,4,2762,M08,3350.0,90.0,678.0,3440.0
37,2,5,2762,M05,3440.0,10.0,688.0,3450.0
37,2,6,2762,M07,3450.0,12.0,700.0,3462.0
37,2,7,2762,M06,3522.0,89.0,849.0,3611.0
37,2,8,2762,M09,3611.0,45.0,894.0,3656.0
37,2,9,2762,M04,3656.0,33.0,927.0,3689.0
38,4,0,2770,M02,2770.0,14.0,14.0,2784.0
38,4,1,2770,M00,2785.0,6.0,21.0,2791.0
38,4,2,2770,M01,2802.0,22.0,54.0,2824.0
38,4,3,2770,M05,2824.0,61.0,115.0,2885.0
38,4,4,2770,M03,2888.0,26.0,144.0,2914.0
38,4,5,2770,M04,2914.0,69.0,213.0,2983.0
38,4,6,2770,M08,2983.0,21.0,234.0,3004.0
38,4,7,2770,M07,3004.0,49.0,283.0,3053.0
38,4,8,2770,M09,3053.0,72.0,355.0,3125.0
38,4,9,2770,M06,3130.0,53.0,413.0,3183.0
39,0,0,2781,M00,2795.0,29.0,43.0,2824.0
39,0,1,2781,M01,2824.0,78.0,121.0,2902.0
39,0,2,2781,M02,2902.0,9.0,130.0,2911.0
39,0,3,2781,M03,2914.0,36.0,169.0,2950.0
39,0,4,2781,M04,2983.0,49.0,251.0,3032.0
39,0,5,2781,M05,3034.0,11.0,264.0,3045.0
39,0,6,2781,M06,3056.0,62.0,337.0,3118.0
39,0,7,2781,M07,3125.0,56.0,400.0,3181.0
39,0,8,2781,M08,3246.0,44.0,509.0,3290.0
39,0,9,2781,M09,3290.0,21.0,530.0,3311.0
