Job,Production_Plan_ID,Operation,Arrival,Machine,Start,Processing Time,Flow time,End
69,1,8,5667,M07,6278.0,72.0,683.0,6350.0
69,1,9,5667,M08,6350.0,30.0,713.0,6380.0
70,0,0,5757,M00,5815.0,29.0,87.0,5844.0
70,0,1,5757,M01,5844.0,78.0,165.0,5922.0
70,0,2,5757,M02,5943.0,9.0,195.0,5952.0
70,0,3,5757,M03,5970.0,36.0,249.0,6006.0
70,0,4,5757,M04,6133.0,49.0,425.0,6182.0
70,0,5,5757,M05,6182.0,11.0,436.0,6193.0
70,0,6,5757,M06,6232.0,62.0,537.0,6294.0
70,0,7,5757,M07,6350.0,56.0,649.0,6406.0
70,0,8,5757,M08,6406.0,44.0,693.0,6450.0
70,0,9,5757,M09,6450.0,21.0,714.0,6471.0
