Job,Routing_ID,Operation,Machine,Start,Processing Time,End,Arrival,Ready Time,Due Date
01-09500-0026,01-09,9,M07,6150,45,6195,2001,2880,6195
01-09500-0027,01-06,0,M01,2961,46,3007,2082,2880,4528
01-09500-0027,01-06,1,M00,3146,37,3183,2082,2880,4528
01-09500-0027,01-06,2,M03,3183,61,3244,2082,2880,4528
01-09500-0027,01-06,3,M02,3264,13,3277,2082,2880,4528
01-09500-0027,01-06,4,M06,3277,32,3309,2082,2880,4528
01-09500-0027,01-06,5,M05,3309,21,3330,2082,2880,4528
01-09500-0027,01-06,6,M09,3331,32,3363,2082,2880,4528
01-09500-0027,01-06,7,M08,3363,89,3452,2082,2880,4528
01-09500-0027,01-06,8,M07,3514,30,3544,2082,2880,4528
01-09500-0027,01-06,9,M04,4431,55,4486,2082,2880,4528
01-09500-0028,01-00,0,M00,3672,29,3701,2086,2880,5549
01-09500-0028,01-00,1,M01,3719,78,3797,2086,2880,5549
01-09500-0028,01-00,2,M02,4033,9,4042,2086,2880,5549
01-09500-0028,01-00,3,M03,4042,36,4078,2086,2880,5549
01-09500-0028,01-00,4,M04,4309,49,4358,2086,2880,5549
01-09500-0028,01-00,5,M05,4367,11,4378,2086,2880,5549
01-09500-0028,01-00,6,M06,4469,62,4531,2086,2880,5549
01-09500-0028,01-00,7,M07,4536,56,4592,2086,2880,5549
01-09500-0028,01-00,8,M08,4932,44,4976,2086,2880,5549
01-09500-0028,01-00,9,M09,5528,21,5549,2086,2880,5549
01-09500-0029,01-07,0,M02,4126,31,4157,2104,2880,5885
01-09500-0029,01-07,1,M00,4163,86,4249,2104,2880,5885
01-09500-0029,01-07,2,M01,4249,46,4295,2104,2880,5885
01-09500-0029,01-07,3,M05,4378,74,4452,2104,2880,5885
01-09500-0029,01-07,4,M04,4541,32,4573,2104,2880,5885
01-09500-0029,01-07,5,M06,4643,88,4731,2104,2880,5885
01-09500-0029,01-07,6,M08,4848,19,4867,2104,2880,5885
01-09500-0029,01-07,7,M09,4867,48,4915,2104,2880,5885
01-09500-0029,01-07,8,M07,4915,36,4951,2104,2880,5885
01-09500-0029,01-07,9,M03,5806,79,5885,2104,2880,5885
01-09500-0030,01-04,0,M02,4326,14,4340,2116,2880,6350
01-09500-0030,01-04,1,M00,4340,6,4346,2116,2880,6350
01-09500-0030,01-04,2,M01,4416,22,4438,2116,2880,6350
01-09500-0030,01-04,3,M05,4452,61,4513,2116,2880,6350
01-09500-0030,01-04,4,M03,4688,26,4714,2116,2880,6350
01-09500-0030,01-04,5,M04,4737,69,4806,2116,2880,6350
01-09500-0030,01-04,6,M08,4867,21,4888,2116,2880,6350
01-09500-0030,01-04,7,M07,4951,49,5000,2116,2880,6350
01-09500-0030,01-04,8,M09,5149,72,5221,2116,2880,6350
01-09500-0030,01-04,9,M06,6297,53,6350,2116,2880,6350
01-09500-0031,01-06,0,M01,3100,46,3146,2356,2880,4541
01-09500-0031,01-06,1,M00,3183,37,3220,2356,2880,4541
01-09500-0031,01-06,2,M03,3326,61,3387,2356,2880,4541
01-09500-0031,01-06,3,M02,3391,13,3404,2356,2880,4541
01-09500-0031,01-06,4,M06,3417,32,3449,2356,2880,4541
01-09500-0031,01-06,5,M05,3449,21,3470,2356,2880,4541
01-09500-0031,01-06,6,M09,3470,32,3502,2356,2880,4541
01-09500-0031,01-06,7,M08,3502,89,3591,2356,2880,4541
01-09500-0031,01-06,8,M07,3591,30,3621,2356,2880,4541
01-09500-0031,01-06,9,M04,4486,55,4541,2356,2880,4541
01-09500-0032,01-00,0,M00,4134,29,4163,2439,2880,6202
01-09500-0032,01-00,1,M01,4163,78,4241,2439,2880,6202
01-09500-0032,01-00,2,M02,4340,9,4349,2439,2880,6202
01-09500-0032,01-00,3,M03,4554,36,4590,2439,2880,6202
01-09500-0032,01-00,4,M04,4688,49,4737,2439,2880,6202
01-09500-0032,01-00,5,M05,4737,11,4748,2439,2880,6202
01-09500-0032,01-00,6,M06,4748,62,4810,2439,2880,6202
01-09500-0032,01-00,7,M07,4810,56,4866,2439,2880,6202
01-09500-0032,01-00,8,M08,4888,44,4932,2439,2880,6202
01-09500-0032,01-00,9,M09,6181,21,6202,2439,2880,6202
01-09500-0033,01-01,0,M00,3623,43,3666,2444,2880,5325
01-09500-0033,01-01,1,M02,3943,90,4033,2444,2880,5325
01-09500-0033,01-01,2,M04,4139,75,4214,2444,2880,5325
01-09500-0033,01-01,3,M09,4216,11,4227,2444,2880,5325
01-09500-0033,01-01,4,M03,4295,69,4364,2444,2880,5325
01-09500-0033,01-01,5,M01,4388,28,4416,2444,2880,5325
01-09500-0033,01-01,6,M06,4416,46,4462,2444,2880,5325
01-09500-0033,01-01,7,M05,4513,46,4559,2444,2880,5325
01-09500-0033,01-01,8,M07,4592,72,4664,2444,2880,5325
01-09500-0033,01-01,9,M08,5295,30,5325,2444,2880,5325
01-09500-0034,01-07,0,M02,3149,31,3180,2497,2880,5407
01-09500-0034,01-07,1,M00,3381,86,3467,2497,2880,5407
01-09500-0034,01-07,2,M01,3615,46,3661,2497,2880,5407
01-09500-0034,01-07,3,M05,3661,74,3735,2497,2880,5407
01-09500-0034,01-07,4,M04,3890,32,3922,2497,2880,5407
01-09500-0034,01-07,5,M06,3922,88,4010,2497,2880,5407
01-09500-0034,01-07,6,M08,4021,19,4040,2497,2880,5407
01-09500-0034,01-07,7,M09,4040,48,4088,2497,2880,5407
01-09500-0034,01-07,8,M07,4195,36,4231,2497,2880,5407
01-09500-0034,01-07,9,M03,5328,79,5407,2497,2880,5407
01-09500-0035,01-02,0,M01,3296,91,3387,2507,2880,4898
01-09500-0035,01-02,1,M00,3467,85,3552,2507,2880,4898
01-09500-0035,01-02,2,M03,3745,39,3784,2507,2880,4898
01-09500-0035,01-02,3,M02,3784,74,3858,2507,2880,4898
01-09500-0035,01-02,4,M08,3879,90,3969,2507,2880,4898
01-09500-0035,01-02,5,M05,3969,10,3979,2507,2880,4898
01-09500-0035,01-02,6,M07,3979,12,3991,2507,2880,4898
01-09500-0035,01-02,7,M06,4148,89,4237,2507,2880,4898
01-09500-0035,01-02,8,M09,4237,45,4282,2507,2880,4898
01-09500-0035,01-02,9,M04,4865,33,4898,2507,2880,4898
01-09500-0036,01-03,0,M01,2880,81,2961,2515,2880,4367
01-09500-0036,01-03,1,M02,2964,95,3059,2515,2880,4367
01-09500-0036,01-03,2,M00,3075,71,3146,2515,2880,4367
01-09500-0036,01-03,3,M04,3146,99,3245,2515,2880,4367
01-09500-0036,01-03,4,M06,3245,9,3254,2515,2880,4367
01-09500-0036,01-03,5,M08,3294,52,3346,2515,2880,4367
01-09500-0036,01-03,6,M07,3346,85,3431,2515,2880,4367
01-09500-0036,01-03,7,M03,3463,98,3561,2515,2880,4367
01-09500-0036,01-03,8,M09,3561,22,3583,2515,2880,4367
01-09500-0036,01-03,9,M05,4324,43,4367,2515,2880,4367
01-09500-0037,01-08,0,M00,2999,76,3075,2579,2880,4848
01-09500-0037,01-08,1,M01,3387,69,3456,2579,2880,4848
01-09500-0037,01-08,2,M03,3669,76,3745,2579,2880,4848
01-09500-0037,01-08,3,M05,3787,51,3838,2579,2880,4848
01-09500-0037,01-08,4,M02,3858,85,3943,2579,2880,4848
01-09500-0037,01-08,5,M09,3943,11,3954,2579,2880,4848
01-09500-0037,01-08,6,M06,4010,40,4050,2579,2880,4848
01-09500-0037,01-08,7,M07,4106,89,4195,2579,2880,4848
01-09500-0037,01-08,8,M04,4283,26,4309,2579,2880,4848
01-09500-0037,01-08,9,M08,4774,74,4848,2579,2880,4848
01-09500-0038,01-05,0,M02,4042,84,4126,2740,2880,5805
01-09500-0038,01-05,1,M01,4126,2,4128,2740,2880,5805
01-09500-0038,01-05,2,M05,4128,52,4180,2740,2880,5805
01-09500-0038,01-05,3,M03,4459,95,4554,2740,2880,5805
01-09500-0038,01-05,4,M08,4720,48,4768,2740,2880,5805
01-09500-0038,01-05,5,M09,4768,72,4840,2740,2880,5805
01-09500-0038,01-05,6,M00,4840,47,4887,2740,2880,5805
01-09500-0038,01-05,7,M06,4887,65,4952,2740,2880,5805
01-09500-0038,01-05,8,M04,4952,6,4958,2740,2880,5805
01-09500-0038,01-05,9,M07,5780,25,5805,2740,2880,5805
