Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0008,4,988,1440,3541,2,M01,2268,22,2290
J25-0005,1,498,1440,3106,9,M08,2297,30,2327
J25-0014,4,1222,1440,3315,7,M07,2297,49,2346
J25-0008,4,988,1440,3541,3,M05,2299,61,2360
J25-0002,0,198,1440,3744,3,M03,2300,36,2336
J25-0009,7,1004,1440,3578,4,M04,2306,32,2338
J25-0011,1,1030,1440,3210,6,M06,2313,46,2359
J25-0004,3,287,1440,4856,2,M00,2335,71,2406
J25-0012,2,1103,1440,4385,2,M03,2336,39,2375
J25-0015,5,1436,1440,2981,8,M04,2338,6,2344
J25-0003,2,243,1440,3379,9,M04,2344,33,2377
J25-0014,4,1222,1440,3315,8,M09,2346,72,2418
J25-0015,5,1436,1440,2981,9,M07,2346,25,2371
J25-0009,7,1004,1440,3578,5,M06,2359,88,2447
J25-0011,1,1030,1440,3210,7,M05,2360,46,2406
J25-0008,4,988,1440,3541,4,M03,2375,26,2401
J25-0012,2,1103,1440,4385,3,M02,2375,74,2449
J25-0002,0,198,1440,3744,4,M04,2377,49,2426
J25-0010,0,1025,1440,3345,5,M05,2406,11,2417
J25-0011,1,1030,1440,3210,8,M07,2406,72,2478
J25-0000,8,79,1440,3660,3,M05,2417,51,2468
J25-0008,4,988,1440,3541,5,M04,2426,69,2495
J25-0009,7,1004,1440,3578,6,M08,2447,19,2466
J25-0010,0,1025,1440,3345,6,M06,2447,62,2509
J25-0009,7,1004,1440,3578,7,M09,2466,48,2514
J25-0012,2,1103,1440,4385,4,M08,2466,90,2556
J25-0000,8,79,1440,3660,4,M02,2468,85,2553
J25-0006,9,790,1440,3539,6,M05,2468,47,2515
J25-0004,3,287,1440,4856,3,M04,2495,99,2594
J25-0010,0,1025,1440,3345,7,M07,2509,56,2565
J25-0014,4,1222,1440,3315,9,M06,2509,53,2562
J25-0002,0,198,1440,3744,5,M05,2515,11,2526
J25-0006,9,790,1440,3539,7,M03,2515,52,2567
J25-0000,8,79,1440,3660,5,M09,2553,11,2564
J25-0011,1,1030,1440,3210,9,M08,2556,30,2586
J25-0012,2,1103,1440,4385,5,M05,2556,10,2566
J25-0002,0,198,1440,3744,6,M06,2562,62,2624
J25-0009,7,1004,1440,3578,8,M07,2565,36,2601
J25-0010,0,1025,1440,3345,8,M08,2586,44,2630
J25-0006,9,790,1440,3539,8,M04,2594,90,2684
J25-0009,7,1004,1440,3578,9,M03,2601,79,2680
J25-0012,2,1103,1440,4385,6,M07,2601,12,2613
J25-0000,8,79,1440,3660,6,M06,2624,40,2664
J25-0002,0,198,1440,3744,7,M07,2624,56,2680
J25-0008,4,988,1440,3541,6,M08,2630,21,2651
J25-0010,0,1025,1440,3345,9,M09,2630,21,2651
J25-0012,2,1103,1440,4385,7,M06,2664,89,2753
J25-0002,0,198,1440,3744,8,M08,2680,44,2724
J25-0008,4,988,1440,3541,7,M07,2680,49,2729
J25-0002,0,198,1440,3744,9,M09,2724,21,2745
J25-0000,8,79,1440,3660,7,M07,2729,89,2818
J25-0008,4,988,1440,3541,8,M09,2745,72,2817
J25-0004,3,287,1440,4856,4,M06,2753,9,2762
J25-0004,3,287,1440,4856,5,M08,2762,52,2814
J25-0008,4,988,1440,3541,9,M06,2817,53,2870
J25-0012,2,1103,1440,4385,8,M09,2817,45,2862
J25-0000,8,79,1440,3660,8,M04,2818,26,2844
J25-0006,9,790,1440,3539,9,M07,2818,45,2863
J25-0000,8,79,1440,3660,9,M08,2844,74,2918
J25-0012,2,1103,1440,4385,9,M04,2862,33,2895
J25-0004,3,287,1440,4856,6,M07,2863,85,2948
J25-0004,3,287,1440,4856,7,M03,2948,98,3046
J25-0004,3,287,1440,4856,8,M09,3046,22,3068
J25-0004,3,287,1440,4856,9,M05,3068,43,3111
