Job,Routing_ID,Operation,Machine,Processing Time
J13,3,9,M05,43
J14,4,0,M02,14
J14,4,1,M00,6
J14,4,2,M01,22
J14,4,3,M05,61
J14,4,4,M03,26
J14,4,5,M04,69
J14,4,6,M08,21
J14,4,7,M07,49
J14,4,8,M09,72
J14,4,9,M06,53
J15,5,0,M02,84
J15,5,1,M01,2
J15,5,2,M05,52
J15,5,3,M03,95
J15,5,4,M08,48
J15,5,5,M09,72
J15,5,6,M00,47
J15,5,7,M06,65
J15,5,8,M04,6
J15,5,9,M07,25
J16,6,0,M01,46
J16,6,1,M00,37
J16,6,2,M03,61
J16,6,3,M02,13
J16,6,4,M06,32
J16,6,5,M05,21
J16,6,6,M09,32
J16,6,7,M08,89
J16,6,8,M07,30
J16,6,9,M04,55
J17,7,0,M02,31
J17,7,1,M00,86
J17,7,2,M01,46
J17,7,3,M05,74
J17,7,4,M04,32
J17,7,5,M06,88
J17,7,6,M08,19
J17,7,7,M09,48
J17,7,8,M07,36
J17,7,9,M03,79
J18,8,0,M00,76
J18,8,1,M01,69
J18,8,2,M03,76
J18,8,3,M05,51
J18,8,4,M02,85
J18,8,5,M09,11
J18,8,6,M06,40
J18,8,7,M07,89
J18,8,8,M04,26
J18,8,9,M08,74
J19,9,0,M01,85
J19,9,1,M00,13
J19,9,2,M02,61
J19,9,3,M06,7
J19,9,4,M08,64
J19,9,5,M09,76
J19,9,6,M05,47
J19,9,7,M03,52
J19,9,8,M04,90
J19,9,9,M07,45
J20,1,0,M00,43
J20,1,1,M02,90
J20,1,2,M04,75
J20,1,3,M09,11
J20,1,4,M03,69
J20,1,5,M01,28
J20,1,6,M06,46
J20,1,7,M05,46
J20,1,8,M07,72
J20,1,9,M08,30
J21,5,0,M02,84
J21,5,1,M01,2
J21,5,2,M05,52
J21,5,3,M03,95
J21,5,4,M08,48
J21,5,5,M09,72
J21,5,6,M00,47
J21,5,7,M06,65
J21,5,8,M04,6
J21,5,9,M07,25
J22,9,0,M01,85
J22,9,1,M00,13
J22,9,2,M02,61
J22,9,3,M06,7
J22,9,4,M08,64
J22,9,5,M09,76
J22,9,6,M05,47
J22,9,7,M03,52
J22,9,8,M04,90
J22,9,9,M07,45
J23,8,0,M00,76
J23,8,1,M01,69
J23,8,2,M03,76
J23,8,3,M05,51
J23,8,4,M02,85
J23,8,5,M09,11
J23,8,6,M06,40
J23,8,7,M07,89
J23,8,8,M04,26
J23,8,9,M08,74
J24,3,0,M01,81
J24,3,1,M02,95
J24,3,2,M00,71
J24,3,3,M04,99
J24,3,4,M06,9
J24,3,5,M08,52
J24,3,6,M07,85
J24,3,7,M03,98
J24,3,8,M09,22
J24,3,9,M05,43
J25,2,0,M01,91
J25,2,1,M00,85
J25,2,2,M03,39
J25,2,3,M02,74
J25,2,4,M08,90
J25,2,5,M05,10
J25,2,6,M07,12
J25,2,7,M06,89
J25,2,8,M09,45
J25,2,9,M04,33
J26,6,0,M01,46
J26,6,1,M00,37
J26,6,2,M03,61
J26,6,3,M02,13
J26,6,4,M06,32
J26,6,5,M05,21
J26,6,6,M09,32
J26,6,7,M08,89
J26,6,8,M07,30
J26,6,9,M04,55
J27,7,0,M02,31
J27,7,1,M00,86
J27,7,2,M01,46
J27,7,3,M05,74
J27,7,4,M04,32
J27,7,5,M06,88
J27,7,6,M08,19
J27,7,7,M09,48
J27,7,8,M07,36
J27,7,9,M03,79
J28,0,0,M00,29
J28,0,1,M01,78
J28,0,2,M02,9
J28,0,3,M03,36
J28,0,4,M04,49
J28,0,5,M05,11
J28,0,6,M06,62
J28,0,7,M07,56
J28,0,8,M08,44
J28,0,9,M09,21
J29,4,0,M02,14
J29,4,1,M00,6
J29,4,2,M01,22
J29,4,3,M05,61
J29,4,4,M03,26
J29,4,5,M04,69
J29,4,6,M08,21
J29,4,7,M07,49
J29,4,8,M09,72
J29,4,9,M06,53
J30,0,0,M00,29
J30,0,1,M01,78
J30,0,2,M02,9
J30,0,3,M03,36
J30,0,4,M04,49
J30,0,5,M05,11
J30,0,6,M06,62
J30,0,7,M07,56
J30,0,8,M08,44
J30,0,9,M09,21
J31,1,0,M00,43
J31,1,1,M02,90
J31,1,2,M04,75
J31,1,3,M09,11
J31,1,4,M03,69
J31,1,5,M01,28
J31,1,6,M06,46
J31,1,7,M05,46
J31,1,8,M07,72
J31,1,9,M08,30
J32,6,0,M01,46
J32,6,1,M00,37
J32,6,2,M03,61
J32,6,3,M02,13
J32,6,4,M06,32
J32,6,5,M05,21
J32,6,6,M09,32
J32,6,7,M08,89
J32,6,8,M07,30
J32,6,9,M04,55
J33,2,0,M01,91
J33,2,1,M00,85
J33,2,2,M03,39
J33,2,3,M02,74
J33,2,4,M08,90
J33,2,5,M05,10
J33,2,6,M07,12
J33,2,7,M06,89
J33,2,8,M09,45
J33,2,9,M04,33
J34,8,0,M00,76
J34,8,1,M01,69
J34,8,2,M03,76
J34,8,3,M05,51
J34,8,4,M02,85
J34,8,5,M09,11
J34,8,6,M06,40
J34,8,7,M07,89
J34,8,8,M04,26
J34,8,9,M08,74
J35,5,0,M02,84
J35,5,1,M01,2
J35,5,2,M05,52
J35,5,3,M03,95
J35,5,4,M08,48
J35,5,5,M09,72
J35,5,6,M00,47
J35,5,7,M06,65
J35,5,8,M04,6
J35,5,9,M07,25
J36,4,0,M02,14
J36,4,1,M00,6
J36,4,2,M01,22
J36,4,3,M05,61
J36,4,4,M03,26
J36,4,5,M04,69
J36,4,6,M08,21
J36,4,7,M07,49
J36,4,8,M09,72
J36,4,9,M06,53
J37,7,0,M02,31
J37,7,1,M00,86
J37,7,2,M01,46
J37,7,3,M05,74
J37,7,4,M04,32
J37,7,5,M06,88
J37,7,6,M08,19
J37,7,7,M09,48
J37,7,8,M07,36
J37,7,9,M03,79
J38,3,0,M01,81
J38,3,1,M02,95
J38,3,2,M00,71
J38,3,3,M04,99
J38,3,4,M06,9
J38,3,5,M08,52
J38,3,6,M07,85
J38,3,7,M03,98
J38,3,8,M09,22
J38,3,9,M05,43
J39,9,0,M01,85
J39,9,1,M00,13
J39,9,2,M02,61
J39,9,3,M06,7
J39,9,4,M08,64
J39,9,5,M09,76
J39,9,6,M05,47
J39,9,7,M03,52
J39,9,8,M04,90
J39,9,9,M07,45
J40,0,0,M00,29
J40,0,1,M01,78
J40,0,2,M02,9
J40,0,3,M03,36
J40,0,4,M04,49
J40,0,5,M05,11
J40,0,6,M06,62
J40,0,7,M07,56
J40,0,8,M08,44
J40,0,9,M09,21
J41,9,0,M01,85
J41,9,1,M00,13
J41,9,2,M02,61
J41,9,3,M06,7
J41,9,4,M08,64
J41,9,5,M09,76
J41,9,6,M05,47
J41,9,7,M03,52
J41,9,8,M04,90
J41,9,9,M07,45
J42,8,0,M00,76
J42,8,1,M01,69
J42,8,2,M03,76
J42,8,3,M05,51
J42,8,4,M02,85
J42,8,5,M09,11
J42,8,6,M06,40
J42,8,7,M07,89
J42,8,8,M04,26
J42,8,9,M08,74
J43,1,0,M00,43
J43,1,1,M02,90
J43,1,2,M04,75
J43,1,3,M09,11
J43,1,4,M03,69
J43,1,5,M01,28
J43,1,6,M06,46
J43,1,7,M05,46
J43,1,8,M07,72
J43,1,9,M08,30
J44,5,0,M02,84
J44,5,1,M01,2
J44,5,2,M05,52
J44,5,3,M03,95
J44,5,4,M08,48
J44,5,5,M09,72
J44,5,6,M00,47
J44,5,7,M06,65
J44,5,8,M04,6
J44,5,9,M07,25
J45,6,0,M01,46
J45,6,1,M00,37
J45,6,2,M03,61
J45,6,3,M02,13
J45,6,4,M06,32
J45,6,5,M05,21
J45,6,6,M09,32
J45,6,7,M08,89
J45,6,8,M07,30
J45,6,9,M04,55
J46,3,0,M01,81
J46,3,1,M02,95
J46,3,2,M00,71
J46,3,3,M04,99
J46,3,4,M06,9
J46,3,5,M08,52
J46,3,6,M07,85
J46,3,7,M03,98
J46,3,8,M09,22
J46,3,9,M05,43
J47,4,0,M02,14
J47,4,1,M00,6
J47,4,2,M01,22
J47,4,3,M05,61
J47,4,4,M03,26
J47,4,5,M04,69
J47,4,6,M08,21
J47,4,7,M07,49
J47,4,8,M09,72
J47,4,9,M06,53
J48,7,0,M02,31
J48,7,1,M00,86
J48,7,2,M01,46
J48,7,3,M05,74
J48,7,4,M04,32
J48,7,5,M06,88
J48,7,6,M08,19
J48,7,7,M09,48
J48,7,8,M07,36
J48,7,9,M03,79
J49,2,0,M01,91
J49,2,1,M00,85
J49,2,2,M03,39
J49,2,3,M02,74
J49,2,4,M08,90
J49,2,5,M05,10
J49,2,6,M07,12
J49,2,7,M06,89
J49,2,8,M09,45
J49,2,9,M04,33
J50,6,0,M01,46
J50,6,1,M00,37
J50,6,2,M03,61
J50,6,3,M02,13
J50,6,4,M06,32
J50,6,5,M05,21
J50,6,6,M09,32
J50,6,7,M08,89
J50,6,8,M07,30
J50,6,9,M04,55
J51,4,0,M02,14
J51,4,1,M00,6
J51,4,2,M01,22
J51,4,3,M05,61
J51,4,4,M03,26
J51,4,5,M04,69
J51,4,6,M08,21
J51,4,7,M07,49
J51,4,8,M09,72
J51,4,9,M06,53
J52,8,0,M00,76
J52,8,1,M01,69
J52,8,2,M03,76
J52,8,3,M05,51
J52,8,4,M02,85
J52,8,5,M09,11
J52,8,6,M06,40
J52,8,7,M07,89
J52,8,8,M04,26
J52,8,9,M08,74
J53,9,0,M01,85
J53,9,1,M00,13
J53,9,2,M02,61
J53,9,3,M06,7
J53,9,4,M08,64
J53,9,5,M09,76
J53,9,6,M05,47
J53,9,7,M03,52
J53,9,8,M04,90
J53,9,9,M07,45
J54,0,0,M00,29
J54,0,1,M01,78
J54,0,2,M02,9
J54,0,3,M03,36
J54,0,4,M04,49
J54,0,5,M05,11
J54,0,6,M06,62
J54,0,7,M07,56
J54,0,8,M08,44
J54,0,9,M09,21
J55,7,0,M02,31
J55,7,1,M00,86
J55,7,2,M01,46
J55,7,3,M05,74
J55,7,4,M04,32
J55,7,5,M06,88
J55,7,6,M08,19
J55,7,7,M09,48
J55,7,8,M07,36
J55,7,9,M03,79
J56,5,0,M02,84
J56,5,1,M01,2
J56,5,2,M05,52
J56,5,3,M03,95
J56,5,4,M08,48
J56,5,5,M09,72
J56,5,6,M00,47
J56,5,7,M06,65
J56,5,8,M04,6
J56,5,9,M07,25
J57,2,0,M01,91
J57,2,1,M00,85
J57,2,2,M03,39
J57,2,3,M02,74
J57,2,4,M08,90
J57,2,5,M05,10
J57,2,6,M07,12
J57,2,7,M06,89
J57,2,8,M09,45
J57,2,9,M04,33
J58,3,0,M01,81
J58,3,1,M02,95
J58,3,2,M00,71
J58,3,3,M04,99
J58,3,4,M06,9
J58,3,5,M08,52
J58,3,6,M07,85
J58,3,7,M03,98
J58,3,8,M09,22
J58,3,9,M05,43
J59,1,0,M00,43
J59,1,1,M02,90
J59,1,2,M04,75
J59,1,3,M09,11
J59,1,4,M03,69
J59,1,5,M01,28
J59,1,6,M06,46
J59,1,7,M05,46
J59,1,8,M07,72
J59,1,9,M08,30
J60,1,0,M00,43
J60,1,1,M02,90
J60,1,2,M04,75
J60,1,3,M09,11
J60,1,4,M03,69
J60,1,5,M01,28
J60,1,6,M06,46
J60,1,7,M05,46
J60,1,8,M07,72
J60,1,9,M08,30
J61,9,0,M01,85
J61,9,1,M00,13
J61,9,2,M02,61
J61,9,3,M06,7
J61,9,4,M08,64
J61,9,5,M09,76
J61,9,6,M05,47
J61,9,7,M03,52
J61,9,8,M04,90
J61,9,9,M07,45
J62,6,0,M01,46
J62,6,1,M00,37
J62,6,2,M03,61
J62,6,3,M02,13
J62,6,4,M06,32
J62,6,5,M05,21
J62,6,6,M09,32
J62,6,7,M08,89
J62,6,8,M07,30
J62,6,9,M04,55
J63,3,0,M01,81
J63,3,1,M02,95
J63,3,2,M00,71
J63,3,3,M04,99
J63,3,4,M06,9
J63,3,5,M08,52
J63,3,6,M07,85
J63,3,7,M03,98
J63,3,8,M09,22
J63,3,9,M05,43
J64,2,0,M01,91
J64,2,1,M00,85
J64,2,2,M03,39
J64,2,3,M02,74
J64,2,4,M08,90
J64,2,5,M05,10
J64,2,6,M07,12
J64,2,7,M06,89
J64,2,8,M09,45
J64,2,9,M04,33
J65,4,0,M02,14
J65,4,1,M00,6
J65,4,2,M01,22
J65,4,3,M05,61
J65,4,4,M03,26
J65,4,5,M04,69
J65,4,6,M08,21
J65,4,7,M07,49
J65,4,8,M09,72
J65,4,9,M06,53
J66,5,0,M02,84
J66,5,1,M01,2
J66,5,2,M05,52
J66,5,3,M03,95
J66,5,4,M08,48
J66,5,5,M09,72
J66,5,6,M00,47
J66,5,7,M06,65
J66,5,8,M04,6
J66,5,9,M07,25
J67,7,0,M02,31
J67,7,1,M00,86
J67,7,2,M01,46
J67,7,3,M05,74
J67,7,4,M04,32
J67,7,5,M06,88
J67,7,6,M08,19
J67,7,7,M09,48
J67,7,8,M07,36
J67,7,9,M03,79
J68,0,0,M00,29
J68,0,1,M01,78
J68,0,2,M02,9
J68,0,3,M03,36
J68,0,4,M04,49
J68,0,5,M05,11
J68,0,6,M06,62
J68,0,7,M07,56
J68,0,8,M08,44
J68,0,9,M09,21
J69,8,0,M00,76
J69,8,1,M01,69
J69,8,2,M03,76
J69,8,3,M05,51
J69,8,4,M02,85
J69,8,5,M09,11
J69,8,6,M06,40
J69,8,7,M07,89
J69,8,8,M04,26
J69,8,9,M08,74
J70,7,0,M02,31
J70,7,1,M00,86
J70,7,2,M01,46
J70,7,3,M05,74
J70,7,4,M04,32
J70,7,5,M06,88
J70,7,6,M08,19
J70,7,7,M09,48
J70,7,8,M07,36
J70,7,9,M03,79
J71,8,0,M00,76
J71,8,1,M01,69
J71,8,2,M03,76
J71,8,3,M05,51
J71,8,4,M02,85
J71,8,5,M09,11
J71,8,6,M06,40
J71,8,7,M07,89
J71,8,8,M04,26
J71,8,9,M08,74
J72,6,0,M01,46
J72,6,1,M00,37
J72,6,2,M03,61
J72,6,3,M02,13
J72,6,4,M06,32
J72,6,5,M05,21
J72,6,6,M09,32
J72,6,7,M08,89
J72,6,8,M07,30
J72,6,9,M04,55
J73,3,0,M01,81
J73,3,1,M02,95
J73,3,2,M00,71
J73,3,3,M04,99
J73,3,4,M06,9
J73,3,5,M08,52
J73,3,6,M07,85
J73,3,7,M03,98
J73,3,8,M09,22
J73,3,9,M05,43
J74,2,0,M01,91
J74,2,1,M00,85
J74,2,2,M03,39
J74,2,3,M02,74
J74,2,4,M08,90
J74,2,5,M05,10
J74,2,6,M07,12
J74,2,7,M06,89
J74,2,8,M09,45
J74,2,9,M04,33
J75,4,0,M02,14
J75,4,1,M00,6
J75,4,2,M01,22
J75,4,3,M05,61
J75,4,4,M03,26
J75,4,5,M04,69
J75,4,6,M08,21
J75,4,7,M07,49
J75,4,8,M09,72
J75,4,9,M06,53
J76,1,0,M00,43
J76,1,1,M02,90
J76,1,2,M04,75
J76,1,3,M09,11
J76,1,4,M03,69
J76,1,5,M01,28
J76,1,6,M06,46
J76,1,7,M05,46
J76,1,8,M07,72
J76,1,9,M08,30
J77,9,0,M01,85
J77,9,1,M00,13
J77,9,2,M02,61
J77,9,3,M06,7
J77,9,4,M08,64
J77,9,5,M09,76
J77,9,6,M05,47
J77,9,7,M03,52
J77,9,8,M04,90
J77,9,9,M07,45
J78,5,0,M02,84
J78,5,1,M01,2
J78,5,2,M05,52
J78,5,3,M03,95
J78,5,4,M08,48
J78,5,5,M09,72
J78,5,6,M00,47
J78,5,7,M06,65
J78,5,8,M04,6
J78,5,9,M07,25
J79,0,0,M00,29
J79,0,1,M01,78
J79,0,2,M02,9
J79,0,3,M03,36
J79,0,4,M04,49
J79,0,5,M05,11
J79,0,6,M06,62
J79,0,7,M07,56
J79,0,8,M08,44
J79,0,9,M09,21
J80,2,0,M01,91
J80,2,1,M00,85
J80,2,2,M03,39
J80,2,3,M02,74
J80,2,4,M08,90
J80,2,5,M05,10
J80,2,6,M07,12
J80,2,7,M06,89
J80,2,8,M09,45
J80,2,9,M04,33
J81,4,0,M02,14
J81,4,1,M00,6
J81,4,2,M01,22
J81,4,3,M05,61
J81,4,4,M03,26
J81,4,5,M04,69
J81,4,6,M08,21
J81,4,7,M07,49
J81,4,8,M09,72
J81,4,9,M06,53
J82,7,0,M02,31
J82,7,1,M00,86
J82,7,2,M01,46
J82,7,3,M05,74
J82,7,4,M04,32
J82,7,5,M06,88
J82,7,6,M08,19
J82,7,7,M09,48
J82,7,8,M07,36
J82,7,9,M03,79
J83,0,0,M00,29
J83,0,1,M01,78
J83,0,2,M02,9
J83,0,3,M03,36
J83,0,4,M04,49
J83,0,5,M05,11
J83,0,6,M06,62
J83,0,7,M07,56
J83,0,8,M08,44
J83,0,9,M09,21
J84,1,0,M00,43
J84,1,1,M02,90
J84,1,2,M04,75
J84,1,3,M09,11
J84,1,4,M03,69
J84,1,5,M01,28
J84,1,6,M06,46
J84,1,7,M05,46
J84,1,8,M07,72
J84,1,9,M08,30
J85,6,0,M01,46
J85,6,1,M00,37
J85,6,2,M03,61
J85,6,3,M02,13
J85,6,4,M06,32
J85,6,5,M05,21
J85,6,6,M09,32
J85,6,7,M08,89
J85,6,8,M07,30
J85,6,9,M04,55
J86,5,0,M02,84
J86,5,1,M01,2
J86,5,2,M05,52
J86,5,3,M03,95
J86,5,4,M08,48
J86,5,5,M09,72
J86,5,6,M00,47
J86,5,7,M06,65
J86,5,8,M04,6
J86,5,9,M07,25
J87,8,0,M00,76
J87,8,1,M01,69
J87,8,2,M03,76
J87,8,3,M05,51
J87,8,4,M02,85
J87,8,5,M09,11
J87,8,6,M06,40
J87,8,7,M07,89
J87,8,8,M04,26
J87,8,9,M08,74
J88,3,0,M01,81
J88,3,1,M02,95
J88,3,2,M00,71
J88,3,3,M04,99
J88,3,4,M06,9
J88,3,5,M08,52
J88,3,6,M07,85
J88,3,7,M03,98
J88,3,8,M09,22
J88,3,9,M05,43
J89,9,0,M01,85
J89,9,1,M00,13
J89,9,2,M02,61
J89,9,3,M06,7
J89,9,4,M08,64
J89,9,5,M09,76
J89,9,6,M05,47
J89,9,7,M03,52
J89,9,8,M04,90
J89,9,9,M07,45
J90,5,0,M02,84
J90,5,1,M01,2
J90,5,2,M05,52
J90,5,3,M03,95
J90,5,4,M08,48
J90,5,5,M09,72
J90,5,6,M00,47
J90,5,7,M06,65
J90,5,8,M04,6
J90,5,9,M07,25
J91,9,0,M01,85
J91,9,1,M00,13
J91,9,2,M02,61
J91,9,3,M06,7
J91,9,4,M08,64
J91,9,5,M09,76
J91,9,6,M05,47
J91,9,7,M03,52
J91,9,8,M04,90
J91,9,9,M07,45
J92,4,0,M02,14
J92,4,1,M00,6
J92,4,2,M01,22
J92,4,3,M05,61
J92,4,4,M03,26
J92,4,5,M04,69
J92,4,6,M08,21
J92,4,7,M07,49
J92,4,8,M09,72
J92,4,9,M06,53
J93,6,0,M01,46
J93,6,1,M00,37
J93,6,2,M03,61
J93,6,3,M02,13
J93,6,4,M06,32
J93,6,5,M05,21
J93,6,6,M09,32
J93,6,7,M08,89
J93,6,8,M07,30
J93,6,9,M04,55
J94,2,0,M01,91
J94,2,1,M00,85
J94,2,2,M03,39
J94,2,3,M02,74
J94,2,4,M08,90
J94,2,5,M05,10
J94,2,6,M07,12
J94,2,7,M06,89
J94,2,8,M09,45
J94,2,9,M04,33
J95,8,0,M00,76
J95,8,1,M01,69
J95,8,2,M03,76
J95,8,3,M05,51
J95,8,4,M02,85
J95,8,5,M09,11
J95,8,6,M06,40
J95,8,7,M07,89
J95,8,8,M04,26
J95,8,9,M08,74
J96,0,0,M00,29
J96,0,1,M01,78
J96,0,2,M02,9
J96,0,3,M03,36
J96,0,4,M04,49
J96,0,5,M05,11
J96,0,6,M06,62
J96,0,7,M07,56
J96,0,8,M08,44
J96,0,9,M09,21
J97,7,0,M02,31
J97,7,1,M00,86
J97,7,2,M01,46
J97,7,3,M05,74
J97,7,4,M04,32
J97,7,5,M06,88
J97,7,6,M08,19
J97,7,7,M09,48
J97,7,8,M07,36
J97,7,9,M03,79
J98,1,0,M00,43
J98,1,1,M02,90
J98,1,2,M04,75
J98,1,3,M09,11
J98,1,4,M03,69
J98,1,5,M01,28
J98,1,6,M06,46
J98,1,7,M05,46
J98,1,8,M07,72
J98,1,9,M08,30
J99,3,0,M01,81
J99,3,1,M02,95
J99,3,2,M00,71
J99,3,3,M04,99
J99,3,4,M06,9
J99,3,5,M08,52
J99,3,6,M07,85
J99,3,7,M03,98
J99,3,8,M09,22
J99,3,9,M05,43
J100,6,0,M01,46
J100,6,1,M00,37
J100,6,2,M03,61
J100,6,3,M02,13
J100,6,4,M06,32
J100,6,5,M05,21
J100,6,6,M09,32
J100,6,7,M08,89
J100,6,8,M07,30
J100,6,9,M04,55
J101,0,0,M00,29
J101,0,1,M01,78
J101,0,2,M02,9
J101,0,3,M03,36
J101,0,4,M04,49
J101,0,5,M05,11
J101,0,6,M06,62
J101,0,7,M07,56
J101,0,8,M08,44
J101,0,9,M09,21
J102,5,0,M02,84
J102,5,1,M01,2
J102,5,2,M05,52
J102,5,3,M03,95
J102,5,4,M08,48
J102,5,5,M09,72
J102,5,6,M00,47
J102,5,7,M06,65
J102,5,8,M04,6
J102,5,9,M07,25
J103,8,0,M00,76
J103,8,1,M01,69
J103,8,2,M03,76
J103,8,3,M05,51
J103,8,4,M02,85
J103,8,5,M09,11
J103,8,6,M06,40
J103,8,7,M07,89
J103,8,8,M04,26
J103,8,9,M08,74
J104,3,0,M01,81
J104,3,1,M02,95
J104,3,2,M00,71
J104,3,3,M04,99
J104,3,4,M06,9
J104,3,5,M08,52
J104,3,6,M07,85
J104,3,7,M03,98
J104,3,8,M09,22
J104,3,9,M05,43
J105,1,0,M00,43
J105,1,1,M02,90
J105,1,2,M04,75
J105,1,3,M09,11
J105,1,4,M03,69
J105,1,5,M01,28
J105,1,6,M06,46
J105,1,7,M05,46
J105,1,8,M07,72
J105,1,9,M08,30
J106,7,0,M02,31
J106,7,1,M00,86
J106,7,2,M01,46
J106,7,3,M05,74
J106,7,4,M04,32
J106,7,5,M06,88
J106,7,6,M08,19
J106,7,7,M09,48
J106,7,8,M07,36
J106,7,9,M03,79
J107,2,0,M01,91
J107,2,1,M00,85
J107,2,2,M03,39
J107,2,3,M02,74
J107,2,4,M08,90
J107,2,5,M05,10
J107,2,6,M07,12
J107,2,7,M06,89
J107,2,8,M09,45
J107,2,9,M04,33
J108,9,0,M01,85
J108,9,1,M00,13
J108,9,2,M02,61
J108,9,3,M06,7
J108,9,4,M08,64
J108,9,5,M09,76
J108,9,6,M05,47
J108,9,7,M03,52
J108,9,8,M04,90
J108,9,9,M07,45
J109,4,0,M02,14
J109,4,1,M00,6
J109,4,2,M01,22
J109,4,3,M05,61
J109,4,4,M03,26
J109,4,5,M04,69
J109,4,6,M08,21
J109,4,7,M07,49
J109,4,8,M09,72
J109,4,9,M06,53
J110,1,0,M00,43
J110,1,1,M02,90
J110,1,2,M04,75
J110,1,3,M09,11
J110,1,4,M03,69
J110,1,5,M01,28
J110,1,6,M06,46
J110,1,7,M05,46
J110,1,8,M07,72
J110,1,9,M08,30
J111,0,0,M00,29
J111,0,1,M01,78
J111,0,2,M02,9
J111,0,3,M03,36
J111,0,4,M04,49
J111,0,5,M05,11
J111,0,6,M06,62
J111,0,7,M07,56
J111,0,8,M08,44
J111,0,9,M09,21
J112,9,0,M01,85
J112,9,1,M00,13
J112,9,2,M02,61
J112,9,3,M06,7
J112,9,4,M08,64
J112,9,5,M09,76
J112,9,6,M05,47
J112,9,7,M03,52
J112,9,8,M04,90
J112,9,9,M07,45
