Job,Production_Plan_ID,Arrival,Ready Time,End,Processing Time
77,6,6316,7200,8582.0,416
78,1,6373,7200,8724.0,510
79,5,6506,7200,8776.0,496
80,1,6550,7200,8754.0,510
81,0,6565,7200,8840.0,395
82,3,6590,7200,8691.0,655
83,7,6654,7200,8940.0,539
84,6,6799,7200,8835.0,416
85,9,7037,7200,8955.0,540
86,4,7055,7200,9037.0,393
87,2,7162,7200,8868.0,568
88,5,7185,7200,8980.0,496
89,8,7283,8640,10328.0,597
90,9,7316,8640,10283.0,540
91,3,7317,8640,10626.0,655
92,8,7438,8640,10514.0,597
93,7,7448,8640,10809.0,539
94,4,7485,8640,10882.0,393
95,2,7497,8640,9865.0,568
96,0,7597,8640,10678.0,395
97,6,7673,8640,9832.0,416
98,5,7790,8640,10397.0,496
99,1,7866,8640,10563.0,510
100,8,7893,8640,11413.0,597
101,6,7971,8640,10019.0,416
102,0,8071,8640,10895.0,395
103,2,8081,8640,11091.0,568
104,3,8087,8640,10743.0,655
105,1,8105,8640,10786.0,510
106,9,8229,8640,11029.0,540
107,5,8243,8640,11237.0,496
108,4,8250,8640,11109.0,393
109,7,8263,8640,10996.0,539
110,0,8293,8640,10973.0,395
111,9,8329,8640,11212.0,540
112,5,8372,8640,11262.0,496
113,7,8448,8640,11144.0,539
114,4,8595,8640,11203.0,393
115,6,8596,8640,11146.0,416
116,1,8694,10080,11826.0,510
117,2,8783,10080,11517.0,568
118,8,8800,10080,11985.0,597
119,3,8899,10080,12157.0,655
120,1,8917,10080,12023.0,510
121,5,8927,10080,11639.0,496
122,9,8938,10080,12239.0,540
123,8,8946,10080,12925.0,597
124,3,8981,10080,12304.0,655
125,2,9056,10080,12401.0,568
126,6,9071,10080,12456.0,416
127,7,9097,10080,12529.0,539
128,0,9121,10080,12398.0,395
129,4,9154,10080,12899.0,393
130,0,9352,10080,12548.0,395
131,1,9361,10080,12154.0,510
132,6,9636,10080,12511.0,416
133,2,9691,10080,12817.0,568
134,8,9696,10080,12999.0,597
135,5,9742,10080,12138.0,496
136,4,9802,10080,13072.0,393
137,7,9868,10080,12716.0,539
138,3,9936,10080,12448.0,655
139,9,9975,10080,12829.0,540
140,0,10040,10080,12644.0,395
141,9,10105,11520,13575.0,540
142,8,10242,11520,13515.0,597
143,1,10367,11520,13185.0,510
144,5,10461,11520,13926.0,496
145,6,10468,11520,13192.0,416
146,3,10521,11520,13478.0,655
147,4,10568,11520,13586.0,393
148,7,10653,11520,13625.0,539
149,2,10671,11520,13414.0,568
150,6,10713,11520,13585.0,416
151,4,10752,11520,13658.0,393
152,8,11013,11520,14001.0,597
153,9,11043,11520,13720.0,540
154,0,11148,11520,13456.0,395
155,7,11167,11520,13704.0,539
156,5,11252,11520,14080.0,496
157,2,11265,11520,14049.0,568
158,3,11475,11520,13670.0,655
159,1,11566,12960,15205.0,510
160,1,11579,12960,15235.0,510
161,9,11640,12960,15739.0,540
162,6,11654,12960,14994.0,416
163,3,11675,12960,15078.0,655
164,2,11684,12960,15264.0,568
165,4,11993,12960,15532.0,393
166,5,12062,12960,14535.0,496
167,7,12071,12960,15595.0,539
168,0,12145,12960,15342.0,395
169,8,12185,12960,15066.0,597
170,7,12200,12960,15674.0,539
171,8,12212,12960,15920.0,597
172,6,12212,12960,15484.0,416
173,3,12215,12960,15312.0,655
174,2,12262,12960,15706.0,568
175,4,12274,12960,15665.0,393
176,1,12334,12960,15682.0,510
177,9,12342,12960,15784.0,540
178,5,12421,12960,14882.0,496
179,0,12435,12960,15535.0,395
180,2,12479,12960,16064.0,568
181,4,12688,12960,15944.0,393
182,7,12753,12960,16015.0,539
183,0,12796,12960,15556.0,395
184,1,12860,12960,16091.0,510
185,6,12870,12960,15825.0,416
186,5,12943,12960,15893.0,496
187,8,12980,14400,16294.0,597
188,3,13037,14400,16377.0,655
189,9,13087,14400,16543.0,540
190,5,13125,14400,16698.0,496
191,9,13253,14400,16588.0,540
192,4,13466,14400,16673.0,393
193,6,13595,14400,16307.0,416
194,2,13722,14400,16146.0,568
195,8,13823,14400,16531.0,597
196,0,13975,14400,16435.0,395
197,7,13976,14400,16577.0,539
198,1,14011,14400,16703.0,510
199,3,14112,14400,16500.0,655
200,6,14169,14400,16553.0,416
201,0,14355,14400,16478.0,395
202,5,14369,14400,17121.0,496
203,8,14423,15840,17260.0,597
204,3,14487,15840,17637.0,655
205,1,14577,15840,17518.0,510
206,7,14578,15840,17860.0,539
207,2,14593,15840,16877.0,568
208,9,14664,15840,17822.0,540
209,4,14781,15840,17863.0,393
210,1,14824,15840,17654.0,510
211,0,14842,15840,17876.0,395
212,9,14888,15840,18199.0,540
213,4,14897,15840,18068.0,393
214,5,15001,15840,17385.0,496
215,8,15168,15840,18211.0,597
216,6,15290,15840,17712.0,416
217,3,15337,15840,17680.0,655
218,2,15384,15840,18054.0,568
219,7,15398,15840,18000.0,539
220,0,15402,15840,17943.0,395
221,5,15402,15840,17412.0,496
222,4,15510,15840,18279.0,393
223,8,15639,15840,18491.0,597
224,3,15644,15840,17810.0,655
225,7,15959,17280,19674.0,539
226,6,15987,17280,18284.0,416
227,1,16006,17280,18973.0,510
228,2,16140,17280,18655.0,568
229,9,16152,17280,18635.0,540
230,1,16349,17280,19043.0,510
231,8,16389,17280,19117.0,597
232,6,16400,17280,19121.0,416
233,5,16427,17280,19233.0,496
234,0,16454,17280,19295.0,395
235,3,16488,17280,18943.0,655
236,2,16707,17280,19382.0,568
237,4,16725,17280,19715.0,393
238,9,16812,17280,19043.0,540
239,7,16893,17280,19876.0,539
240,2,16913,17280,19472.0,568
241,9,17028,17280,19455.0,540
242,3,17130,17280,19555.0,655
243,8,17212,17280,19749.0,597
244,0,17268,17280,19543.0,395
245,5,17342,18720,19660.0,496
246,4,17415,18720,20199.0,393
247,6,17438,18720,20145.0,416
248,1,17560,18720,19980.0,510
249,7,17715,18720,20050.0,539
250,0,17734,18720,20426.0,395
251,5,17796,18720,20057.0,496
252,2,17878,18720,20090.0,568
253,9,18024,18720,20392.0,540
254,3,18378,18720,20344.0,655
255,1,18392,18720,20494.0,510
256,7,18553,18720,20181.0,539
257,8,18592,18720,20361.0,597
258,4,18596,18720,20298.0,393
259,6,18687,18720,20402.0,416
260,7,18719,18720,20358.0,539
261,0,18870,20160,21093.0,395
262,5,19066,20160,21314.0,496
263,8,19293,20160,21552.0,597
264,2,19402,20160,21194.0,568
265,3,19411,20160,21398.0,655
266,9,19486,20160,21289.0,540
267,6,19503,20160,21071.0,416
268,4,19599,20160,21666.0,393
269,1,19642,20160,21206.0,510
270,0,19766,20160,21376.0,395
271,4,19850,20160,21738.0,393
272,8,20028,20160,21626.0,597
273,5,20121,20160,21615.0,496
274,2,20159,20160,21511.0,568
275,7,20215,21600,23377.0,539
276,3,20280,21600,23143.0,655
277,6,20337,21600,22649.0,416
278,9,20472,21600,23214.0,540
279,1,20521,21600,23085.0,510
280,0,20567,21600,23636.0,395
281,2,20763,21600,23522.0,568
282,5,20797,21600,22895.0,496
283,3,20842,21600,23269.0,655
284,9,20898,21600,23616.0,540
285,6,21052,21600,23224.0,416
286,4,21091,21600,23549.0,393
287,1,21094,21600,23170.0,510
288,8,21157,21600,23563.0,597
289,7,21286,21600,23456.0,539
290,6,21391,21600,23652.0,416
291,8,21397,21600,23827.0,597
292,3,21403,21600,23312.0,655
293,5,21568,21600,23485.0,496
294,7,21598,21600,23539.0,539
295,4,21701,23040,24723.0,393
296,9,21705,23040,24133.0,540
297,2,21736,23040,24220.0,568
298,1,21756,23040,24806.0,510
299,0,21783,23040,25243.0,395
300,0,21833,23040,25264.0,395
301,1,21952,23040,24836.0,510
302,2,22114,23040,24636.0,568
303,3,22154,23040,24812.0,655
304,4,22216,23040,24965.0,393
305,5,22326,23040,25252.0,496
306,6,22387,23040,24795.0,416
307,7,22497,23040,25226.0,539
308,8,22533,23040,25507.0,597
309,9,22607,23040,24937.0,540
310,4,22615,23040,25176.0,393
311,3,22689,23040,24855.0,655
312,7,22742,23040,25456.0,539
313,6,22803,23040,24947.0,416
314,9,22927,23040,25227.0,540
315,1,23018,23040,24892.0,510
316,2,23022,23040,25255.0,568
317,0,23142,24480,25875.0,395
318,8,23216,24480,25670.0,597
319,5,23317,24480,25366.0,496
320,3,23502,24480,26033.0,655
321,0,23523,24480,25896.0,395
322,9,23648,24480,26050.0,540
323,8,23736,24480,25947.0,597
324,6,23771,24480,25727.0,416
325,4,23917,24480,26249.0,393
326,7,24010,24480,26042.0,539
327,5,24166,24480,26075.0,496
328,2,24181,24480,25915.0,568
329,1,24244,24480,26042.0,510
330,5,24263,24480,26578.0,496
331,0,24310,24480,26012.0,395
332,6,24489,25920,27025.0,416
333,2,24493,25920,27157.0,568
334,3,24596,25920,27771.0,655
335,8,24667,25920,27551.0,597
336,9,24696,25920,27908.0,540
337,7,24902,25920,27932.0,539
338,1,24902,25920,27600.0,510
339,4,24932,25920,27999.0,393
340,4,24989,25920,28188.0,393
341,3,25129,25920,27824.0,655
342,5,25186,25920,27537.0,496
343,7,25307,25920,28320.0,539
344,6,25322,25920,27418.0,416
345,0,25508,25920,28029.0,395
346,2,25508,25920,28028.0,568
347,1,25536,25920,27764.0,510
348,8,25602,25920,28543.0,597
349,9,25658,25920,28106.0,540
350,8,25786,25920,28617.0,597
351,1,25797,25920,27893.0,510
352,2,25840,25920,28249.0,568
353,3,25874,25920,27981.0,655
354,4,25896,25920,28500.0,393
355,5,25906,25920,28269.0,496
356,0,25961,27360,29164.0,395
357,9,25981,27360,28798.0,540
358,6,26208,27360,28898.0,416
359,7,26459,27360,28828.0,539
360,9,26568,27360,28888.0,540
361,8,26666,27360,28976.0,597
362,4,26871,27360,29148.0,393
363,3,26920,27360,28796.0,655
364,0,26988,27360,29185.0,395
365,2,27023,27360,28931.0,568
366,1,27081,27360,29006.0,510
367,6,27131,27360,29076.0,416
368,7,27197,27360,29194.0,539
369,5,27224,27360,29185.0,496
370,7,27319,27360,29300.0,539
371,9,27320,27360,29160.0,540
372,8,27424,28800,30525.0,597
373,2,27459,28800,30114.0,568
374,0,27476,28800,30936.0,395
375,6,27480,28800,30418.0,416
376,1,27489,28800,30555.0,510
377,3,27510,28800,30710.0,655
378,5,27524,28800,30670.0,496
379,4,27623,28800,30935.0,393
380,8,27701,28800,31413.0,597
381,7,27761,28800,31036.0,539
382,0,27773,28800,30962.0,395
383,9,27798,28800,30942.0,540
384,2,27958,28800,30489.0,568
385,6,27980,28800,30956.0,416
386,5,28063,28800,31374.0,496
387,4,28105,28800,31306.0,393
388,1,28229,28800,30714.0,510
389,3,28272,28800,30781.0,655
390,0,28282,28800,31063.0,395
391,3,28394,28800,30958.0,655
392,9,28410,28800,31349.0,540
393,6,28456,28800,31245.0,416
394,8,28667,28800,31495.0,597
395,1,28680,28800,30833.0,510
396,4,28703,28800,31439.0,393
397,5,28706,28800,31399.0,496
398,7,28982,30240,32145.0,539
399,2,29007,30240,31715.0,568
400,5,29046,30240,32071.0,496
401,0,29072,30240,32277.0,395
402,1,29131,30240,31967.0,510
403,3,29147,30240,32120.0,655
404,9,29175,30240,32046.0,540
405,7,29186,30240,32604.0,539
406,2,29396,30240,32308.0,568
407,8,29399,30240,31821.0,597
408,6,29417,30240,32459.0,416
409,4,29422,30240,32543.0,393
410,1,29556,30240,32031.0,510
411,2,29652,30240,33081.0,568
412,0,29668,30240,32506.0,395
413,9,29752,30240,32566.0,540
414,3,29770,30240,32689.0,655
415,6,29868,30240,32999.0,416
416,4,29875,30240,32756.0,393
417,5,29997,30240,32591.0,496
418,7,30022,30240,33036.0,539
419,8,30041,30240,32689.0,597
420,8,30117,30240,33266.0,597
421,3,30261,31680,33199.0,655
422,0,30269,31680,33402.0,395
423,9,30278,31680,33434.0,540
424,5,30281,31680,33311.0,496
425,1,30314,31680,33296.0,510
426,6,30492,31680,33205.0,416
427,4,30673,31680,33389.0,393
428,7,30934,31680,33265.0,539
429,2,30979,31680,33238.0,568
430,6,31147,31680,33299.0,416
431,5,31173,31680,33790.0,496
432,2,31460,31680,33422.0,568
433,4,31541,31680,33527.0,393
434,0,31628,31680,33495.0,395
435,3,31699,33120,34890.0,655
436,8,31801,33120,34690.0,597
437,1,31816,33120,34832.0,510
438,9,31843,33120,34431.0,540
439,7,31984,33120,35032.0,539
440,6,32017,33120,34193.0,416
441,5,32026,33120,34631.0,496
442,3,32055,33120,34964.0,655
443,1,32123,33120,34902.0,510
444,2,32191,33120,35168.0,568
445,9,32247,33120,35083.0,540
446,8,32269,33120,34783.0,597
447,7,32292,33120,35111.0,539
448,0,32353,33120,35006.0,395
449,4,32764,33120,35233.0,393
450,7,32784,33120,35361.0,539
451,0,32807,33120,35246.0,395
452,4,32825,33120,35385.0,393
453,2,32856,33120,35337.0,568
454,9,32891,33120,35299.0,540
455,6,32915,33120,35304.0,416
456,8,32974,33120,35812.0,597
457,5,33100,33120,35324.0,496
458,1,33177,34560,36024.0,510
459,3,33282,34560,36107.0,655
460,4,33432,34560,36421.0,393
461,1,33530,34560,36196.0,510
462,3,33813,34560,36181.0,655
463,2,33839,34560,36096.0,568
464,6,33886,34560,36151.0,416
465,9,34052,34560,36247.0,540
466,7,34090,34560,36281.0,539
467,5,34128,34560,35785.0,496
468,8,34153,34560,35886.0,597
469,0,34170,34560,36453.0,395
470,7,34190,34560,36421.0,539
471,0,34324,34560,36534.0,395
472,8,34482,34560,36270.0,597
473,5,34523,34560,36413.0,496
474,4,34649,36000,37584.0,393
475,6,34688,36000,36751.0,416
476,9,34697,36000,36994.0,540
477,1,34787,36000,37450.0,510
478,3,34825,36000,37314.0,655
479,2,34858,36000,37451.0,568
480,8,34863,36000,37799.0,597
481,2,34916,36000,37549.0,568
482,9,35219,36000,37506.0,540
483,4,35275,36000,37710.0,393
484,0,35315,36000,37875.0,395
485,7,35409,36000,37510.0,539
486,1,35423,36000,37480.0,510
487,5,35423,36000,37610.0,496
488,3,35548,36000,37483.0,655
489,6,35728,36000,37516.0,416
490,6,35765,36000,37604.0,416
491,5,36024,37440,38610.0,496
492,8,36031,37440,38532.0,597
493,3,36084,37440,38588.0,655
494,9,36113,37440,38410.0,540
495,0,36136,37440,38878.0,395
496,7,36294,37440,38918.0,539
497,2,36296,37440,38491.0,568
498,4,36546,37440,39085.0,393
499,1,36679,37440,38696.0,510
500,0,36684,37440,38960.0,395
501,8,36862,37440,39133.0,597
502,9,37139,37440,38741.0,540
503,2,37215,37440,38949.0,568
504,6,37231,37440,38916.0,416
505,4,37295,37440,39207.0,393
506,5,37491,38880,40269.0,496
507,7,37528,38880,40234.0,539
508,1,37529,38880,40211.0,510
509,3,37664,38880,40300.0,655
510,0,37704,38880,40679.0,395
511,7,37765,38880,40468.0,539
512,9,37770,38880,40654.0,540
513,4,37824,38880,40644.0,393
514,5,37888,38880,40679.0,496
515,6,37956,38880,40675.0,416
516,3,38052,38880,40449.0,655
517,8,38089,38880,40883.0,597
518,2,38311,38880,40620.0,568
519,1,38349,38880,40403.0,510
520,1,38455,38880,40452.0,510
521,2,38461,38880,40708.0,568
522,7,38675,38880,40942.0,539
523,3,38678,38880,40701.0,655
524,0,38953,40320,41330.0,395
525,5,38991,40320,41532.0,496
526,9,39052,40320,41617.0,540
527,4,39118,40320,42077.0,393
528,8,39196,40320,41721.0,597
529,6,39202,40320,41202.0,416
530,8,39327,40320,42091.0,597
531,6,39335,40320,41274.0,416
532,3,39448,40320,41750.0,655
533,4,39493,40320,42159.0,393
534,9,39518,40320,42102.0,540
535,2,39564,40320,42046.0,568
536,0,39566,40320,42034.0,395
537,1,39710,40320,41865.0,510
538,5,39734,40320,42127.0,496
539,7,39878,40320,41790.0,539
540,4,40049,40320,42315.0,393
541,7,40130,40320,42521.0,539
542,0,40206,40320,42190.0,395
543,3,40439,41760,43078.0,655
544,5,40442,41760,42593.0,496
545,9,40574,41760,43141.0,540
546,6,40662,41760,42791.0,416
547,1,40686,41760,42711.0,510
548,2,40707,41760,42844.0,568
549,8,40711,41760,43148.0,597
550,4,40872,41760,43106.0,393
551,6,40892,41760,42899.0,416
552,7,40911,41760,43037.0,539
553,5,40926,41760,43166.0,496
554,1,41002,41760,43178.0,510
555,0,41726,41760,43056.0,395
556,3,41783,43200,44742.0,655
557,2,41805,43200,44285.0,568
558,9,41819,43200,44297.0,540
559,8,41868,43200,44574.0,597
560,7,42031,43200,44875.0,539
561,3,42072,43200,44853.0,655
562,4,42106,43200,44976.0,393
563,8,42133,43200,44871.0,597
564,2,42264,43200,44428.0,568
565,0,42332,43200,45094.0,395
566,1,42466,43200,44901.0,510
567,6,42513,43200,44558.0,416
568,9,42596,43200,45086.0,540
569,5,42623,43200,44937.0,496
570,1,42658,43200,44942.0,510
571,9,42694,43200,45236.0,540
572,2,42855,43200,45208.0,568
573,7,42878,43200,45052.0,539
574,4,42968,43200,45332.0,393
575,0,43153,43200,45207.0,395
576,8,43295,44640,46262.0,597
577,5,43304,44640,46223.0,496
578,6,43315,44640,45707.0,416
579,3,43328,44640,46447.0,655
580,1,43332,44640,46522.0,510
581,7,43409,44640,46869.0,539
582,4,43579,44640,46897.0,393
583,2,43604,44640,45993.0,568
584,6,43607,44640,45960.0,416
585,8,43681,44640,46384.0,597
586,3,43685,44640,46582.0,655
587,9,43739,44640,46509.0,540
588,0,43779,44640,46657.0,395
589,5,43818,44640,47036.0,496
590,7,43935,44640,46948.0,539
591,2,43992,44640,46589.0,568
592,0,44220,44640,46761.0,395
593,8,44265,44640,47152.0,597
594,5,44271,44640,47061.0,496
595,1,44397,44640,46571.0,510
596,4,44414,44640,47023.0,393
597,3,44496,44640,46747.0,655
598,9,44499,44640,47011.0,540
599,6,44514,44640,46878.0,416
600,0,44554,44640,46893.0,395
601,1,44813,46080,47691.0,510
602,2,44828,46080,47374.0,568
603,3,44858,46080,47876.0,655
604,4,44869,46080,48270.0,393
605,5,45168,46080,47574.0,496
606,6,45223,46080,47798.0,416
607,7,45349,46080,48092.0,539
608,8,45463,46080,48351.0,597
609,9,45518,46080,48399.0,540
610,6,45518,46080,47990.0,416
611,7,45616,46080,48269.0,539
612,2,45617,46080,48592.0,568
613,1,45678,46080,47850.0,510
614,4,45710,46080,48496.0,393
615,0,45788,46080,48266.0,395
616,8,45806,46080,48717.0,597
617,5,45818,46080,48558.0,496
618,3,45924,46080,47982.0,655
619,9,45928,46080,48444.0,540
620,0,45963,46080,48557.0,395
621,7,46041,46080,48509.0,539
622,3,46061,46080,48282.0,655
623,1,46069,46080,48070.0,510
624,6,46183,47520,48891.0,416
625,8,46191,47520,50363.0,597
626,4,46247,47520,50012.0,393
627,9,46252,47520,49330.0,540
628,5,46303,47520,50066.0,496
629,2,46309,47520,48924.0,568
630,6,46385,47520,49560.0,416
631,2,46499,47520,49861.0,568
632,9,46507,47520,50255.0,540
633,8,46802,47520,50764.0,597
634,0,46835,47520,49745.0,395
635,5,46950,47520,50410.0,496
636,4,46956,47520,50081.0,393
637,1,46998,47520,49560.0,510
638,3,47141,47520,49643.0,655
639,7,47207,47520,49944.0,539
640,6,47230,47520,49753.0,416
641,5,47236,47520,50447.0,496
642,4,47267,47520,50213.0,393
643,1,47358,47520,49638.0,510
644,9,47368,47520,50385.0,540
645,2,47393,47520,50280.0,568
646,7,47424,47520,50023.0,539
647,8,47455,47520,50927.0,597
648,3,47486,47520,49745.0,655
649,0,47587,48960,51169.0,395
650,3,47604,48960,50956.0,655
651,6,47612,48960,50851.0,416
652,7,47635,48960,51569.0,539
653,8,47744,48960,51041.0,597
654,4,47805,48960,51232.0,393
655,2,47825,48960,50701.0,568
656,0,47856,48960,51190.0,395
657,1,47873,48960,51292.0,510
658,5,48238,48960,51348.0,496
659,9,48285,48960,51229.0,540
660,4,48491,48960,51527.0,393
661,5,48524,48960,51555.0,496
662,3,48543,48960,51092.0,655
663,1,48708,48960,51450.0,510
664,6,48741,48960,51263.0,416
665,2,48744,48960,51028.0,568
666,8,48753,48960,51369.0,597
667,9,48884,48960,51323.0,540
668,0,48964,50400,52075.0,395
669,7,49007,50400,51911.0,539
670,4,49027,50400,52240.0,393
671,0,49339,50400,52161.0,395
672,5,49385,50400,51704.0,496
673,9,49544,50400,51954.0,540
674,1,49580,50400,51842.0,510
675,2,49786,50400,52342.0,568
676,8,49810,50400,52383.0,597
677,7,49906,50400,51990.0,539
678,6,49943,50400,52095.0,416
679,3,50106,50400,51925.0,655
680,7,50241,50400,52349.0,539
681,4,50279,50400,52293.0,393
682,0,50348,50400,52448.0,395
683,8,50374,50400,52568.0,597
684,3,50404,51840,53377.0,655
685,9,50438,51840,53348.0,540
686,5,50472,51840,53147.0,496
687,6,50562,51840,52877.0,416
688,1,50599,51840,53313.0,510
689,2,50605,51840,53585.0,568
690,2,50618,51840,53789.0,568
691,1,50646,51840,53383.0,510
692,6,50666,51840,53552.0,416
693,5,50670,51840,53572.0,496
694,0,50738,51840,53806.0,395
695,9,50825,51840,53758.0,540
696,8,51007,51840,53947.0,597
697,7,51044,51840,53486.0,539
698,3,51067,51840,53445.0,655
699,4,51327,51840,53710.0,393
700,7,51464,51840,53687.0,539
701,1,51674,51840,53516.0,510
702,4,51679,51840,53827.0,393
703,0,51727,51840,54012.0,395
704,2,51922,53280,54299.0,568
705,5,52027,53280,54852.0,496
706,8,52075,53280,55020.0,597
707,9,52105,53280,54708.0,540
708,3,52105,53280,54942.0,655
709,6,52120,53280,54654.0,416
710,4,52172,53280,55579.0,393
711,0,52299,53280,55337.0,395
712,2,52534,53280,54736.0,568
713,6,52555,53280,54882.0,416
714,8,52632,53280,55191.0,597
715,9,52681,53280,55405.0,540
716,1,52714,53280,55069.0,510
717,7,52747,53280,55439.0,539
718,5,52787,53280,55675.0,496
719,3,52862,53280,55254.0,655
720,6,52896,53280,55267.0,416
721,8,52918,53280,55643.0,597
722,0,52923,53280,55389.0,395
723,2,52993,53280,55375.0,568
724,1,53198,53280,55221.0,510
725,5,53213,53280,55792.0,496
726,3,53220,53280,55302.0,655
727,9,53282,54720,56740.0,540
728,4,53313,54720,57022.0,393
729,7,53379,54720,56979.0,539
730,5,53396,54720,56301.0,496
731,7,53446,54720,57158.0,539
732,6,53483,54720,55910.0,416
733,1,53486,54720,56587.0,510
734,2,53541,54720,56404.0,568
735,8,53569,54720,56328.0,597
736,3,53613,54720,56772.0,655
737,9,53632,54720,57242.0,540
738,4,53693,54720,57122.0,393
739,0,53786,54720,57143.0,395
740,2,53807,54720,57382.0,568
741,6,53855,54720,57349.0,416
742,9,53892,54720,57323.0,540
743,0,53928,54720,57406.0,395
744,4,53986,54720,57349.0,393
745,8,54023,54720,57023.0,597
746,7,54134,54720,57575.0,539
747,5,54140,54720,57111.0,496
748,1,54190,54720,57053.0,510
749,3,54249,54720,56815.0,655
750,5,54439,54720,57437.0,496
751,7,54470,54720,57680.0,539
752,8,54685,54720,57712.0,597
753,6,54812,56160,57660.0,416
754,2,54826,56160,57762.0,568
755,0,54850,56160,58069.0,395
756,9,54987,56160,58055.0,540
757,1,55146,56160,57794.0,510
758,3,55349,56160,57947.0,655
759,4,55418,56160,58079.0,393
760,7,55588,56160,58170.0,539
761,2,55603,56160,57885.0,568
762,3,55800,56160,58091.0,655
763,1,55916,56160,57953.0,510
764,6,55923,56160,58278.0,416
765,5,55967,56160,58329.0,496
766,0,56005,56160,58090.0,395
767,4,56058,56160,58384.0,393
768,8,56096,56160,58297.0,597
769,9,56108,56160,58304.0,540
770,4,56253,57600,59782.0,393
771,0,56305,57600,59024.0,395
772,7,56381,57600,59615.0,539
773,5,56442,57600,59299.0,496
774,6,56451,57600,58807.0,416
775,9,56465,57600,59274.0,540
776,1,56496,57600,59401.0,510
777,8,56602,57600,59496.0,597
778,2,56654,57600,59234.0,568
779,3,56665,57600,59498.0,655
780,3,56770,57600,59541.0,655
781,8,56810,57600,59915.0,597
782,7,56876,57600,59824.0,539
783,0,57106,57600,59657.0,395
784,6,57168,57600,59024.0,416
785,9,57170,57600,59500.0,540
786,5,57194,57600,59974.0,496
787,1,57307,57600,59526.0,510
788,4,57337,57600,59940.0,393
789,2,57424,57600,59686.0,568
790,8,57456,57600,60101.0,597
791,9,57485,57600,59860.0,540
792,5,57489,57600,60068.0,496
793,1,57666,59040,61051.0,510
794,3,57777,59040,60945.0,655
795,7,57864,59040,60889.0,539
796,0,57879,59040,60496.0,395
797,6,58029,59040,60275.0,416
798,2,58120,59040,60439.0,568
799,4,58141,59040,61060.0,393
800,2,58142,59040,61065.0,568
801,1,58242,59040,61167.0,510
802,0,58307,59040,60681.0,395
803,7,58350,59040,61608.0,539
804,4,58350,59040,61228.0,393
805,6,58454,59040,61341.0,416
806,5,58502,59040,60728.0,496
807,9,58523,59040,61065.0,540
808,3,58635,59040,61251.0,655
809,8,58687,59040,60981.0,597
810,0,58755,59040,61465.0,395
811,2,58794,59040,61542.0,568
812,8,58797,59040,61857.0,597
813,7,58798,59040,61687.0,539
814,4,58850,59040,61576.0,393
815,9,58918,59040,61401.0,540
816,5,59041,60480,61835.0,496
817,6,59120,60480,61672.0,416
818,3,59160,60480,61902.0,655
819,1,59329,60480,61887.0,510
