Job,Production_Plan_ID,Arrival,Ready Time,End,Processing Time,Deadline
96,0,7597,8640,10678.0,395,11039
97,6,7673,8640,9832.0,416,10547
98,5,7790,8640,10397.0,496,10427
99,1,7866,8640,10563.0,510,10500
100,8,7893,8640,11413.0,597,11479
101,6,7971,8640,10019.0,416,10025
102,0,8071,8640,10895.0,395,10414
103,2,8081,8640,11091.0,568,11021
104,3,8087,8640,10743.0,655,9753
105,1,8105,8640,10786.0,510,10101
106,9,8229,8640,11029.0,540,9999
107,5,8243,8640,11237.0,496,10525
108,4,8250,8640,11109.0,393,10648
109,7,8263,8640,10996.0,539,11726
110,0,8293,8640,10973.0,395,10413
111,9,8329,8640,11212.0,540,11260
112,5,8372,8640,11262.0,496,10492
113,7,8448,8640,11144.0,539,10587
114,4,8595,8640,11203.0,393,10262
115,6,8596,8640,11146.0,416,10356
116,1,8694,10080,11826.0,510,12054
117,2,8783,10080,11517.0,568,11718
118,8,8800,10080,11985.0,597,11792
119,3,8899,10080,12157.0,655,11658
120,1,8917,10080,12023.0,510,11234
121,5,8927,10080,11639.0,496,11827
122,9,8938,10080,12239.0,540,12030
123,8,8946,10080,12925.0,597,12776
124,3,8981,10080,12304.0,655,12345
125,2,9056,10080,12401.0,568,11895
126,6,9071,10080,12456.0,416,11189
127,7,9097,10080,12529.0,539,12908
128,0,9121,10080,12398.0,395,12272
129,4,9154,10080,12899.0,393,12209
130,0,9352,10080,12548.0,395,11228
131,1,9361,10080,12154.0,510,12113
132,6,9636,10080,12511.0,416,12190
133,2,9691,10080,12817.0,568,11934
134,8,9696,10080,12999.0,597,12664
135,5,9742,10080,12138.0,496,11564
136,4,9802,10080,13072.0,393,12504
137,7,9868,10080,12716.0,539,12376
138,3,9936,10080,12448.0,655,12288
139,9,9975,10080,12829.0,540,11843
140,0,10040,10080,12644.0,395,11295
141,9,10105,11520,13575.0,540,12901
142,8,10242,11520,13515.0,597,13836
143,1,10367,11520,13185.0,510,13884
144,5,10461,11520,13926.0,496,15621
145,6,10468,11520,13192.0,416,14485
146,3,10521,11520,13478.0,655,14142
147,4,10568,11520,13586.0,393,13335
148,7,10653,11520,13625.0,539,13986
149,2,10671,11520,13414.0,568,12554
150,6,10713,11520,13585.0,416,15555
151,4,10752,11520,13658.0,393,13579
152,8,11013,11520,14001.0,597,14671
153,9,11043,11520,13720.0,540,12468
154,0,11148,11520,13456.0,395,13242
155,7,11167,11520,13704.0,539,13969
156,5,11252,11520,14080.0,496,15131
157,2,11265,11520,14049.0,568,13352
158,3,11475,11520,13670.0,655,12847
159,1,11566,12960,15205.0,510,13972
160,1,11579,12960,15235.0,510,15019
161,9,11640,12960,15739.0,540,14420
162,6,11654,12960,14994.0,416,14754
163,3,11675,12960,15078.0,655,13909
164,2,11684,12960,15264.0,568,14456
165,4,11993,12960,15532.0,393,14627
166,5,12062,12960,14535.0,496,14415
167,7,12071,12960,15595.0,539,14293
168,0,12145,12960,15342.0,395,14464
169,8,12185,12960,15066.0,597,14767
170,7,12200,12960,15674.0,539,14500
171,8,12212,12960,15920.0,597,14968
172,6,12212,12960,15484.0,416,15172
173,3,12215,12960,15312.0,655,15420
174,2,12262,12960,15706.0,568,14547
175,4,12274,12960,15665.0,393,16051
176,1,12334,12960,15682.0,510,15620
177,9,12342,12960,15784.0,540,15744
178,5,12421,12960,14882.0,496,16275
179,0,12435,12960,15535.0,395,15200
180,2,12479,12960,16064.0,568,15797
181,4,12688,12960,15944.0,393,14983
182,7,12753,12960,16015.0,539,15185
183,0,12796,12960,15556.0,395,14512
184,1,12860,12960,16091.0,510,14241
185,6,12870,12960,15825.0,416,13983
186,5,12943,12960,15893.0,496,14789
187,8,12980,14400,16294.0,597,16585
188,3,13037,14400,16377.0,655,15883
189,9,13087,14400,16543.0,540,16167
190,5,13125,14400,16698.0,496,16543
191,9,13253,14400,16588.0,540,16295
192,4,13466,14400,16673.0,393,17816
193,6,13595,14400,16307.0,416,17140
194,2,13722,14400,16146.0,568,15662
195,8,13823,14400,16531.0,597,15959
196,0,13975,14400,16435.0,395,15734
197,7,13976,14400,16577.0,539,15700
198,1,14011,14400,16703.0,510,17440
199,3,14112,14400,16500.0,655,15438
200,6,14169,14400,16553.0,416,16604
201,0,14355,14400,16478.0,395,17564
202,5,14369,14400,17121.0,496,16423
203,8,14423,15840,17260.0,597,18113
204,3,14487,15840,17637.0,655,17826
205,1,14577,15840,17518.0,510,17927
206,7,14578,15840,17860.0,539,18608
207,2,14593,15840,16877.0,568,18188
208,9,14664,15840,17822.0,540,18267
209,4,14781,15840,17863.0,393,19335
210,1,14824,15840,17654.0,510,17330
211,0,14842,15840,17876.0,395,17745
212,9,14888,15840,18199.0,540,19267
213,4,14897,15840,18068.0,393,17996
214,5,15001,15840,17385.0,496,17532
215,8,15168,15840,18211.0,597,17108
216,6,15290,15840,17712.0,416,17350
217,3,15337,15840,17680.0,655,18253
218,2,15384,15840,18054.0,568,17532
219,7,15398,15840,18000.0,539,18642
220,0,15402,15840,17943.0,395,17920
221,5,15402,15840,17412.0,496,18610
222,4,15510,15840,18279.0,393,17473
223,8,15639,15840,18491.0,597,18747
224,3,15644,15840,17810.0,655,17673
225,7,15959,17280,19674.0,539,19660
226,6,15987,17280,18284.0,416,19811
227,1,16006,17280,18973.0,510,19090
228,2,16140,17280,18655.0,568,18972
229,9,16152,17280,18635.0,540,20247
230,1,16349,17280,19043.0,510,19456
231,8,16389,17280,19117.0,597,19433
232,6,16400,17280,19121.0,416,18898
233,5,16427,17280,19233.0,496,19421
234,0,16454,17280,19295.0,395,18610
235,3,16488,17280,18943.0,655,18938
236,2,16707,17280,19382.0,568,19612
237,4,16725,17280,19715.0,393,18462
238,9,16812,17280,19043.0,540,18769
239,7,16893,17280,19876.0,539,18821
240,2,16913,17280,19472.0,568,19318
241,9,17028,17280,19455.0,540,18393
242,3,17130,17280,19555.0,655,19093
243,8,17212,17280,19749.0,597,19096
244,0,17268,17280,19543.0,395,19011
245,5,17342,18720,19660.0,496,20507
246,4,17415,18720,20199.0,393,20141
247,6,17438,18720,20145.0,416,20242
248,1,17560,18720,19980.0,510,20603
249,7,17715,18720,20050.0,539,21984
250,0,17734,18720,20426.0,395,20828
251,5,17796,18720,20057.0,496,20114
252,2,17878,18720,20090.0,568,20904
253,9,18024,18720,20392.0,540,22767
254,3,18378,18720,20344.0,655,20422
255,1,18392,18720,20494.0,510,20884
256,7,18553,18720,20181.0,539,22695
257,8,18592,18720,20361.0,597,20373
258,4,18596,18720,20298.0,393,20183
259,6,18687,18720,20402.0,416,20734
260,7,18719,18720,20358.0,539,20974
261,0,18870,20160,21093.0,395,21603
262,5,19066,20160,21314.0,496,21737
263,8,19293,20160,21552.0,597,22139
264,2,19402,20160,21194.0,568,22620
265,3,19411,20160,21398.0,655,21429
266,9,19486,20160,21289.0,540,24098
267,6,19503,20160,21071.0,416,21429
268,4,19599,20160,21666.0,393,23501
269,1,19642,20160,21206.0,510,21556
270,0,19766,20160,21376.0,395,22442
271,4,19850,20160,21738.0,393,22447
272,8,20028,20160,21626.0,597,22770
273,5,20121,20160,21615.0,496,21420
274,2,20159,20160,21511.0,568,21826
275,7,20215,21600,23377.0,539,24114
276,3,20280,21600,23143.0,655,23135
277,6,20337,21600,22649.0,416,23972
278,9,20472,21600,23214.0,540,23710
279,1,20521,21600,23085.0,510,23537
280,0,20567,21600,23636.0,395,23302
281,2,20763,21600,23522.0,568,23131
282,5,20797,21600,22895.0,496,23670
283,3,20842,21600,23269.0,655,23824
284,9,20898,21600,23616.0,540,22962
285,6,21052,21600,23224.0,416,22872
286,4,21091,21600,23549.0,393,24083
287,1,21094,21600,23170.0,510,22804
288,8,21157,21600,23563.0,597,24103
289,7,21286,21600,23456.0,539,23892
290,6,21391,21600,23652.0,416,22874
291,8,21397,21600,23827.0,597,23318
292,3,21403,21600,23312.0,655,23695
293,5,21568,21600,23485.0,496,23040
294,7,21598,21600,23539.0,539,24129
295,4,21701,23040,24723.0,393,24175
296,9,21705,23040,24133.0,540,25702
297,2,21736,23040,24220.0,568,24369
298,1,21756,23040,24806.0,510,24820
299,0,21783,23040,25243.0,395,24908
300,0,21833,23040,25264.0,395,24742
301,1,21952,23040,24836.0,510,24444
302,2,22114,23040,24636.0,568,24476
303,3,22154,23040,24812.0,655,25040
304,4,22216,23040,24965.0,393,24582
305,5,22326,23040,25252.0,496,24944
306,6,22387,23040,24795.0,416,24369
307,7,22497,23040,25226.0,539,25121
308,8,22533,23040,25507.0,597,24687
309,9,22607,23040,24937.0,540,24970
310,4,22615,23040,25176.0,393,25923
311,3,22689,23040,24855.0,655,24451
312,7,22742,23040,25456.0,539,25175
313,6,22803,23040,24947.0,416,25233
314,9,22927,23040,25227.0,540,24967
315,1,23018,23040,24892.0,510,24516
316,2,23022,23040,25255.0,568,27497
317,0,23142,24480,25875.0,395,28033
318,8,23216,24480,25670.0,597,27066
319,5,23317,24480,25366.0,496,27590
320,3,23502,24480,26033.0,655,26281
321,0,23523,24480,25896.0,395,26510
322,9,23648,24480,26050.0,540,27088
323,8,23736,24480,25947.0,597,26190
324,6,23771,24480,25727.0,416,25931
325,4,23917,24480,26249.0,393,26888
326,7,24010,24480,26042.0,539,27311
327,5,24166,24480,26075.0,496,27435
328,2,24181,24480,25915.0,568,27153
329,1,24244,24480,26042.0,510,27147
330,5,24263,24480,26578.0,496,26522
331,0,24310,24480,26012.0,395,25964
332,6,24489,25920,27025.0,416,27085
333,2,24493,25920,27157.0,568,27147
334,3,24596,25920,27771.0,655,26910
335,8,24667,25920,27551.0,597,28082
336,9,24696,25920,27908.0,540,28124
337,7,24902,25920,27932.0,539,30280
338,1,24902,25920,27600.0,510,28474
339,4,24932,25920,27999.0,393,28034
340,4,24989,25920,28188.0,393,28537
341,3,25129,25920,27824.0,655,27926
342,5,25186,25920,27537.0,496,27929
343,7,25307,25920,28320.0,539,27337
344,6,25322,25920,27418.0,416,27376
345,0,25508,25920,28029.0,395,28529
346,2,25508,25920,28028.0,568,27157
347,1,25536,25920,27764.0,510,28130
348,8,25602,25920,28543.0,597,28124
349,9,25658,25920,28106.0,540,27317
350,8,25786,25920,28617.0,597,28252
351,1,25797,25920,27893.0,510,27246
352,2,25840,25920,28249.0,568,28046
353,3,25874,25920,27981.0,655,28840
354,4,25896,25920,28500.0,393,29529
355,5,25906,25920,28269.0,496,29544
356,0,25961,27360,29164.0,395,28773
357,9,25981,27360,28798.0,540,29169
358,6,26208,27360,28898.0,416,29089
359,7,26459,27360,28828.0,539,29451
360,9,26568,27360,28888.0,540,29791
361,8,26666,27360,28976.0,597,30107
362,4,26871,27360,29148.0,393,29428
363,3,26920,27360,28796.0,655,28582
364,0,26988,27360,29185.0,395,29530
365,2,27023,27360,28931.0,568,29528
366,1,27081,27360,29006.0,510,29034
367,6,27131,27360,29076.0,416,28585
368,7,27197,27360,29194.0,539,28874
369,5,27224,27360,29185.0,496,29771
370,7,27319,27360,29300.0,539,30838
371,9,27320,27360,29160.0,540,29684
372,8,27424,28800,30525.0,597,30254
373,2,27459,28800,30114.0,568,30969
374,0,27476,28800,30936.0,395,29932
375,6,27480,28800,30418.0,416,30036
376,1,27489,28800,30555.0,510,31449
377,3,27510,28800,30710.0,655,30395
378,5,27524,28800,30670.0,496,30669
379,4,27623,28800,30935.0,393,31056
380,8,27701,28800,31413.0,597,29997
381,7,27761,28800,31036.0,539,30608
382,0,27773,28800,30962.0,395,30169
383,9,27798,28800,30942.0,540,30957
384,2,27958,28800,30489.0,568,30505
385,6,27980,28800,30956.0,416,32089
386,5,28063,28800,31374.0,496,30144
387,4,28105,28800,31306.0,393,31141
388,1,28229,28800,30714.0,510,30721
389,3,28272,28800,30781.0,655,30899
390,0,28282,28800,31063.0,395,30963
391,3,28394,28800,30958.0,655,31570
392,9,28410,28800,31349.0,540,31438
393,6,28456,28800,31245.0,416,30149
394,8,28667,28800,31495.0,597,30591
395,1,28680,28800,30833.0,510,32491
396,4,28703,28800,31439.0,393,33328
397,5,28706,28800,31399.0,496,31121
398,7,28982,30240,32145.0,539,31639
399,2,29007,30240,31715.0,568,32012
400,5,29046,30240,32071.0,496,32884
401,0,29072,30240,32277.0,395,32784
402,1,29131,30240,31967.0,510,32311
403,3,29147,30240,32120.0,655,31903
404,9,29175,30240,32046.0,540,32029
405,7,29186,30240,32604.0,539,32852
406,2,29396,30240,32308.0,568,32270
407,8,29399,30240,31821.0,597,33885
408,6,29417,30240,32459.0,416,31825
409,4,29422,30240,32543.0,393,31417
410,1,29556,30240,32031.0,510,32190
411,2,29652,30240,33081.0,568,32128
412,0,29668,30240,32506.0,395,32386
413,9,29752,30240,32566.0,540,32344
414,3,29770,30240,32689.0,655,31785
415,6,29868,30240,32999.0,416,31804
416,4,29875,30240,32756.0,393,32952
417,5,29997,30240,32591.0,496,31946
418,7,30022,30240,33036.0,539,33880
419,8,30041,30240,32689.0,597,34135
420,8,30117,30240,33266.0,597,33918
421,3,30261,31680,33199.0,655,32734
422,0,30269,31680,33402.0,395,33649
423,9,30278,31680,33434.0,540,32404
424,5,30281,31680,33311.0,496,33930
425,1,30314,31680,33296.0,510,33358
426,6,30492,31680,33205.0,416,33219
427,4,30673,31680,33389.0,393,33815
428,7,30934,31680,33265.0,539,34312
429,2,30979,31680,33238.0,568,32626
430,6,31147,31680,33299.0,416,33784
431,5,31173,31680,33790.0,496,33529
432,2,31460,31680,33422.0,568,33397
433,4,31541,31680,33527.0,393,34299
434,0,31628,31680,33495.0,395,33542
435,3,31699,33120,34890.0,655,35082
436,8,31801,33120,34690.0,597,35124
437,1,31816,33120,34832.0,510,35036
438,9,31843,33120,34431.0,540,34862
439,7,31984,33120,35032.0,539,35414
440,6,32017,33120,34193.0,416,35440
441,5,32026,33120,34631.0,496,35071
442,3,32055,33120,34964.0,655,36629
443,1,32123,33120,34902.0,510,34878
444,2,32191,33120,35168.0,568,34545
445,9,32247,33120,35083.0,540,35627
446,8,32269,33120,34783.0,597,34364
447,7,32292,33120,35111.0,539,35559
448,0,32353,33120,35006.0,395,34428
449,4,32764,33120,35233.0,393,34934
450,7,32784,33120,35361.0,539,36418
451,0,32807,33120,35246.0,395,34763
452,4,32825,33120,35385.0,393,35297
453,2,32856,33120,35337.0,568,35059
454,9,32891,33120,35299.0,540,34893
455,6,32915,33120,35304.0,416,34713
456,8,32974,33120,35812.0,597,34171
457,5,33100,33120,35324.0,496,34098
458,1,33177,34560,36024.0,510,36836
459,3,33282,34560,36107.0,655,36627
460,4,33432,34560,36421.0,393,37295
461,1,33530,34560,36196.0,510,37013
462,3,33813,34560,36181.0,655,36449
463,2,33839,34560,36096.0,568,39066
464,6,33886,34560,36151.0,416,35765
465,9,34052,34560,36247.0,540,36294
466,7,34090,34560,36281.0,539,36219
467,5,34128,34560,35785.0,496,36489
468,8,34153,34560,35886.0,597,36326
469,0,34170,34560,36453.0,395,36335
470,7,34190,34560,36421.0,539,36646
471,0,34324,34560,36534.0,395,37359
472,8,34482,34560,36270.0,597,36561
473,5,34523,34560,36413.0,496,37318
474,4,34649,36000,37584.0,393,41621
475,6,34688,36000,36751.0,416,38559
476,9,34697,36000,36994.0,540,37459
477,1,34787,36000,37450.0,510,37454
478,3,34825,36000,37314.0,655,38095
479,2,34858,36000,37451.0,568,38055
480,8,34863,36000,37799.0,597,39137
481,2,34916,36000,37549.0,568,37675
482,9,35219,36000,37506.0,540,38694
483,4,35275,36000,37710.0,393,38815
484,0,35315,36000,37875.0,395,38260
485,7,35409,36000,37510.0,539,37883
486,1,35423,36000,37480.0,510,37235
487,5,35423,36000,37610.0,496,37706
488,3,35548,36000,37483.0,655,37896
489,6,35728,36000,37516.0,416,37697
490,6,35765,36000,37604.0,416,38934
491,5,36024,37440,38610.0,496,39535
492,8,36031,37440,38532.0,597,40195
493,3,36084,37440,38588.0,655,38930
494,9,36113,37440,38410.0,540,39790
495,0,36136,37440,38878.0,395,38641
496,7,36294,37440,38918.0,539,38960
497,2,36296,37440,38491.0,568,39866
498,4,36546,37440,39085.0,393,39153
499,1,36679,37440,38696.0,510,38501
500,0,36684,37440,38960.0,395,39687
501,8,36862,37440,39133.0,597,39713
502,9,37139,37440,38741.0,540,39994
503,2,37215,37440,38949.0,568,39567
504,6,37231,37440,38916.0,416,38330
505,4,37295,37440,39207.0,393,39386
506,5,37491,38880,40269.0,496,40524
507,7,37528,38880,40234.0,539,40835
508,1,37529,38880,40211.0,510,41024
509,3,37664,38880,40300.0,655,41315
510,0,37704,38880,40679.0,395,40696
511,7,37765,38880,40468.0,539,41887
512,9,37770,38880,40654.0,540,40068
513,4,37824,38880,40644.0,393,40808
514,5,37888,38880,40679.0,496,41177
515,6,37956,38880,40675.0,416,40731
516,3,38052,38880,40449.0,655,40915
517,8,38089,38880,40883.0,597,40506
518,2,38311,38880,40620.0,568,40967
519,1,38349,38880,40403.0,510,40202
520,1,38455,38880,40452.0,510,39845
521,2,38461,38880,40708.0,568,41087
522,7,38675,38880,40942.0,539,41437
523,3,38678,38880,40701.0,655,40792
524,0,38953,40320,41330.0,395,41984
525,5,38991,40320,41532.0,496,42252
526,9,39052,40320,41617.0,540,42220
527,4,39118,40320,42077.0,393,41609
528,8,39196,40320,41721.0,597,41912
529,6,39202,40320,41202.0,416,43425
530,8,39327,40320,42091.0,597,42612
531,6,39335,40320,41274.0,416,41890
532,3,39448,40320,41750.0,655,41739
533,4,39493,40320,42159.0,393,42321
534,9,39518,40320,42102.0,540,42153
535,2,39564,40320,42046.0,568,43730
536,0,39566,40320,42034.0,395,42769
537,1,39710,40320,41865.0,510,42388
538,5,39734,40320,42127.0,496,41876
539,7,39878,40320,41790.0,539,42937
540,4,40049,40320,42315.0,393,43073
541,7,40130,40320,42521.0,539,42574
542,0,40206,40320,42190.0,395,43097
543,3,40439,41760,43078.0,655,44572
544,5,40442,41760,42593.0,496,44835
545,9,40574,41760,43141.0,540,43593
546,6,40662,41760,42791.0,416,43392
547,1,40686,41760,42711.0,510,45649
548,2,40707,41760,42844.0,568,43071
549,8,40711,41760,43148.0,597,44377
550,4,40872,41760,43106.0,393,43267
551,6,40892,41760,42899.0,416,43668
552,7,40911,41760,43037.0,539,44284
553,5,40926,41760,43166.0,496,44485
554,1,41002,41760,43178.0,510,43597
555,0,41726,41760,43056.0,395,44456
556,3,41783,43200,44742.0,655,45522
557,2,41805,43200,44285.0,568,45321
558,9,41819,43200,44297.0,540,44857
559,8,41868,43200,44574.0,597,45588
560,7,42031,43200,44875.0,539,44897
561,3,42072,43200,44853.0,655,44811
562,4,42106,43200,44976.0,393,46226
563,8,42133,43200,44871.0,597,44757
564,2,42264,43200,44428.0,568,44594
565,0,42332,43200,45094.0,395,44785
566,1,42466,43200,44901.0,510,45567
567,6,42513,43200,44558.0,416,44677
568,9,42596,43200,45086.0,540,44997
569,5,42623,43200,44937.0,496,44920
570,1,42658,43200,44942.0,510,45086
571,9,42694,43200,45236.0,540,45773
572,2,42855,43200,45208.0,568,45374
573,7,42878,43200,45052.0,539,45166
574,4,42968,43200,45332.0,393,45757
575,0,43153,43200,45207.0,395,45058
576,8,43295,44640,46262.0,597,47221
577,5,43304,44640,46223.0,496,47034
578,6,43315,44640,45707.0,416,46230
579,3,43328,44640,46447.0,655,47209
580,1,43332,44640,46522.0,510,46427
581,7,43409,44640,46869.0,539,46925
582,4,43579,44640,46897.0,393,46413
583,2,43604,44640,45993.0,568,46037
584,6,43607,44640,45960.0,416,46218
585,8,43681,44640,46384.0,597,47053
586,3,43685,44640,46582.0,655,46278
587,9,43739,44640,46509.0,540,45763
588,0,43779,44640,46657.0,395,46892
589,5,43818,44640,47036.0,496,47063
590,7,43935,44640,46948.0,539,46984
591,2,43992,44640,46589.0,568,46264
592,0,44220,44640,46761.0,395,47372
593,8,44265,44640,47152.0,597,46180
594,5,44271,44640,47061.0,496,47140
595,1,44397,44640,46571.0,510,47065
596,4,44414,44640,47023.0,393,46757
597,3,44496,44640,46747.0,655,46144
598,9,44499,44640,47011.0,540,48038
599,6,44514,44640,46878.0,416,46086
600,0,44554,44640,46893.0,395,46406
601,1,44813,46080,47691.0,510,47767
602,2,44828,46080,47374.0,568,47764
603,3,44858,46080,47876.0,655,47594
604,4,44869,46080,48270.0,393,49649
605,5,45168,46080,47574.0,496,47320
606,6,45223,46080,47798.0,416,48604
607,7,45349,46080,48092.0,539,48455
608,8,45463,46080,48351.0,597,47758
609,9,45518,46080,48399.0,540,48385
610,6,45518,46080,47990.0,416,48085
611,7,45616,46080,48269.0,539,48149
612,2,45617,46080,48592.0,568,48546
613,1,45678,46080,47850.0,510,48074
614,4,45710,46080,48496.0,393,48833
615,0,45788,46080,48266.0,395,48008
616,8,45806,46080,48717.0,597,48691
617,5,45818,46080,48558.0,496,48869
618,3,45924,46080,47982.0,655,47198
619,9,45928,46080,48444.0,540,48049
620,0,45963,46080,48557.0,395,47543
621,7,46041,46080,48509.0,539,48006
622,3,46061,46080,48282.0,655,48271
623,1,46069,46080,48070.0,510,48107
624,6,46183,47520,48891.0,416,49402
625,8,46191,47520,50363.0,597,49499
626,4,46247,47520,50012.0,393,49735
627,9,46252,47520,49330.0,540,50137
628,5,46303,47520,50066.0,496,49258
629,2,46309,47520,48924.0,568,49944
630,6,46385,47520,49560.0,416,49745
631,2,46499,47520,49861.0,568,48786
632,9,46507,47520,50255.0,540,48810
633,8,46802,47520,50764.0,597,50940
634,0,46835,47520,49745.0,395,48944
635,5,46950,47520,50410.0,496,49372
636,4,46956,47520,50081.0,393,49577
637,1,46998,47520,49560.0,510,49026
638,3,47141,47520,49643.0,655,48618
639,7,47207,47520,49944.0,539,53083
640,6,47230,47520,49753.0,416,49133
641,5,47236,47520,50447.0,496,52070
642,4,47267,47520,50213.0,393,49781
643,1,47358,47520,49638.0,510,49999
644,9,47368,47520,50385.0,540,49153
645,2,47393,47520,50280.0,568,49391
646,7,47424,47520,50023.0,539,50352
647,8,47455,47520,50927.0,597,49988
648,3,47486,47520,49745.0,655,48836
649,0,47587,48960,51169.0,395,51561
650,3,47604,48960,50956.0,655,49980
651,6,47612,48960,50851.0,416,50344
652,7,47635,48960,51569.0,539,51402
653,8,47744,48960,51041.0,597,50795
654,4,47805,48960,51232.0,393,50855
655,2,47825,48960,50701.0,568,50447
656,0,47856,48960,51190.0,395,52022
657,1,47873,48960,51292.0,510,50707
658,5,48238,48960,51348.0,496,51217
659,9,48285,48960,51229.0,540,50883
660,4,48491,48960,51527.0,393,50135
661,5,48524,48960,51555.0,496,50796
662,3,48543,48960,51092.0,655,50813
663,1,48708,48960,51450.0,510,50427
664,6,48741,48960,51263.0,416,50417
665,2,48744,48960,51028.0,568,50221
666,8,48753,48960,51369.0,597,51077
667,9,48884,48960,51323.0,540,51963
668,0,48964,50400,52075.0,395,52395
669,7,49007,50400,51911.0,539,52411
670,4,49027,50400,52240.0,393,54477
671,0,49339,50400,52161.0,395,53155
672,5,49385,50400,51704.0,496,51464
673,9,49544,50400,51954.0,540,52366
674,1,49580,50400,51842.0,510,52562
675,2,49786,50400,52342.0,568,52124
676,8,49810,50400,52383.0,597,52564
677,7,49906,50400,51990.0,539,52284
678,6,49943,50400,52095.0,416,52147
679,3,50106,50400,51925.0,655,52218
680,7,50241,50400,52349.0,539,52474
681,4,50279,50400,52293.0,393,52715
682,0,50348,50400,52448.0,395,52672
683,8,50374,50400,52568.0,597,52107
684,3,50404,51840,53377.0,655,53564
685,9,50438,51840,53348.0,540,54122
686,5,50472,51840,53147.0,496,54969
687,6,50562,51840,52877.0,416,53111
688,1,50599,51840,53313.0,510,53246
689,2,50605,51840,53585.0,568,53517
690,2,50618,51840,53789.0,568,55651
691,1,50646,51840,53383.0,510,53696
692,6,50666,51840,53552.0,416,53343
693,5,50670,51840,53572.0,496,53217
694,0,50738,51840,53806.0,395,53520
695,9,50825,51840,53758.0,540,53511
