Job,Routing_ID,Arrival,Ready Time,Job Processing Time,Deadline
J25-0139,7,8914,10080,539,12366
J25-0140,2,8934,10080,568,13580
J25-0141,9,8969,10080,540,11824
J25-0142,3,8970,10080,655,11785
J25-0143,8,9045,10080,597,12598
J25-0144,0,9061,10080,395,11317
J25-0145,5,9250,10080,496,13575
J25-0146,4,9278,10080,393,12468
J25-0147,6,9337,10080,416,12369
J25-0148,1,9355,10080,510,14210
J25-0149,7,9405,10080,539,12834
J25-0150,0,9438,10080,395,11833
J25-0151,5,9438,10080,496,11363
J25-0152,2,9739,10080,568,12789
J25-0153,9,9856,10080,540,11622
J25-0154,3,9866,10080,655,12447
J25-0155,1,9990,10080,510,12254
J25-0156,7,10114,11520,539,15986
J25-0157,8,10248,11520,597,14309
J25-0158,4,10398,11520,393,13955
J25-0159,6,10408,11520,416,14040
J25-0160,7,10636,11520,539,14321
J25-0161,0,10669,11520,395,13052
J25-0162,5,10706,11520,496,12747
J25-0163,8,10781,11520,597,13333
J25-0164,2,10850,11520,568,14084
J25-0165,3,10988,11520,655,13509
J25-0166,9,11041,11520,540,12722
J25-0167,6,11047,11520,416,13014
J25-0168,4,11083,11520,393,14815
J25-0169,1,11087,11520,510,13502
J25-0170,0,11158,11520,395,13801
J25-0171,4,11281,11520,393,14322
J25-0172,8,11337,11520,597,14601
J25-0173,5,11387,11520,496,13260
J25-0174,2,11455,11520,568,13772
J25-0175,7,11621,12960,539,16055
J25-0176,3,11634,12960,655,15256
J25-0177,6,11682,12960,416,14216
J25-0178,9,11796,12960,540,14612
J25-0179,1,11856,12960,510,14409
J25-0180,0,11859,12960,395,14541
J25-0181,2,11902,12960,568,15342
J25-0182,5,11913,12960,496,15457
J25-0183,3,11959,12960,655,16445
J25-0184,9,11970,12960,540,15306
J25-0185,6,12080,12960,416,15254
J25-0186,4,12131,12960,393,15413
J25-0187,1,12258,12960,510,15273
J25-0188,8,12556,12960,597,14277
J25-0189,7,12573,12960,539,14838
J25-0190,6,12626,12960,416,14975
J25-0191,8,12656,12960,597,14347
J25-0192,3,12697,12960,655,14165
J25-0193,5,12711,12960,496,15394
J25-0194,7,12963,14400,539,16007
J25-0195,4,13220,14400,393,15769
J25-0196,9,13288,14400,540,16049
J25-0197,2,13339,14400,568,15998
J25-0198,1,13430,14400,510,15978
J25-0199,0,13457,14400,395,15759
J25-0200,5,13462,14400,496,17290
J25-0201,8,13514,14400,597,16663
J25-0202,6,13546,14400,416,16236
J25-0203,0,13634,14400,395,17622
J25-0204,2,13733,14400,568,15875
J25-0205,9,13765,14400,540,16295
J25-0206,3,13792,14400,655,17529
J25-0207,7,13858,14400,539,16627
J25-0208,4,13949,14400,393,16086
J25-0209,1,13969,14400,510,16345
J25-0210,4,13978,14400,393,16568
J25-0211,3,13999,14400,655,16388
J25-0212,7,14342,14400,539,16657
J25-0213,6,14350,14400,416,16397
J25-0214,9,14414,15840,540,18181
J25-0215,1,14608,15840,510,19881
J25-0216,2,14673,15840,568,17724
J25-0217,0,14708,15840,395,17780
J25-0218,8,14772,15840,597,18028
J25-0219,5,14920,15840,496,17303
J25-0220,3,14973,15840,655,17311
J25-0221,0,15033,15840,395,17958
J25-0222,9,15048,15840,540,18220
J25-0223,8,15099,15840,597,17592
J25-0224,6,15167,15840,416,17799
J25-0225,4,15228,15840,393,18153
J25-0226,7,15248,15840,539,17421
J25-0227,5,15267,15840,496,16887
J25-0228,2,15297,15840,568,17632
J25-0229,1,15402,15840,510,17662
J25-0230,5,15508,15840,496,18552
J25-0231,0,15594,15840,395,17194
J25-0232,6,15619,15840,416,18453
J25-0233,2,15657,15840,568,17486
J25-0234,3,15695,15840,655,17132
J25-0235,8,15769,15840,597,18609
J25-0236,9,15886,17280,540,18752
J25-0237,7,16043,17280,539,19354
J25-0238,1,16148,17280,510,19927
J25-0239,4,16188,17280,393,18882
J25-0240,4,16211,17280,393,21917
J25-0241,3,16250,17280,655,19100
J25-0242,5,16323,17280,496,18916
J25-0243,7,16332,17280,539,19744
J25-0244,6,16490,17280,416,19901
J25-0245,0,16534,17280,395,19043
J25-0246,2,16573,17280,568,19604
J25-0247,1,16712,17280,510,18798
J25-0248,8,16742,17280,597,19827
J25-0249,9,16750,17280,540,20025
J25-0250,8,16779,17280,597,20090
J25-0251,1,16801,17280,510,19135
J25-0252,2,16902,17280,568,19791
J25-0253,3,16990,17280,655,19820
J25-0254,4,17016,17280,393,20825
J25-0255,5,17068,17280,496,18424
J25-0256,0,17083,17280,395,19426
J25-0257,9,17139,17280,540,20135
J25-0258,6,17224,17280,416,19373
J25-0259,7,17247,17280,539,19715
J25-0260,9,17322,18720,540,20170
J25-0261,8,17357,18720,597,20813
J25-0262,4,17396,18720,393,21415
J25-0263,3,17600,18720,655,20574
J25-0264,0,17796,18720,395,20189
J25-0265,2,17887,18720,568,20656
J25-0266,1,17931,18720,510,21909
J25-0267,6,17948,18720,416,21011
J25-0268,7,18065,18720,539,21263
J25-0269,5,18135,18720,496,20910
J25-0270,7,18215,18720,539,21105
J25-0271,9,18238,18720,540,20310
J25-0272,8,18404,18720,597,21322
J25-0273,2,18489,18720,568,21657
J25-0274,0,18491,18720,395,21043
J25-0275,6,18638,18720,416,20794
J25-0276,1,18944,20160,510,21713
J25-0277,3,19161,20160,655,23191
J25-0278,5,19198,20160,496,22820
J25-0279,4,19206,20160,393,22458
J25-0280,8,19270,20160,597,22060
J25-0281,7,19362,20160,539,22037
J25-0282,0,19423,20160,395,21893
J25-0283,9,19458,20160,540,23070
J25-0284,2,19522,20160,568,21499
J25-0285,6,19569,20160,416,21708
J25-0286,5,19610,20160,496,22181
J25-0287,4,19675,20160,393,22271
J25-0288,1,19681,20160,510,23389
J25-0289,3,19740,20160,655,21406
J25-0290,0,19775,20160,395,22062
J25-0291,3,19818,20160,655,22079
J25-0292,9,19828,20160,540,22108
J25-0293,6,19981,20160,416,22390
J25-0294,8,20013,20160,597,24182
J25-0295,1,20181,21600,510,23918
J25-0296,4,20223,21600,393,23291
J25-0297,5,20264,21600,496,23428
J25-0298,7,20316,21600,539,23473
J25-0299,2,20407,21600,568,23379
J25-0300,5,20436,21600,496,23599
J25-0301,0,20450,21600,395,23333
J25-0302,1,20483,21600,510,23184
J25-0303,3,20552,21600,655,22923
J25-0304,9,20729,21600,540,22646
J25-0305,7,20884,21600,539,23125
J25-0306,2,20952,21600,568,23121
J25-0307,8,21060,21600,597,23302
J25-0308,6,21099,21600,416,22770
J25-0309,4,21173,21600,393,23902
J25-0310,1,21421,21600,510,23867
J25-0311,2,21753,23040,568,24117
J25-0312,0,21834,23040,395,26658
J25-0313,9,21912,23040,540,24378
J25-0314,3,22008,23040,655,25188
J25-0315,6,22063,23040,416,25479
J25-0316,4,22131,23040,393,25470
J25-0317,5,22239,23040,496,24916
J25-0318,7,22303,23040,539,26773
J25-0319,8,22454,23040,597,27124
J25-0320,8,22498,23040,597,25235
J25-0321,3,22560,23040,655,25554
J25-0322,0,22644,23040,395,25107
J25-0323,9,22826,23040,540,24929
J25-0324,5,22928,23040,496,24439
J25-0325,1,23019,23040,510,25550
J25-0326,6,23030,23040,416,24282
J25-0327,4,23130,24480,393,26030
J25-0328,7,23198,24480,539,26674
J25-0329,2,23340,24480,568,26319
J25-0330,6,23384,24480,416,26417
J25-0331,5,23385,24480,496,26172
J25-0332,2,23414,24480,568,26298
J25-0333,4,23417,24480,393,26966
J25-0334,0,23503,24480,395,25991
J25-0335,3,23514,24480,655,26178
J25-0336,8,23611,24480,597,25918
J25-0337,1,23691,24480,510,26739
J25-0338,9,23779,24480,540,25916
J25-0339,7,23801,24480,539,26523
J25-0340,6,23877,24480,416,25859
J25-0341,5,23913,24480,496,26932
J25-0342,3,23967,24480,655,25362
J25-0343,1,24013,24480,510,25651
J25-0344,2,24500,25920,568,28889
J25-0345,9,24525,25920,540,27718
J25-0346,8,24634,25920,597,29194
J25-0347,7,24722,25920,539,27574
J25-0348,0,24783,25920,395,28576
J25-0349,4,24784,25920,393,28067
J25-0350,7,24866,25920,539,31193
J25-0351,0,24878,25920,395,27359
J25-0352,4,25156,25920,393,27189
J25-0353,2,25163,25920,568,28198
J25-0354,9,25189,25920,540,27975
J25-0355,6,25292,25920,416,28019
J25-0356,8,25387,25920,597,28175
J25-0357,5,25414,25920,496,28229
J25-0358,1,25507,25920,510,27427
J25-0359,3,25523,25920,655,27965
J25-0360,4,25608,25920,393,27658
J25-0361,1,25654,25920,510,27661
J25-0362,3,25698,25920,655,28116
J25-0363,2,25756,25920,568,27307
J25-0364,6,25786,25920,416,27680
J25-0365,9,25797,25920,540,29076
J25-0366,7,25936,27360,539,28944
J25-0367,5,26056,27360,496,29565
J25-0368,8,26057,27360,597,30164
J25-0369,0,26204,27360,395,29570
J25-0370,7,26390,27360,539,29282
J25-0371,0,26491,27360,395,28513
J25-0372,8,26551,27360,597,30495
J25-0373,5,26563,27360,496,28916
J25-0374,4,26598,27360,393,29347
J25-0375,6,26606,27360,416,28462
J25-0376,9,26634,27360,540,29226
J25-0377,1,26840,27360,510,29193
J25-0378,3,26936,27360,655,29535
J25-0379,2,27221,27360,568,30649
J25-0380,8,27273,27360,597,29764
J25-0381,2,27304,27360,568,30080
J25-0382,9,27311,27360,540,30168
J25-0383,4,27373,28800,393,32763
J25-0384,0,27420,28800,395,30193
J25-0385,7,27685,28800,539,31276
J25-0386,1,27704,28800,510,31059
J25-0387,5,27708,28800,496,30786
J25-0388,3,27854,28800,655,31591
J25-0389,6,27869,28800,416,30817
J25-0390,6,27930,28800,416,30295
J25-0391,5,27933,28800,496,29891
J25-0392,8,27962,28800,597,30618
J25-0393,3,28111,28800,655,30197
J25-0394,9,28143,28800,540,31925
J25-0395,0,28236,28800,395,31002
J25-0396,7,28285,28800,539,31417
J25-0397,2,28347,28800,568,31045
J25-0398,4,28454,28800,393,31458
J25-0399,1,28526,28800,510,30778
J25-0400,0,28537,28800,395,31390
J25-0401,8,28677,28800,597,31710
J25-0402,9,28748,28800,540,31930
J25-0403,2,28875,30240,568,32002
J25-0404,6,28904,30240,416,32555
J25-0405,4,28931,30240,393,31747
J25-0406,5,28964,30240,496,32452
J25-0407,7,28996,30240,539,33153
J25-0408,1,28997,30240,510,31496
J25-0409,3,29140,30240,655,32602
J25-0410,0,29187,30240,395,32425
J25-0411,7,29196,30240,539,33999
J25-0412,9,29216,30240,540,32457
J25-0413,4,29233,30240,393,32842
J25-0414,5,29272,30240,496,33459
J25-0415,6,29589,30240,416,32018
J25-0416,3,29725,30240,655,32995
J25-0417,8,29797,30240,597,32412
J25-0418,2,29833,30240,568,31654
J25-0419,1,29839,30240,510,32341
J25-0420,1,29848,30240,510,32492
J25-0421,2,29912,30240,568,31926
J25-0422,7,30008,30240,539,32784
J25-0423,3,30045,30240,655,31370
J25-0424,0,30129,30240,395,32245
J25-0425,5,30178,30240,496,31587
J25-0426,9,30192,30240,540,31369
J25-0427,4,30207,30240,393,31654
J25-0428,8,30390,31680,597,34348
J25-0429,6,30420,31680,416,33681
J25-0430,8,30425,31680,597,32818
J25-0431,6,30445,31680,416,33014
J25-0432,3,30454,31680,655,33800
J25-0433,4,30480,31680,393,34792
J25-0434,9,30543,31680,540,34017
J25-0435,2,30567,31680,568,34294
J25-0436,0,30667,31680,395,33576
J25-0437,1,30715,31680,510,33898
J25-0438,5,30895,31680,496,33439
J25-0439,7,30952,31680,539,33272
J25-0440,4,31057,31680,393,33633
J25-0441,7,31113,31680,539,33703
J25-0442,0,31274,31680,395,33012
J25-0443,3,31310,31680,655,33336
J25-0444,5,31333,31680,496,33994
J25-0445,9,31408,31680,540,34468
J25-0446,6,31466,31680,416,33169
J25-0447,1,31478,31680,510,34273
J25-0448,2,31536,31680,568,34999
J25-0449,8,31549,31680,597,34164
J25-0450,4,31783,33120,393,35307
J25-0451,6,31937,33120,416,34669
J25-0452,7,32026,33120,539,35517
J25-0453,5,32107,33120,496,36174
J25-0454,1,32206,33120,510,35528
J25-0455,0,32262,33120,395,34792
J25-0456,3,32396,33120,655,35000
J25-0457,2,32434,33120,568,36116
J25-0458,9,32456,33120,540,35107
J25-0459,8,32514,33120,597,34913
J25-0460,7,32574,33120,539,37185
J25-0461,3,32790,33120,655,35258
J25-0462,4,32802,33120,393,36468
J25-0463,8,32847,33120,597,36686
J25-0464,2,32873,33120,568,34748
J25-0465,0,32960,33120,395,34928
J25-0466,1,33027,33120,510,35272
J25-0467,6,33032,33120,416,35418
J25-0468,9,33055,33120,540,36555
J25-0469,5,33114,33120,496,34953
J25-0470,1,33218,34560,510,36396
J25-0471,9,33246,34560,540,37195
J25-0472,2,33290,34560,568,35908
J25-0473,7,33291,34560,539,35997
J25-0474,4,33318,34560,393,36089
J25-0475,0,33430,34560,395,37410
J25-0476,8,33473,34560,597,37178
J25-0477,5,33623,34560,496,36264
J25-0478,6,33680,34560,416,37500
J25-0479,3,33736,34560,655,36224
J25-0480,1,33746,34560,510,35699
J25-0481,7,33858,34560,539,37695
J25-0482,4,33870,34560,393,36039
J25-0483,2,33874,34560,568,36527
J25-0484,6,33875,34560,416,35956
J25-0485,8,33940,34560,597,36894
J25-0486,3,33956,34560,655,36133
J25-0487,9,33974,34560,540,36974
J25-0488,0,33984,34560,395,36861
J25-0489,5,34019,34560,496,35722
J25-0490,7,34047,34560,539,36867
J25-0491,2,34138,34560,568,35669
J25-0492,0,34290,34560,395,35783
J25-0493,8,34493,34560,597,37073
J25-0494,5,34579,36000,496,38163
J25-0495,1,34592,36000,510,38133
J25-0496,4,34604,36000,393,37888
J25-0497,3,34678,36000,655,37946
J25-0498,9,34716,36000,540,38820
J25-0499,6,34763,36000,416,38455
J25-0500,4,34784,36000,393,39071
J25-0501,0,34792,36000,395,38287
J25-0502,5,34834,36000,496,39869
J25-0503,9,35116,36000,540,38250
J25-0504,3,35167,36000,655,37390
J25-0505,1,35287,36000,510,37995
J25-0506,6,35404,36000,416,36927
J25-0507,8,35450,36000,597,37610
J25-0508,7,35471,36000,539,38810
J25-0509,2,35540,36000,568,38078
J25-0510,6,35582,36000,416,37242
J25-0511,7,35631,36000,539,38120
J25-0512,2,35693,36000,568,37804
J25-0513,1,35773,36000,510,38034
J25-0514,4,35888,36000,393,37426
J25-0515,0,36038,37440,395,39289
J25-0516,8,36048,37440,597,40974
J25-0517,5,36060,37440,496,39719
J25-0518,3,36077,37440,655,38831
J25-0519,9,36110,37440,540,38404
J25-0520,0,36121,37440,395,39134
J25-0521,7,36230,37440,539,39138
J25-0522,3,36288,37440,655,39802
J25-0523,1,36451,37440,510,38718
J25-0524,6,36499,37440,416,38773
J25-0525,8,36542,37440,597,41387
J25-0526,4,36560,37440,393,38402
J25-0527,9,36597,37440,540,39192
J25-0528,5,36622,37440,496,39523
J25-0529,2,36645,37440,568,39080
J25-0530,6,36739,37440,416,38625
J25-0531,2,36742,37440,568,38609
J25-0532,9,36769,37440,540,40355
J25-0533,8,36797,37440,597,39884
J25-0534,0,36853,37440,395,39934
J25-0535,5,36914,37440,496,39750
J25-0536,4,36931,37440,393,39405
J25-0537,1,36963,37440,510,38796
J25-0538,3,36999,37440,655,38805
J25-0539,7,37068,37440,539,40178
J25-0540,6,37129,37440,416,38545
J25-0541,5,37192,37440,496,39530
J25-0542,4,37335,37440,393,40094
J25-0543,1,37355,37440,510,40011
J25-0544,9,37360,37440,540,39038
J25-0545,2,37442,38880,568,41080
J25-0546,7,37551,38880,539,41540
J25-0547,8,37560,38880,597,42380
J25-0548,3,37790,38880,655,41233
J25-0549,0,37805,38880,395,41708
J25-0550,3,37841,38880,655,41093
J25-0551,6,37861,38880,416,40892
J25-0552,7,37945,38880,539,41806
J25-0553,8,37954,38880,597,40711
J25-0554,4,38027,38880,393,42104
J25-0555,2,38030,38880,568,40487
J25-0556,0,38054,38880,395,41624
J25-0557,1,38080,38880,510,40733
J25-0558,5,38184,38880,496,40523
J25-0559,9,38298,38880,540,40784
J25-0560,4,38311,38880,393,40838
J25-0561,5,38567,38880,496,41564
J25-0562,3,38775,38880,655,40028
J25-0563,1,38873,38880,510,41180
J25-0564,6,38900,40320,416,41987
J25-0565,2,38927,40320,568,41647
J25-0566,8,38977,40320,597,42030
J25-0567,9,39040,40320,540,41808
J25-0568,0,39079,40320,395,41934
J25-0569,7,39284,40320,539,42497
J25-0570,4,39367,40320,393,42308
J25-0571,0,39396,40320,395,42212
J25-0572,5,39599,40320,496,42564
J25-0573,9,39617,40320,540,43796
J25-0574,1,39726,40320,510,42211
J25-0575,2,39893,40320,568,41117
J25-0576,8,39907,40320,597,42519
J25-0577,7,39993,40320,539,42146
J25-0578,6,39997,40320,416,42312
J25-0579,3,40004,40320,655,41892
J25-0580,7,40063,40320,539,41689
J25-0581,4,40141,40320,393,43500
J25-0582,0,40357,41760,395,44052
J25-0583,8,40419,41760,597,44235
J25-0584,3,40432,41760,655,44516
J25-0585,9,40464,41760,540,45131
J25-0586,5,40512,41760,496,43868
J25-0587,6,40556,41760,416,43947
J25-0588,1,40574,41760,510,43652
J25-0589,2,40759,41760,568,43630
J25-0590,2,40761,41760,568,44969
J25-0591,1,40770,41760,510,44244
J25-0592,6,40798,41760,416,43685
J25-0593,5,40815,41760,496,43325
J25-0594,0,40898,41760,395,44541
J25-0595,9,41053,41760,540,43321
J25-0596,8,41342,41760,597,43690
J25-0597,7,41346,41760,539,44555
J25-0598,3,41401,41760,655,43195
J25-0599,4,41588,41760,393,43044
J25-0600,7,41622,41760,539,44242
J25-0601,1,41660,41760,510,43366
J25-0602,4,41690,41760,393,43762
J25-0603,0,41707,41760,395,43558
J25-0604,2,41764,43200,568,46304
J25-0605,5,42049,43200,496,46300
J25-0606,8,42050,43200,597,45752
J25-0607,9,42149,43200,540,45327
J25-0608,3,42219,43200,655,44876
J25-0609,6,42264,43200,416,45365
J25-0610,4,42357,43200,393,45582
J25-0611,0,42379,43200,395,45163
J25-0612,2,42385,43200,568,44844
J25-0613,6,42409,43200,416,44941
J25-0614,8,42496,43200,597,45581
J25-0615,9,42580,43200,540,44860
J25-0616,1,42691,43200,510,45130
J25-0617,7,42700,43200,539,44836
J25-0618,5,42822,43200,496,45760
J25-0619,3,42849,43200,655,45413
J25-0620,6,42908,43200,416,44445
J25-0621,8,43068,43200,597,44810
J25-0622,0,43210,44640,395,46129
J25-0623,2,43220,44640,568,46214
J25-0624,1,43303,44640,510,46272
J25-0625,5,43306,44640,496,46416
J25-0626,3,43488,44640,655,47077
J25-0627,9,43583,44640,540,47088
J25-0628,4,43590,44640,393,47214
J25-0629,7,43690,44640,539,46500
J25-0630,5,43839,44640,496,47472
J25-0631,7,43899,44640,539,46540
J25-0632,6,43959,44640,416,47081
J25-0633,1,43984,44640,510,46286
J25-0634,2,44071,44640,568,46810
J25-0635,8,44209,44640,597,47178
J25-0636,3,44231,44640,655,46426
J25-0637,9,44320,44640,540,47012
J25-0638,4,44408,44640,393,46570
J25-0639,0,44496,44640,395,46090
J25-0640,2,44606,44640,568,46038
J25-0641,6,44651,46080,416,47570
J25-0642,9,44711,46080,540,48677
J25-0643,0,44837,46080,395,48728
J25-0644,4,44850,46080,393,48353
J25-0645,8,44886,46080,597,48894
J25-0646,7,45099,46080,539,47481
J25-0647,5,45300,46080,496,47886
J25-0648,1,45322,46080,510,47789
J25-0649,3,45580,46080,655,47690
J25-0650,5,45603,46080,496,47738
J25-0651,7,45691,46080,539,47790
J25-0652,8,45735,46080,597,48366
J25-0653,6,45764,46080,416,47423
J25-0654,2,45786,46080,568,48144
J25-0655,0,45861,46080,395,49198
J25-0656,9,45942,46080,540,48329
J25-0657,1,45991,46080,510,48084
J25-0658,3,46006,46080,655,49032
J25-0659,4,46011,46080,393,47146
J25-0660,7,46056,46080,539,47635
J25-0661,2,46083,47520,568,49893
J25-0662,3,46198,47520,655,50766
J25-0663,1,46241,47520,510,49144
J25-0664,6,46352,47520,416,49205
J25-0665,5,46473,47520,496,49190
J25-0666,0,46565,47520,395,49551
J25-0667,4,46716,47520,393,49366
J25-0668,8,46789,47520,597,50589
J25-0669,9,46791,47520,540,52431
J25-0670,4,46815,47520,393,50097
J25-0671,0,46877,47520,395,50325
J25-0672,7,46879,47520,539,49451
J25-0673,5,46981,47520,496,48753
J25-0674,6,47111,47520,416,48872
J25-0675,9,47248,47520,540,49015
J25-0676,1,47272,47520,510,50253
J25-0677,8,47420,47520,597,49027
J25-0678,2,47444,47520,568,50245
J25-0679,3,47519,47520,655,50104
J25-0680,3,47535,48960,655,50936
J25-0681,8,47602,48960,597,51459
J25-0682,7,47611,48960,539,50711
J25-0683,0,47617,48960,395,51273
J25-0684,6,47655,48960,416,50528
J25-0685,9,47751,48960,540,50178
J25-0686,5,47820,48960,496,51375
J25-0687,1,47831,48960,510,50394
J25-0688,4,48091,48960,393,50635
J25-0689,2,48208,48960,568,50790
J25-0690,8,48297,48960,597,50489
J25-0691,9,48302,48960,540,50769
J25-0692,5,48349,48960,496,50171
J25-0693,1,48391,48960,510,50733
J25-0694,3,48398,48960,655,50472
J25-0695,7,48464,48960,539,50302
J25-0696,0,48526,48960,395,50670
J25-0697,6,48690,48960,416,50931
J25-0698,2,48692,48960,568,50734
J25-0699,4,48794,48960,393,51249
J25-0700,2,48814,48960,568,50409
J25-0701,1,48886,48960,510,50603
J25-0702,0,48905,48960,395,51273
J25-0703,7,49051,50400,539,54410
J25-0704,4,49181,50400,393,52972
J25-0705,6,49273,50400,416,52373
J25-0706,5,49322,50400,496,51851
J25-0707,9,49361,50400,540,51672
J25-0708,3,49451,50400,655,51902
J25-0709,8,49483,50400,597,51955
J25-0710,0,49616,50400,395,53692
J25-0711,2,49721,50400,568,51871
J25-0712,8,50020,50400,597,52197
J25-0713,7,50080,50400,539,53582
J25-0714,4,50114,50400,393,52430
J25-0715,9,50181,50400,540,51701
J25-0716,5,50202,50400,496,51525
J25-0717,6,50395,50400,416,51758
J25-0718,3,50496,51840,655,54093
J25-0719,1,50505,51840,510,54734
J25-0720,7,50798,51840,539,53570
J25-0721,6,50838,51840,416,53376
J25-0722,9,50935,51840,540,53347
J25-0723,1,50960,51840,510,53829
J25-0724,2,51097,51840,568,53602
J25-0725,5,51107,51840,496,53883
J25-0726,0,51153,51840,395,53893
J25-0727,4,51316,51840,393,54207
J25-0728,3,51397,51840,655,54024
J25-0729,8,51574,51840,597,53477
J25-0730,8,51633,51840,597,53683
J25-0731,7,51712,51840,539,54212
J25-0732,5,51729,51840,496,53844
