Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
86,4,3,M05,6755,8722,7674,61,7735,-987,0,987
94,4,6,M08,7166,9133,7681,21,7702,-1431,0,1431
90,9,3,M06,7005,9708,7696,7,7703,-2005,0,2005
90,9,4,M08,7005,9708,7703,64,7767,-1941,0,1941
89,8,2,M03,6974,9963,7711,76,7787,-2176,0,2176
87,2,8,M09,6857,9700,7722,45,7767,-1933,0,1933
91,3,1,M02,7006,10285,7734,95,7829,-2456,0,2456
88,5,2,M05,6880,9363,7735,52,7787,-1576,0,1576
81,0,1,M01,6286,8264,7738,78,7816,-448,0,448
77,6,7,M08,6048,8131,7767,89,7856,-275,0,275
90,9,5,M09,7005,9708,7767,76,7843,-1865,0,1865
62,2,9,M04,4959,7802,7769,33,7802,0,0,0
89,8,3,M05,6974,9963,7787,51,7838,-2125,0,2125
71,9,8,M04,5523,8226,7802,90,7892,-334,0,334
76,4,9,M06,5893,7860,7807,53,7860,0,0,0
82,3,0,M01,6310,9589,7816,81,7897,-1692,0,1692
86,4,4,M03,6755,8722,7828,26,7854,-868,0,868
81,0,2,M02,6286,8264,7829,9,7838,-426,0,426
91,3,2,M00,7006,10285,7829,71,7900,-2385,0,2385
89,8,4,M02,6974,9963,7838,85,7923,-2040,0,2040
64,9,9,M07,5183,7886,7841,45,7886,0,0,0
90,9,6,M05,7005,9708,7843,47,7890,-1818,0,1818
81,0,3,M03,6286,8264,7854,36,7890,-374,0,374
95,2,4,M08,7178,10021,7856,90,7946,-2075,0,2075
60,3,9,M05,4654,7933,7890,43,7933,0,0,0
90,9,7,M03,7005,9708,7890,52,7942,-1766,0,1766
81,0,4,M04,6286,8264,7893,49,7942,-322,0,322
83,7,2,M01,6371,9069,7897,46,7943,-1126,0,1126
79,5,0,M02,6229,8712,7923,84,8007,-705,0,705
81,0,5,M05,6286,8264,7942,11,7953,-311,0,311
88,5,3,M03,6880,9363,7942,95,8037,-1326,0,1326
90,9,8,M04,7005,9708,7942,90,8032,-1676,0,1676
84,6,0,M01,6510,8593,7943,46,7989,-604,0,604
69,1,9,M08,5426,7979,7949,30,7979,0,0,0
95,2,5,M05,7178,10021,7953,10,7963,-2058,0,2058
83,7,3,M05,6371,9069,7963,74,8037,-1032,0,1032
81,0,6,M06,6286,8264,7967,62,8029,-235,0,235
95,2,6,M07,7178,10021,7982,12,7994,-2027,0,2027
84,6,1,M00,6510,8593,7989,37,8026,-567,0,567
79,5,1,M01,6229,8712,8007,2,8009,-703,0,703
78,1,1,M02,6102,8655,8010,90,8100,-555,0,555
85,9,0,M01,6738,9441,8015,85,8100,-1341,0,1341
83,7,4,M04,6371,9069,8037,32,8069,-1000,0,1000
84,6,2,M03,6510,8593,8037,61,8098,-495,0,495
88,5,4,M08,6880,9363,8037,48,8085,-1278,0,1278
77,6,8,M07,6048,8131,8046,30,8076,-55,0,55
80,1,0,M00,6271,8824,8057,43,8100,-724,0,724
79,5,2,M05,6229,8712,8069,52,8121,-591,0,591
77,6,9,M04,6048,8131,8076,55,8131,0,0,0
81,0,7,M07,6286,8264,8076,56,8132,-132,0,132
88,5,5,M09,6880,9363,8085,72,8157,-1206,0,1206
84,6,3,M02,6510,8593,8100,13,8113,-480,0,480
85,9,1,M00,6738,9441,8100,13,8113,-1328,0,1328
84,6,4,M06,6510,8593,8113,32,8145,-448,0,448
85,9,2,M02,6738,9441,8113,61,8174,-1267,0,1267
79,5,3,M03,6229,8712,8121,95,8216,-496,0,496
78,1,2,M04,6102,8655,8131,75,8206,-449,0,449
81,0,8,M08,6286,8264,8132,44,8176,-88,0,88
88,5,6,M00,6880,9363,8157,47,8204,-1159,0,1159
93,7,0,M02,7131,9829,8174,31,8205,-1624,0,1624
71,9,9,M07,5523,8226,8181,45,8226,0,0,0
85,9,3,M06,6738,9441,8193,7,8200,-1241,0,1241
83,7,5,M06,6371,9069,8200,88,8288,-781,0,781
80,1,1,M02,6271,8824,8205,90,8295,-529,0,529
93,7,1,M00,7131,9829,8205,86,8291,-1538,0,1538
78,1,3,M09,6102,8655,8206,11,8217,-438,0,438
86,4,5,M04,6755,8722,8206,69,8275,-447,0,447
75,3,0,M01,5853,9132,8210,81,8291,-841,0,841
79,5,4,M08,6229,8712,8216,48,8264,-448,0,448
81,0,9,M09,6286,8264,8243,21,8264,0,0,0
84,6,5,M05,6510,8593,8243,21,8264,-329,0,329
78,1,4,M03,6102,8655,8247,69,8316,-339,0,339
65,8,9,M08,5349,8338,8264,74,8338,0,0,0
84,6,6,M09,6510,8593,8264,32,8296,-297,0,297
93,7,2,M01,7131,9829,8291,46,8337,-1492,0,1492
80,1,2,M04,6271,8824,8295,75,8370,-454,0,454
79,5,5,M09,6229,8712,8296,72,8368,-344,0,344
74,7,9,M03,5697,8395,8316,79,8395,0,0,0
78,1,5,M01,6102,8655,8337,28,8365,-290,0,290
93,7,3,M05,7131,9829,8337,74,8411,-1418,0,1418
84,6,7,M08,6510,8593,8338,89,8427,-166,0,166
78,1,6,M06,6102,8655,8365,46,8411,-244,0,244
79,5,6,M00,6229,8712,8368,47,8415,-297,0,297
80,1,3,M09,6271,8824,8384,11,8395,-429,0,429
80,1,4,M03,6271,8824,8395,69,8464,-360,0,360
78,1,7,M05,6102,8655,8411,46,8457,-198,0,198
79,5,7,M06,6229,8712,8415,65,8480,-232,0,232
84,6,8,M07,6510,8593,8427,30,8457,-136,0,136
73,2,9,M04,5637,8480,8447,33,8480,0,0,0
78,1,8,M07,6102,8655,8457,72,8529,-126,0,126
80,1,5,M01,6271,8824,8464,28,8492,-332,0,332
75,3,1,M02,5853,9132,8468,95,8563,-569,0,569
79,5,8,M04,6229,8712,8480,6,8486,-226,0,226
80,1,6,M06,6271,8824,8492,46,8538,-286,0,286
86,4,6,M08,6755,8722,8497,21,8518,-204,0,204
93,7,4,M04,7131,9829,8506,32,8538,-1291,0,1291
72,8,9,M08,5603,8592,8518,74,8592,0,0,0
86,4,7,M07,6755,8722,8535,49,8584,-138,0,138
80,1,7,M05,6271,8824,8538,46,8584,-240,0,240
84,6,9,M04,6510,8593,8538,55,8593,0,0,0
93,7,5,M06,7131,9829,8538,88,8626,-1203,0,1203
75,3,2,M00,5853,9132,8563,71,8634,-498,0,498
82,3,1,M02,6310,9589,8563,95,8658,-931,0,931
80,1,8,M07,6271,8824,8584,72,8656,-168,0,168
86,4,8,M09,6755,8722,8584,72,8656,-66,0,66
83,7,6,M08,6371,9069,8592,19,8611,-458,0,458
78,1,9,M08,6102,8655,8625,30,8655,0,0,0
75,3,3,M04,5853,9132,8634,99,8733,-399,0,399
93,7,6,M08,7131,9829,8655,19,8674,-1155,0,1155
82,3,2,M00,6310,9589,8658,71,8729,-860,0,860
83,7,7,M09,6371,9069,8662,48,8710,-359,0,359
86,4,9,M06,6755,8722,8669,53,8722,0,0,0
79,5,9,M07,6229,8712,8687,25,8712,0,0,0
93,7,7,M09,7131,9829,8710,48,8758,-1071,0,1071
75,3,4,M06,5853,9132,8733,9,8742,-390,0,390
82,3,3,M04,6310,9589,8733,99,8832,-757,0,757
75,3,5,M08,5853,9132,8742,52,8794,-338,0,338
93,7,8,M07,7131,9829,8758,36,8794,-1035,0,1035
75,3,6,M07,5853,9132,8794,85,8879,-253,0,253
80,1,9,M08,6271,8824,8794,30,8824,0,0,0
83,7,8,M07,6371,9069,8879,36,8915,-154,0,154
75,3,7,M03,5853,9132,8888,98,8986,-146,0,146
94,4,7,M07,7166,9133,8959,49,9008,-125,0,125
75,3,8,M09,5853,9132,8986,22,9008,-124,0,124
83,7,9,M03,6371,9069,8990,79,9069,0,0,0
82,3,4,M06,6310,9589,9006,9,9015,-574,0,574
94,4,8,M09,7166,9133,9008,72,9080,-53,0,53
82,3,5,M08,6310,9589,9015,52,9067,-522,0,522
85,9,4,M08,6738,9441,9067,64,9131,-310,0,310
94,4,9,M06,7166,9133,9080,53,9133,0,0,0
75,3,9,M05,5853,9132,9089,43,9132,0,0,0
85,9,5,M09,6738,9441,9131,76,9207,-234,0,234
88,5,7,M06,6880,9363,9133,65,9198,-165,0,165
85,9,6,M05,6738,9441,9207,47,9254,-187,0,187
82,3,6,M07,6310,9589,9253,85,9338,-251,0,251
85,9,7,M03,6738,9441,9254,52,9306,-135,0,135
88,5,8,M04,6880,9363,9300,6,9306,-57,0,57
85,9,8,M04,6738,9441,9306,90,9396,-45,0,45
88,5,9,M07,6880,9363,9338,25,9363,0,0,0
85,9,9,M07,6738,9441,9396,45,9441,0,0,0
82,3,7,M03,6310,9589,9426,98,9524,-65,0,65
92,8,1,M01,7122,10111,9476,69,9545,-566,0,566
82,3,8,M09,6310,9589,9524,22,9546,-43,0,43
92,8,2,M03,7122,10111,9545,76,9621,-490,0,490
82,3,9,M05,6310,9589,9546,43,9589,0,0,0
89,8,5,M09,6974,9963,9546,11,9557,-406,0,406
89,8,6,M06,6974,9963,9557,40,9597,-366,0,366
92,8,3,M05,7122,10111,9621,51,9672,-439,0,439
90,9,9,M07,7005,9708,9663,45,9708,0,0,0
87,2,9,M04,6857,9700,9667,33,9700,0,0,0
92,8,4,M02,7122,10111,9672,85,9757,-354,0,354
89,8,7,M07,6974,9963,9708,89,9797,-166,0,166
93,7,9,M03,7131,9829,9750,79,9829,0,0,0
92,8,5,M09,7122,10111,9757,11,9768,-343,0,343
92,8,6,M06,7122,10111,9768,40,9808,-303,0,303
89,8,8,M04,6974,9963,9797,26,9823,-140,0,140
92,8,7,M07,7122,10111,9808,89,9897,-214,0,214
95,2,7,M06,7178,10021,9808,89,9897,-124,0,124
91,3,3,M04,7006,10285,9823,99,9922,-363,0,363
89,8,9,M08,6974,9963,9889,74,9963,0,0,0
95,2,8,M09,7178,10021,9897,45,9942,-79,0,79
92,8,8,M04,7122,10111,9922,26,9948,-163,0,163
91,3,4,M06,7006,10285,9976,9,9985,-300,0,300
91,3,5,M08,7006,10285,9985,52,10037,-248,0,248
95,2,9,M04,7178,10021,9988,33,10021,0,0,0
91,3,6,M07,7006,10285,10037,85,10122,-163,0,163
92,8,9,M08,7122,10111,10037,74,10111,0,0,0
91,3,7,M03,7006,10285,10122,98,10220,-65,0,65
91,3,8,M09,7006,10285,10220,22,10242,-43,0,43
91,3,9,M05,7006,10285,10242,43,10285,0,0,0
