Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
25,6,8,M07,1794,3877,3419,30,3449,-428,0,428
27,4,6,M08,2132,4099,3419,21,3440,-659,0,659
31,1,1,M02,2413,4966,3427,90,3517,-1449,0,1449
20,7,5,M06,1472,4170,3432,88,3520,-650,0,650
22,2,2,M03,1521,4364,3433,39,3472,-892,0,892
8,8,9,M08,526,3515,3441,74,3515,0,0,0
38,4,2,M01,2652,4619,3446,22,3468,-1151,0,1151
26,9,1,M00,1882,4585,3449,13,3462,-1123,0,1123
27,4,7,M07,2132,4099,3449,49,3498,-601,0,601
28,0,4,M04,2190,4168,3461,49,3510,-658,0,658
29,1,3,M09,2238,4791,3461,11,3472,-1319,0,1319
21,3,2,M00,1495,4774,3462,71,3533,-1241,0,1241
38,4,3,M05,2652,4619,3468,61,3529,-1090,0,1090
39,0,1,M01,2663,4641,3468,78,3546,-1095,0,1095
23,8,2,M03,1557,4546,3472,76,3548,-998,0,998
27,4,8,M09,2132,4099,3498,72,3570,-529,0,529
24,5,8,M04,1602,4085,3510,6,3516,-569,0,569
22,2,3,M02,1521,4364,3517,74,3591,-773,0,773
31,1,2,M04,2413,4966,3517,75,3592,-1374,0,1374
20,7,6,M08,1472,4170,3520,19,3539,-631,0,631
28,0,5,M05,2190,4168,3529,11,3540,-628,0,628
33,6,1,M00,2528,4611,3533,37,3570,-1041,0,1041
28,0,6,M06,2190,4168,3540,62,3602,-566,0,566
40,4,2,M01,2862,4829,3546,22,3568,-1261,0,1261
23,8,3,M05,1557,4546,3548,51,3599,-947,0,947
38,4,4,M03,2652,4619,3548,26,3574,-1045,0,1045
32,5,1,M01,2478,4961,3568,2,3570,-1391,0,1391
20,7,7,M09,1472,4170,3570,48,3618,-552,0,552
34,9,0,M01,2533,5236,3570,85,3655,-1581,0,1581
35,7,1,M00,2576,5274,3570,86,3656,-1618,0,1618
33,6,2,M03,2528,4611,3574,61,3635,-976,0,976
26,9,2,M02,1882,4585,3591,61,3652,-933,0,933
21,3,3,M04,1495,4774,3592,99,3691,-1083,0,1083
16,1,9,M08,1254,3807,3593,30,3623,-184,0,184
40,4,3,M05,2862,4829,3599,61,3660,-1169,0,1169
28,0,7,M07,2190,4168,3602,56,3658,-510,0,510
31,1,3,M09,2413,4966,3618,11,3629,-1337,0,1337
22,2,4,M08,1521,4364,3623,90,3713,-651,0,651
29,1,4,M03,2238,4791,3635,69,3704,-1087,0,1087
23,8,4,M02,1557,4546,3652,85,3737,-809,0,809
26,9,3,M06,1882,4585,3652,7,3659,-926,0,926
30,8,1,M01,2278,5267,3655,69,3724,-1543,0,1543
34,9,1,M00,2533,5236,3656,13,3669,-1567,0,1567
20,7,8,M07,1472,4170,3658,36,3694,-476,0,476
32,5,2,M05,2478,4961,3660,52,3712,-1249,0,1249
21,3,4,M06,1495,4774,3691,9,3700,-1074,0,1074
40,4,4,M03,2862,4829,3704,26,3730,-1099,0,1099
22,2,5,M05,1521,4364,3713,10,3723,-641,0,641
28,0,8,M08,2190,4168,3713,44,3757,-411,0,411
22,2,6,M07,1521,4364,3723,12,3735,-629,0,629
29,1,5,M01,2238,4791,3724,28,3752,-1039,0,1039
32,5,3,M03,2478,4961,3730,95,3825,-1136,0,1136
40,4,5,M04,2862,4829,3730,69,3799,-1030,0,1030
22,2,7,M06,1521,4364,3735,89,3824,-540,0,540
23,8,5,M09,1557,4546,3737,11,3748,-798,0,798
33,6,3,M02,2528,4611,3737,13,3750,-861,0,861
39,0,2,M02,2663,4641,3750,9,3759,-882,0,882
37,2,0,M01,2645,5488,3752,91,3843,-1645,0,1645
26,9,4,M08,1882,4585,3757,64,3821,-764,0,764
34,9,2,M02,2533,5236,3759,61,3820,-1416,0,1416
21,3,5,M08,1495,4774,3821,52,3873,-901,0,901
26,9,5,M09,1882,4585,3821,76,3897,-688,0,688
25,6,9,M04,1794,3877,3822,55,3877,0,0,0
33,6,4,M06,2528,4611,3824,32,3856,-755,0,755
39,0,3,M03,2663,4641,3825,36,3861,-780,0,780
35,7,2,M01,2576,5274,3843,46,3889,-1385,0,1385
37,2,1,M00,2645,5488,3843,85,3928,-1560,0,1560
23,8,6,M06,1557,4546,3856,40,3896,-650,0,650
33,6,5,M05,2528,4611,3856,21,3877,-734,0,734
31,1,4,M03,2413,4966,3861,69,3930,-1036,0,1036
21,3,6,M07,1495,4774,3873,85,3958,-816,0,816
40,4,6,M08,2862,4829,3873,21,3894,-935,0,935
39,0,4,M04,2663,4641,3877,49,3926,-715,0,715
35,7,3,M05,2576,5274,3889,74,3963,-1311,0,1311
36,3,0,M01,2594,5873,3889,81,3970,-1903,0,1903
32,5,4,M08,2478,4961,3894,48,3942,-1019,0,1019
29,1,6,M06,2238,4791,3896,46,3942,-849,0,849
22,2,8,M09,1521,4364,3897,45,3942,-422,0,422
38,4,5,M04,2652,4619,3926,69,3995,-624,0,624
30,8,2,M03,2278,5267,3930,76,4006,-1261,0,1261
33,6,6,M09,2528,4611,3942,32,3974,-637,0,637
34,9,3,M06,2533,5236,3942,7,3949,-1287,0,1287
34,9,4,M08,2533,5236,3949,64,4013,-1223,0,1223
23,8,7,M07,1557,4546,3958,89,4047,-499,0,499
39,0,5,M05,2663,4641,3963,11,3974,-667,0,667
31,1,5,M01,2413,4966,3970,28,3998,-968,0,968
36,3,1,M02,2594,5873,3970,95,4065,-1808,0,1808
17,3,9,M05,1285,4564,3974,43,4017,-547,0,547
32,5,5,M09,2478,4961,3974,72,4046,-915,0,915
39,0,6,M06,2663,4641,3974,62,4036,-605,0,605
35,7,4,M04,2576,5274,3995,32,4027,-1247,0,1247
37,2,2,M03,2645,5488,4006,39,4045,-1443,0,1443
38,4,6,M08,2652,4619,4013,21,4034,-585,0,585
26,9,6,M05,1882,4585,4017,47,4064,-521,0,521
33,6,7,M08,2528,4611,4034,89,4123,-488,0,488
27,4,9,M06,2132,4099,4046,53,4099,0,0,0
32,5,6,M00,2478,4961,4046,47,4093,-868,0,868
34,9,5,M09,2533,5236,4046,76,4122,-1114,0,1114
23,8,8,M04,1557,4546,4047,26,4073,-473,0,473
24,5,9,M07,1602,4085,4060,25,4085,0,0,0
29,1,7,M05,2238,4791,4064,46,4110,-681,0,681
37,2,3,M02,2645,5488,4065,74,4139,-1349,0,1349
38,4,7,M07,2652,4619,4085,49,4134,-485,0,485
20,7,9,M03,1472,4170,4091,79,4170,0,0,0
36,3,2,M00,2594,5873,4093,71,4164,-1709,0,1709
31,1,6,M06,2413,4966,4099,46,4145,-821,0,821
30,8,3,M05,2278,5267,4110,51,4161,-1106,0,1106
39,0,7,M07,2663,4641,4134,56,4190,-451,0,451
37,2,4,M08,2645,5488,4139,90,4229,-1259,0,1259
32,5,7,M06,2478,4961,4145,65,4210,-751,0,751
28,0,9,M09,2190,4168,4147,21,4168,0,0,0
30,8,4,M02,2278,5267,4161,85,4246,-1021,0,1021
31,1,7,M05,2413,4966,4161,46,4207,-759,0,759
36,3,3,M04,2594,5873,4164,99,4263,-1610,0,1610
38,4,8,M09,2652,4619,4168,72,4240,-379,0,379
26,9,7,M03,1882,4585,4170,52,4222,-363,0,363
33,6,8,M07,2528,4611,4190,30,4220,-391,0,391
34,9,6,M05,2533,5236,4207,47,4254,-982,0,982
35,7,5,M06,2576,5274,4210,88,4298,-976,0,976
40,4,7,M07,2862,4829,4220,49,4269,-560,0,560
21,3,7,M03,1495,4774,4222,98,4320,-454,0,454
39,0,8,M08,2663,4641,4229,44,4273,-368,0,368
30,8,5,M09,2278,5267,4246,11,4257,-1010,0,1010
37,2,5,M05,2645,5488,4254,10,4264,-1224,0,1224
32,5,8,M04,2478,4961,4263,6,4269,-692,0,692
29,1,8,M07,2238,4791,4269,72,4341,-450,0,450
40,4,8,M09,2862,4829,4269,72,4341,-488,0,488
30,8,6,M06,2278,5267,4298,40,4338,-929,0,929
35,7,6,M08,2576,5274,4298,19,4317,-957,0,957
34,9,7,M03,2533,5236,4320,52,4372,-864,0,864
22,2,9,M04,1521,4364,4331,33,4364,0,0,0
36,3,4,M06,2594,5873,4338,9,4347,-1526,0,1526
21,3,8,M09,1495,4774,4341,22,4363,-411,0,411
31,1,8,M07,2413,4966,4341,72,4413,-553,0,553
36,3,5,M08,2594,5873,4347,52,4399,-1474,0,1474
35,7,7,M09,2576,5274,4363,48,4411,-863,0,863
26,9,8,M04,1882,4585,4364,90,4454,-131,0,131
30,8,7,M07,2278,5267,4413,89,4502,-765,0,765
34,9,8,M04,2533,5236,4454,90,4544,-692,0,692
23,8,9,M08,1557,4546,4472,74,4546,0,0,0
35,7,8,M07,2576,5274,4502,36,4538,-736,0,736
26,9,9,M07,1882,4585,4540,45,4585,0,0,0
33,6,9,M04,2528,4611,4556,55,4611,0,0,0
38,4,9,M06,2652,4619,4566,53,4619,0,0,0
37,2,6,M07,2645,5488,4585,12,4597,-891,0,891
36,3,6,M07,2594,5873,4597,85,4682,-1191,0,1191
30,8,8,M04,2278,5267,4611,26,4637,-630,0,630
37,2,7,M06,2645,5488,4619,89,4708,-780,0,780
39,0,9,M09,2663,4641,4620,21,4641,0,0,0
36,3,7,M03,2594,5873,4682,98,4780,-1093,0,1093
37,2,8,M09,2645,5488,4708,45,4753,-735,0,735
21,3,9,M05,1495,4774,4731,43,4774,0,0,0
29,1,9,M08,2238,4791,4761,30,4791,0,0,0
40,4,9,M06,2862,4829,4776,53,4829,0,0,0
36,3,8,M09,2594,5873,4780,22,4802,-1071,0,1071
31,1,9,M08,2413,4966,4936,30,4966,0,0,0
32,5,9,M07,2478,4961,4936,25,4961,0,0,0
34,9,9,M07,2533,5236,5191,45,5236,0,0,0
30,8,9,M08,2278,5267,5193,74,5267,0,0,0
35,7,9,M03,2576,5274,5195,79,5274,0,0,0
37,2,9,M04,2645,5488,5455,33,5488,0,0,0
36,3,9,M05,2594,5873,5830,43,5873,0,0,0
