Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
17,3,0,M01,1343,3576,2311,81,2392,-1184,0,1184
13,2,2,M03,1046,3095,2322,39,2361,-734,0,734
8,8,3,M05,550,3151,2333,51,2384,-767,0,767
2,2,8,M09,158,2557,2345,45,2390,-167,0,167
5,5,6,M00,485,2665,2345,47,2392,-273,0,273
4,4,4,M03,404,3093,2361,26,2387,-706,0,706
13,2,3,M02,1046,3095,2361,74,2435,-660,0,660
1,1,9,M08,136,2401,2371,30,2401,0,0,0
6,6,9,M04,501,2430,2375,55,2430,0,0,0
11,9,6,M05,969,3062,2384,47,2431,-631,0,631
10,0,3,M03,963,3141,2387,36,2423,-718,0,718
5,5,7,M06,485,2665,2392,65,2457,-208,0,208
14,4,2,M01,1177,4133,2392,22,2414,-1719,0,1719
15,7,6,M08,1193,3082,2401,19,2420,-662,0,662
7,7,2,M01,528,4218,2414,46,2460,-1758,0,1758
15,7,7,M09,1193,3082,2420,48,2468,-614,0,614
0,0,3,M03,51,3302,2423,36,2459,-843,0,843
4,4,5,M04,404,3093,2430,69,2499,-594,0,594
14,4,3,M05,1177,4133,2431,61,2492,-1641,0,1641
8,8,4,M02,550,3151,2435,85,2520,-631,0,631
13,2,4,M08,1046,3095,2435,90,2525,-570,0,570
11,9,7,M03,969,3062,2459,52,2511,-551,0,551
15,7,8,M07,1193,3082,2468,36,2504,-578,0,578
7,7,3,M05,528,4218,2492,74,2566,-1652,0,1652
5,5,8,M04,485,2665,2499,6,2505,-160,0,160
14,4,4,M03,1177,4133,2511,26,2537,-1596,0,1596
8,8,5,M09,550,3151,2520,11,2531,-620,0,620
17,3,1,M02,1343,3576,2520,95,2615,-961,0,961
2,2,9,M04,158,2557,2524,33,2557,0,0,0
4,4,6,M08,404,3093,2525,21,2546,-547,0,547
8,8,6,M06,550,3151,2531,40,2571,-580,0,580
10,0,4,M04,963,3141,2557,49,2606,-535,0,535
13,2,5,M05,1046,3095,2566,10,2576,-519,0,519
9,9,9,M07,559,2615,2570,45,2615,0,0,0
10,0,5,M05,963,3141,2606,11,2617,-524,0,524
11,9,8,M04,969,3062,2606,90,2696,-366,0,366
13,2,6,M07,1046,3095,2615,12,2627,-468,0,468
17,3,2,M00,1343,3576,2615,71,2686,-890,0,890
10,0,6,M06,963,3141,2617,62,2679,-462,0,462
5,5,9,M07,485,2665,2640,25,2665,0,0,0
12,8,9,M08,992,2717,2643,74,2717,0,0,0
4,4,7,M07,404,3093,2665,49,2714,-379,0,379
13,2,7,M06,1046,3095,2679,89,2768,-327,0,327
16,1,2,M04,1310,3414,2696,75,2771,-643,0,643
4,4,8,M09,404,3093,2714,72,2786,-307,0,307
8,8,7,M07,550,3151,2714,89,2803,-348,0,348
0,0,4,M04,51,3302,2771,49,2820,-482,0,482
13,2,8,M09,1046,3095,2786,45,2831,-264,0,264
10,0,7,M07,963,3141,2803,56,2859,-282,0,282
0,0,5,M05,51,3302,2820,11,2831,-471,0,471
8,8,8,M04,550,3151,2820,26,2846,-305,0,305
0,0,6,M06,51,3302,2831,62,2893,-409,0,409
16,1,3,M09,1310,3414,2831,11,2842,-572,0,572
16,1,4,M03,1310,3414,2842,69,2911,-503,0,503
17,3,3,M04,1343,3576,2846,99,2945,-631,0,631
10,0,8,M08,963,3141,2859,44,2903,-238,0,238
0,0,7,M07,51,3302,2893,56,2949,-353,0,353
16,1,5,M01,1310,3414,2911,28,2939,-475,0,475
16,1,6,M06,1310,3414,2939,46,2985,-429,0,429
14,4,5,M04,1177,4133,2945,69,3014,-1119,0,1119
0,0,8,M08,51,3302,2949,44,2993,-309,0,309
16,1,7,M05,1310,3414,2985,46,3031,-383,0,383
17,3,4,M06,1343,3576,2985,9,2994,-582,0,582
17,3,5,M08,1343,3576,2994,52,3046,-530,0,530
15,7,9,M03,1193,3082,3003,79,3082,0,0,0
7,7,4,M04,528,4218,3014,32,3046,-1172,0,1172
11,9,9,M07,969,3062,3017,45,3062,0,0,0
4,4,9,M06,404,3093,3040,53,3093,0,0,0
14,4,6,M08,1177,4133,3046,21,3067,-1066,0,1066
13,2,9,M04,1046,3095,3062,33,3095,0,0,0
16,1,8,M07,1310,3414,3062,72,3134,-280,0,280
8,8,9,M08,550,3151,3077,74,3151,0,0,0
7,7,5,M06,528,4218,3093,88,3181,-1037,0,1037
10,0,9,M09,963,3141,3120,21,3141,0,0,0
17,3,6,M07,1343,3576,3134,85,3219,-357,0,357
7,7,6,M08,528,4218,3181,19,3200,-1018,0,1018
7,7,7,M09,528,4218,3200,48,3248,-970,0,970
14,4,7,M07,1177,4133,3219,49,3268,-865,0,865
17,3,7,M03,1343,3576,3219,98,3317,-259,0,259
7,7,8,M07,528,4218,3268,36,3304,-914,0,914
0,0,9,M09,51,3302,3281,21,3302,0,0,0
14,4,8,M09,1177,4133,3302,72,3374,-759,0,759
17,3,8,M09,1343,3576,3374,22,3396,-180,0,180
16,1,9,M08,1310,3414,3384,30,3414,0,0,0
17,3,9,M05,1343,3576,3533,43,3576,0,0,0
14,4,9,M06,1177,4133,4080,53,4133,0,0,0
7,7,9,M03,528,4218,4139,79,4218,0,0,0
