Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0011,1,1030,1440,3210,8,M07,2340,72,2412
J25-0012,2,1103,1440,4385,2,M03,2343,39,2382
J25-0010,0,1025,1440,3345,5,M05,2350,11,2361
J25-0008,4,988,1440,3541,3,M05,2361,61,2422
J25-0010,0,1025,1440,3345,6,M06,2361,62,2423
J25-0004,3,287,1440,4856,2,M00,2385,71,2456
J25-0012,2,1103,1440,4385,3,M02,2385,74,2459
J25-0009,7,1004,1440,3578,4,M04,2407,32,2439
J25-0014,4,1222,1440,3315,6,M08,2407,21,2428
J25-0003,2,243,1440,3379,6,M07,2412,12,2424
J25-0000,8,79,1440,3660,3,M05,2422,51,2473
J25-0008,4,988,1440,3541,4,M03,2422,26,2448
J25-0003,2,243,1440,3379,7,M06,2424,89,2513
J25-0010,0,1025,1440,3345,7,M07,2424,56,2480
J25-0002,0,198,1440,3744,4,M04,2439,49,2488
J25-0012,2,1103,1440,4385,4,M08,2459,90,2549
J25-0000,8,79,1440,3660,4,M02,2473,85,2558
J25-0006,9,790,1440,3539,6,M05,2473,47,2520
J25-0014,4,1222,1440,3315,7,M07,2480,49,2529
J25-0008,4,988,1440,3541,5,M04,2488,69,2557
J25-0003,2,243,1440,3379,8,M09,2513,45,2558
J25-0009,7,1004,1440,3578,5,M06,2513,88,2601
J25-0006,9,790,1440,3539,7,M03,2520,52,2572
J25-0013,3,1192,1440,2567,9,M05,2524,43,2567
J25-0010,0,1025,1440,3345,8,M08,2549,44,2593
J25-0004,3,287,1440,4856,3,M04,2557,99,2656
J25-0014,4,1222,1440,3315,8,M09,2558,72,2630
J25-0002,0,198,1440,3744,5,M05,2567,11,2578
J25-0012,2,1103,1440,4385,5,M05,2578,10,2588
J25-0012,2,1103,1440,4385,6,M07,2588,12,2600
J25-0008,4,988,1440,3541,6,M08,2593,21,2614
J25-0002,0,198,1440,3744,6,M06,2601,62,2663
J25-0008,4,988,1440,3541,7,M07,2614,49,2663
J25-0009,7,1004,1440,3578,6,M08,2614,19,2633
J25-0000,8,79,1440,3660,5,M09,2630,11,2641
J25-0009,7,1004,1440,3578,7,M09,2641,48,2689
J25-0006,9,790,1440,3539,8,M04,2656,90,2746
J25-0000,8,79,1440,3660,6,M06,2663,40,2703
J25-0002,0,198,1440,3744,7,M07,2663,56,2719
J25-0008,4,988,1440,3541,8,M09,2689,72,2761
J25-0012,2,1103,1440,4385,7,M06,2703,89,2792
J25-0000,8,79,1440,3660,7,M07,2719,89,2808
J25-0002,0,198,1440,3744,8,M08,2719,44,2763
J25-0004,3,287,1440,4856,4,M06,2792,9,2801
J25-0012,2,1103,1440,4385,8,M09,2792,45,2837
J25-0004,3,287,1440,4856,5,M08,2801,52,2853
J25-0000,8,79,1440,3660,8,M04,2808,26,2834
J25-0009,7,1004,1440,3578,8,M07,2808,36,2844
J25-0007,5,925,1440,2929,9,M07,2904,25,2929
J25-0015,5,1436,1440,2981,9,M07,2956,25,2981
J25-0004,3,287,1440,4856,6,M07,2981,85,3066
J25-0004,3,287,1440,4856,7,M03,3066,98,3164
J25-0005,1,498,1440,3106,9,M08,3076,30,3106
J25-0004,3,287,1440,4856,8,M09,3164,22,3186
J25-0011,1,1030,1440,3210,9,M08,3180,30,3210
J25-0014,4,1222,1440,3315,9,M06,3262,53,3315
J25-0010,0,1025,1440,3345,9,M09,3324,21,3345
J25-0003,2,243,1440,3379,9,M04,3346,33,3379
J25-0008,4,988,1440,3541,9,M06,3488,53,3541
J25-0006,9,790,1440,3539,9,M07,3494,45,3539
J25-0009,7,1004,1440,3578,9,M03,3499,79,3578
J25-0000,8,79,1440,3660,9,M08,3586,74,3660
J25-0002,0,198,1440,3744,9,M09,3723,21,3744
J25-0012,2,1103,1440,4385,9,M04,4352,33,4385
J25-0004,3,287,1440,4856,9,M05,4813,43,4856
