Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0028,0,2282,2880,5291,0,M00,3642,29,3671
J25-0020,1,1935,2880,4834,3,M09,3649,11,3660
J25-0022,9,2001,2880,4784,3,M06,3652,7,3659
J25-0023,8,2055,2880,4676,2,M03,3654,76,3730
J25-0026,6,2192,2880,4415,7,M08,3660,89,3749
J25-0027,7,2277,2880,5711,1,M00,3671,86,3757
J25-0017,7,1864,2880,4980,4,M04,3685,32,3717
J25-0031,1,2567,2880,4377,7,M05,3685,46,3731
J25-0037,7,2801,2880,5173,2,M01,3689,46,3735
J25-0017,7,1864,2880,4980,5,M06,3717,88,3805
J25-0002,0,198,1440,3744,9,M09,3723,21,3744
J25-0016,6,1500,2880,4558,2,M03,3730,61,3791
J25-0023,8,2055,2880,4676,3,M05,3731,51,3782
J25-0031,1,2567,2880,4377,8,M07,3731,72,3803
J25-0036,4,2734,2880,5231,2,M01,3735,22,3757
J25-0022,9,2001,2880,4784,4,M08,3749,64,3813
J25-0028,0,2282,2880,5291,1,M01,3757,78,3835
J25-0030,0,2313,2880,6015,0,M00,3757,29,3786
J25-0018,8,1919,2880,4772,3,M05,3782,51,3833
J25-0023,8,2055,2880,4676,4,M02,3782,85,3867
J25-0034,8,2715,2880,6387,0,M00,3786,76,3862
J25-0029,4,2301,2880,4675,4,M03,3791,26,3817
J25-0026,6,2192,2880,4415,8,M07,3803,30,3833
J25-0022,9,2001,2880,4784,5,M09,3813,76,3889
J25-0025,2,2126,2880,4780,4,M08,3813,90,3903
J25-0020,1,1935,2880,4834,4,M03,3817,69,3886
J25-0032,6,2654,2880,3881,9,M04,3826,55,3881
J25-0019,9,1925,2880,4621,6,M05,3833,47,3880
J25-0027,7,2277,2880,5711,2,M01,3835,46,3881
J25-0033,2,2660,2880,6738,1,M00,3862,85,3947
J25-0016,6,1500,2880,4558,3,M02,3867,13,3880
J25-0016,6,1500,2880,4558,4,M06,3880,32,3912
J25-0018,8,1919,2880,4772,4,M02,3880,85,3965
J25-0037,7,2801,2880,5173,3,M05,3880,74,3954
J25-0029,4,2301,2880,4675,5,M04,3881,69,3950
J25-0030,0,2313,2880,6015,1,M01,3881,78,3959
J25-0019,9,1925,2880,4621,7,M03,3886,52,3938
J25-0023,8,2055,2880,4676,5,M09,3889,11,3900
J25-0017,7,1864,2880,4980,6,M08,3903,19,3922
J25-0023,8,2055,2880,4676,6,M06,3912,40,3952
J25-0017,7,1864,2880,4980,7,M09,3922,48,3970
J25-0024,3,2108,2880,4809,7,M03,3938,98,4036
J25-0019,9,1925,2880,4621,8,M04,3950,90,4040
J25-0029,4,2301,2880,4675,6,M08,3950,21,3971
J25-0023,8,2055,2880,4676,7,M07,3952,89,4041
J25-0016,6,1500,2880,4558,5,M05,3954,21,3975
J25-0020,1,1935,2880,4834,5,M01,3959,28,3987
J25-0028,0,2282,2880,5291,2,M02,3965,9,3974
J25-0018,8,1919,2880,4772,5,M09,3970,11,3981
J25-0030,0,2313,2880,6015,2,M02,3974,9,3983
J25-0025,2,2126,2880,4780,5,M05,3975,10,3985
J25-0016,6,1500,2880,4558,6,M09,3981,32,4013
J25-0018,8,1919,2880,4772,6,M06,3981,40,4021
J25-0022,9,2001,2880,4784,6,M05,3985,47,4032
J25-0034,8,2715,2880,6387,1,M01,3987,69,4056
J25-0016,6,1500,2880,4558,7,M08,4013,89,4102
J25-0020,1,1935,2880,4834,6,M06,4021,46,4067
J25-0036,4,2734,2880,5231,3,M05,4032,61,4093
J25-0022,9,2001,2880,4784,7,M03,4036,52,4088
J25-0024,3,2108,2880,4809,8,M09,4036,22,4058
J25-0037,7,2801,2880,5173,4,M04,4040,32,4072
J25-0029,4,2301,2880,4675,7,M07,4041,49,4090
J25-0023,8,2055,2880,4676,8,M04,4072,26,4098
J25-0037,7,2801,2880,5173,5,M06,4072,88,4160
J25-0028,0,2282,2880,5291,3,M03,4088,36,4124
J25-0029,4,2301,2880,4675,8,M09,4090,72,4162
J25-0020,1,1935,2880,4834,7,M05,4093,46,4139
J25-0022,9,2001,2880,4784,8,M04,4098,90,4188
J25-0035,5,2726,2880,4126,9,M07,4101,25,4126
J25-0036,4,2734,2880,5231,4,M03,4124,26,4150
J25-0016,6,1500,2880,4558,8,M07,4126,30,4156
J25-0021,5,1952,2880,5368,2,M05,4139,52,4191
J25-0030,0,2313,2880,6015,3,M03,4150,36,4186
J25-0018,8,1919,2880,4772,7,M07,4156,89,4245
J25-0037,7,2801,2880,5173,6,M08,4160,19,4179
J25-0037,7,2801,2880,5173,7,M09,4179,48,4227
J25-0034,8,2715,2880,6387,2,M03,4186,76,4262
J25-0036,4,2734,2880,5231,5,M04,4188,69,4257
J25-0027,7,2277,2880,5711,3,M05,4191,74,4265
J25-0025,2,2126,2880,4780,6,M07,4245,12,4257
J25-0018,8,1919,2880,4772,8,M04,4257,26,4283
J25-0020,1,1935,2880,4834,8,M07,4257,72,4329
J25-0025,2,2126,2880,4780,7,M06,4257,89,4346
J25-0036,4,2734,2880,5231,6,M08,4257,21,4278
J25-0021,5,1952,2880,5368,3,M03,4262,95,4357
J25-0034,8,2715,2880,6387,3,M05,4265,51,4316
J25-0026,6,2192,2880,4415,9,M04,4297,55,4352
J25-0034,8,2715,2880,6387,4,M02,4316,85,4401
J25-0017,7,1864,2880,4980,8,M07,4329,36,4365
J25-0025,2,2126,2880,4780,8,M09,4346,45,4391
J25-0031,1,2567,2880,4377,9,M08,4347,30,4377
J25-0012,2,1103,1440,4385,9,M04,4352,33,4385
J25-0033,2,2660,2880,6738,2,M03,4357,39,4396
J25-0036,4,2734,2880,5231,7,M07,4365,49,4414
J25-0021,5,1952,2880,5368,4,M08,4377,48,4425
J25-0028,0,2282,2880,5291,4,M04,4385,49,4434
J25-0033,2,2660,2880,6738,3,M02,4401,74,4475
J25-0034,8,2715,2880,6387,5,M09,4401,11,4412
J25-0034,8,2715,2880,6387,6,M06,4412,40,4452
J25-0036,4,2734,2880,5231,8,M09,4414,72,4486
J25-0037,7,2801,2880,5173,8,M07,4414,36,4450
J25-0027,7,2277,2880,5711,4,M04,4434,32,4466
J25-0028,0,2282,2880,5291,5,M05,4434,11,4445
J25-0028,0,2282,2880,5291,6,M06,4452,62,4514
J25-0034,8,2715,2880,6387,7,M07,4452,89,4541
J25-0033,2,2660,2880,6738,4,M08,4475,90,4565
J25-0021,5,1952,2880,5368,5,M09,4486,72,4558
J25-0016,6,1500,2880,4558,9,M04,4503,55,4558
J25-0027,7,2277,2880,5711,5,M06,4514,88,4602
J25-0021,5,1952,2880,5368,6,M00,4558,47,4605
J25-0030,0,2313,2880,6015,4,M04,4558,49,4607
J25-0033,2,2660,2880,6738,5,M05,4565,10,4575
J25-0019,9,1925,2880,4621,9,M07,4576,45,4621
J25-0023,8,2055,2880,4676,9,M08,4602,74,4676
J25-0030,0,2313,2880,6015,5,M05,4607,11,4618
J25-0034,8,2715,2880,6387,8,M04,4607,26,4633
J25-0028,0,2282,2880,5291,7,M07,4621,56,4677
J25-0029,4,2301,2880,4675,9,M06,4622,53,4675
J25-0021,5,1952,2880,5368,7,M06,4675,65,4740
J25-0027,7,2277,2880,5711,6,M08,4676,19,4695
J25-0033,2,2660,2880,6738,6,M07,4677,12,4689
J25-0027,7,2277,2880,5711,7,M09,4695,48,4743
J25-0018,8,1919,2880,4772,9,M08,4698,74,4772
J25-0022,9,2001,2880,4784,9,M07,4739,45,4784
J25-0021,5,1952,2880,5368,8,M04,4740,6,4746
J25-0030,0,2313,2880,6015,6,M06,4740,62,4802
J25-0025,2,2126,2880,4780,9,M04,4747,33,4780
J25-0024,3,2108,2880,4809,9,M05,4766,43,4809
J25-0027,7,2277,2880,5711,8,M07,4784,36,4820
J25-0033,2,2660,2880,6738,7,M06,4802,89,4891
J25-0020,1,1935,2880,4834,9,M08,4804,30,4834
J25-0004,3,287,1440,4856,9,M05,4813,43,4856
J25-0030,0,2313,2880,6015,7,M07,4820,56,4876
J25-0028,0,2282,2880,5291,8,M08,4834,44,4878
J25-0030,0,2313,2880,6015,8,M08,4878,44,4922
J25-0033,2,2660,2880,6738,8,M09,4891,45,4936
J25-0017,7,1864,2880,4980,9,M03,4901,79,4980
J25-0037,7,2801,2880,5173,9,M03,5094,79,5173
J25-0036,4,2734,2880,5231,9,M06,5178,53,5231
J25-0028,0,2282,2880,5291,9,M09,5270,21,5291
J25-0021,5,1952,2880,5368,9,M07,5343,25,5368
J25-0027,7,2277,2880,5711,9,M03,5632,79,5711
J25-0030,0,2313,2880,6015,9,M09,5994,21,6015
J25-0034,8,2715,2880,6387,9,M08,6313,74,6387
J25-0033,2,2660,2880,6738,9,M04,6705,33,6738
