Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0021,5,1952,2880,5368,8,M04,3380,6,3386
J25-0032,6,2654,2880,3881,4,M06,3380,32,3412
J25-0020,1,1935,2880,4834,2,M04,3386,75,3461
J25-0019,9,1925,2880,4621,0,M01,3391,85,3476
J25-0032,6,2654,2880,3881,5,M05,3412,21,3433
J25-0034,8,2715,2880,6387,6,M06,3412,40,3452
J25-0016,6,1500,2880,4558,3,M02,3424,13,3437
J25-0036,4,2734,2880,5231,4,M03,3424,26,3450
J25-0032,6,2654,2880,3881,6,M09,3434,32,3466
J25-0035,5,2726,2880,4126,0,M02,3437,84,3521
J25-0016,6,1500,2880,4558,4,M06,3452,32,3484
J25-0025,2,2126,2880,4780,2,M03,3459,39,3498
J25-0036,4,2734,2880,5231,5,M04,3461,69,3530
J25-0020,1,1935,2880,4834,3,M09,3466,11,3477
J25-0032,6,2654,2880,3881,7,M08,3466,89,3555
J25-0019,9,1925,2880,4621,1,M00,3476,13,3489
J25-0033,2,2660,2880,6738,0,M01,3476,91,3567
J25-0016,6,1500,2880,4558,5,M05,3484,21,3505
J25-0008,4,988,1440,3541,9,M06,3488,53,3541
J25-0023,8,2055,2880,4676,0,M00,3489,76,3565
J25-0006,9,790,1440,3539,9,M07,3494,45,3539
J25-0009,7,1004,1440,3578,9,M03,3499,79,3578
J25-0016,6,1500,2880,4558,6,M09,3505,32,3537
J25-0025,2,2126,2880,4780,3,M02,3521,74,3595
J25-0037,7,2801,2880,5173,4,M04,3530,32,3562
J25-0034,8,2715,2880,6387,7,M07,3539,89,3628
J25-0036,4,2734,2880,5231,6,M08,3555,21,3576
J25-0037,7,2801,2880,5173,5,M06,3562,88,3650
J25-0030,0,2313,2880,6015,1,M01,3567,78,3645
J25-0033,2,2660,2880,6738,1,M00,3567,85,3652
J25-0020,1,1935,2880,4834,4,M03,3578,69,3647
J25-0000,8,79,1440,3660,9,M08,3586,74,3660
J25-0024,3,2108,2880,4809,1,M02,3595,95,3690
J25-0034,8,2715,2880,6387,8,M04,3628,26,3654
J25-0036,4,2734,2880,5231,7,M07,3628,49,3677
J25-0035,5,2726,2880,4126,1,M01,3645,2,3647
J25-0020,1,1935,2880,4834,5,M01,3647,28,3675
J25-0035,5,2726,2880,4126,2,M05,3647,52,3699
J25-0031,1,2567,2880,4377,6,M06,3650,46,3696
J25-0027,7,2277,2880,5711,1,M00,3652,86,3738
J25-0033,2,2660,2880,6738,2,M03,3652,39,3691
J25-0037,7,2801,2880,5173,6,M08,3660,19,3679
J25-0022,9,2001,2880,4784,0,M01,3675,85,3760
J25-0032,6,2654,2880,3881,8,M07,3677,30,3707
J25-0025,2,2126,2880,4780,4,M08,3679,90,3769
J25-0026,6,2192,2880,4415,2,M03,3691,61,3752
J25-0033,2,2660,2880,6738,3,M02,3691,74,3765
J25-0020,1,1935,2880,4834,6,M06,3696,46,3742
J25-0031,1,2567,2880,4377,7,M05,3699,46,3745
J25-0002,0,198,1440,3744,9,M09,3723,21,3744
J25-0037,7,2801,2880,5173,7,M09,3744,48,3792
J25-0035,5,2726,2880,4126,3,M03,3752,95,3847
J25-0022,9,2001,2880,4784,1,M00,3760,13,3773
J25-0028,0,2282,2880,5291,1,M01,3760,78,3838
J25-0025,2,2126,2880,4780,5,M05,3769,10,3779
J25-0033,2,2660,2880,6738,4,M08,3769,90,3859
J25-0022,9,2001,2880,4784,2,M02,3773,61,3834
J25-0024,3,2108,2880,4809,2,M00,3773,71,3844
J25-0020,1,1935,2880,4834,7,M05,3779,46,3825
J25-0025,2,2126,2880,4780,6,M07,3779,12,3791
J25-0025,2,2126,2880,4780,7,M06,3791,89,3880
J25-0036,4,2734,2880,5231,8,M09,3792,72,3864
J25-0037,7,2801,2880,5173,8,M07,3792,36,3828
J25-0032,6,2654,2880,3881,9,M04,3826,55,3881
J25-0019,9,1925,2880,4621,2,M02,3834,61,3895
J25-0027,7,2277,2880,5711,2,M01,3838,46,3884
J25-0018,8,1919,2880,4772,0,M00,3844,76,3920
J25-0004,3,287,1440,4856,7,M03,3847,98,3945
J25-0033,2,2660,2880,6738,5,M05,3859,10,3869
J25-0035,5,2726,2880,4126,4,M08,3859,48,3907
J25-0033,2,2660,2880,6738,6,M07,3869,12,3881
J25-0020,1,1935,2880,4834,8,M07,3881,72,3953
J25-0024,3,2108,2880,4809,3,M04,3881,99,3980
J25-0033,2,2660,2880,6738,7,M06,3881,89,3970
J25-0023,8,2055,2880,4676,1,M01,3884,69,3953
J25-0027,7,2277,2880,5711,3,M05,3884,74,3958
J25-0026,6,2192,2880,4415,3,M02,3895,13,3908
J25-0016,6,1500,2880,4558,7,M08,3907,89,3996
J25-0035,5,2726,2880,4126,5,M09,3907,72,3979
J25-0028,0,2282,2880,5291,2,M02,3908,9,3917
J25-0030,0,2313,2880,6015,2,M02,3917,9,3926
J25-0028,0,2282,2880,5291,3,M03,3945,36,3981
J25-0018,8,1919,2880,4772,1,M01,3953,69,4022
J25-0031,1,2567,2880,4377,8,M07,3953,72,4025
J25-0019,9,1925,2880,4621,3,M06,3970,7,3977
J25-0026,6,2192,2880,4415,4,M06,3977,32,4009
J25-0033,2,2660,2880,6738,8,M09,3979,45,4024
J25-0035,5,2726,2880,4126,6,M00,3979,47,4026
J25-0028,0,2282,2880,5291,4,M04,3981,49,4030
J25-0030,0,2313,2880,6015,3,M03,3981,36,4017
J25-0019,9,1925,2880,4621,4,M08,3996,64,4060
J25-0024,3,2108,2880,4809,4,M06,4009,9,4018
J25-0026,6,2192,2880,4415,5,M05,4009,21,4030
J25-0023,8,2055,2880,4676,2,M03,4017,76,4093
J25-0022,9,2001,2880,4784,3,M06,4018,7,4025
J25-0016,6,1500,2880,4558,8,M07,4025,30,4055
J25-0017,7,1864,2880,4980,1,M00,4026,86,4112
J25-0035,5,2726,2880,4126,7,M06,4026,65,4091
J25-0026,6,2192,2880,4415,6,M09,4030,32,4062
J25-0028,0,2282,2880,5291,5,M05,4030,11,4041
J25-0030,0,2313,2880,6015,4,M04,4030,49,4079
J25-0024,3,2108,2880,4809,5,M08,4060,52,4112
J25-0019,9,1925,2880,4621,5,M09,4062,76,4138
J25-0030,0,2313,2880,6015,5,M05,4079,11,4090
J25-0028,0,2282,2880,5291,6,M06,4091,62,4153
J25-0035,5,2726,2880,4126,8,M04,4091,6,4097
J25-0018,8,1919,2880,4772,2,M03,4093,76,4169
J25-0027,7,2277,2880,5711,4,M04,4097,32,4129
J25-0035,5,2726,2880,4126,9,M07,4101,25,4126
J25-0017,7,1864,2880,4980,2,M01,4112,46,4158
J25-0026,6,2192,2880,4415,7,M08,4112,89,4201
J25-0019,9,1925,2880,4621,6,M05,4138,47,4185
J25-0025,2,2126,2880,4780,8,M09,4138,45,4183
J25-0028,0,2282,2880,5291,7,M07,4153,56,4209
J25-0030,0,2313,2880,6015,6,M06,4153,62,4215
J25-0004,3,287,1440,4856,8,M09,4183,22,4205
J25-0019,9,1925,2880,4621,7,M03,4185,52,4237
J25-0023,8,2055,2880,4676,3,M05,4185,51,4236
J25-0028,0,2282,2880,5291,8,M08,4209,44,4253
J25-0027,7,2277,2880,5711,5,M06,4215,88,4303
J25-0030,0,2313,2880,6015,7,M07,4215,56,4271
J25-0018,8,1919,2880,4772,3,M05,4236,51,4287
J25-0023,8,2055,2880,4676,4,M02,4236,85,4321
J25-0019,9,1925,2880,4621,8,M04,4237,90,4327
J25-0026,6,2192,2880,4415,8,M07,4271,30,4301
J25-0030,0,2313,2880,6015,8,M08,4271,44,4315
J25-0017,7,1864,2880,4980,3,M05,4287,74,4361
J25-0024,3,2108,2880,4809,6,M07,4301,85,4386
J25-0027,7,2277,2880,5711,6,M08,4315,19,4334
J25-0018,8,1919,2880,4772,4,M02,4321,85,4406
J25-0023,8,2055,2880,4676,5,M09,4321,11,4332
J25-0012,2,1103,1440,4385,9,M04,4327,33,4360
J25-0023,8,2055,2880,4676,6,M06,4332,40,4372
J25-0027,7,2277,2880,5711,7,M09,4334,48,4382
J25-0031,1,2567,2880,4377,9,M08,4347,30,4377
J25-0026,6,2192,2880,4415,9,M04,4360,55,4415
J25-0022,9,2001,2880,4784,4,M08,4377,64,4441
J25-0023,8,2055,2880,4676,7,M07,4386,89,4475
J25-0024,3,2108,2880,4809,7,M03,4386,98,4484
J25-0018,8,1919,2880,4772,5,M09,4406,11,4417
J25-0017,7,1864,2880,4980,4,M04,4415,32,4447
J25-0018,8,1919,2880,4772,6,M06,4417,40,4457
J25-0022,9,2001,2880,4784,5,M09,4441,76,4517
J25-0017,7,1864,2880,4980,5,M06,4457,88,4545
J25-0018,8,1919,2880,4772,7,M07,4475,89,4564
J25-0023,8,2055,2880,4676,8,M04,4475,26,4501
J25-0016,6,1500,2880,4558,9,M04,4503,55,4558
J25-0022,9,2001,2880,4784,6,M05,4517,47,4564
J25-0024,3,2108,2880,4809,8,M09,4517,22,4539
J25-0017,7,1864,2880,4980,6,M08,4545,19,4564
J25-0017,7,1864,2880,4980,7,M09,4564,48,4612
J25-0018,8,1919,2880,4772,8,M04,4564,26,4590
J25-0022,9,2001,2880,4784,7,M03,4564,52,4616
J25-0019,9,1925,2880,4621,9,M07,4576,45,4621
J25-0023,8,2055,2880,4676,9,M08,4602,74,4676
J25-0022,9,2001,2880,4784,8,M04,4616,90,4706
J25-0027,7,2277,2880,5711,8,M07,4621,36,4657
J25-0029,4,2301,2880,4675,9,M06,4622,53,4675
J25-0017,7,1864,2880,4980,8,M07,4657,36,4693
J25-0018,8,1919,2880,4772,9,M08,4698,74,4772
J25-0022,9,2001,2880,4784,9,M07,4739,45,4784
J25-0025,2,2126,2880,4780,9,M04,4747,33,4780
J25-0024,3,2108,2880,4809,9,M05,4766,43,4809
J25-0020,1,1935,2880,4834,9,M08,4804,30,4834
J25-0004,3,287,1440,4856,9,M05,4813,43,4856
J25-0017,7,1864,2880,4980,9,M03,4901,79,4980
J25-0037,7,2801,2880,5173,9,M03,5094,79,5173
J25-0036,4,2734,2880,5231,9,M06,5178,53,5231
J25-0028,0,2282,2880,5291,9,M09,5270,21,5291
J25-0021,5,1952,2880,5368,9,M07,5343,25,5368
J25-0027,7,2277,2880,5711,9,M03,5632,79,5711
J25-0030,0,2313,2880,6015,9,M09,5994,21,6015
J25-0034,8,2715,2880,6387,9,M08,6313,74,6387
J25-0033,2,2660,2880,6738,9,M04,6705,33,6738
