Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0064,2,4334,5760,7976,3,M02,7674,74,7748
J25-0074,2,4659,5760,7742,9,M04,7688,33,7721
J25-0071,8,4614,5760,7583,9,M08,7691,74,7765
J25-0085,6,5499,5760,7735,8,M07,7691,30,7721
J25-0076,1,4689,5760,7750,7,M05,7707,46,7753
J25-0078,5,4848,5760,7603,7,M06,7707,65,7772
J25-0085,6,5499,5760,7735,9,M04,7721,55,7776
J25-0080,2,5210,5760,8362,0,M01,7739,91,7830
J25-0099,3,6617,7200,8140,2,M00,7739,71,7810
J25-0073,3,4628,5760,7489,7,M03,7740,98,7838
J25-0079,0,4975,5760,8259,2,M02,7748,9,7757
J25-0076,1,4689,5760,7750,8,M07,7753,72,7825
J25-0102,5,6891,7200,9344,0,M02,7757,84,7841
J25-0067,7,4416,5760,7920,6,M08,7765,19,7784
J25-0089,9,5759,5760,8570,3,M06,7772,7,7779
J25-0078,5,4848,5760,7603,8,M04,7776,6,7782
J25-0077,9,4751,5760,8821,3,M06,7779,7,7786
J25-0064,2,4334,5760,7976,4,M08,7784,90,7874
J25-0065,4,4375,5760,7640,9,M06,7786,53,7839
J25-0067,7,4416,5760,7920,7,M09,7790,48,7838
J25-0099,3,6617,7200,8140,3,M04,7810,99,7909
J25-0078,5,4848,5760,7603,9,M07,7825,25,7850
J25-0068,0,4539,5760,8948,1,M01,7830,78,7908
J25-0080,2,5210,5760,8362,1,M00,7830,85,7915
J25-0070,7,4607,5760,7887,9,M03,7838,79,7917
J25-0073,3,4628,5760,7489,8,M09,7838,22,7860
J25-0067,7,4416,5760,7920,8,M07,7850,36,7886
J25-0073,3,4628,5760,7489,9,M05,7860,43,7903
J25-0076,1,4689,5760,7750,9,M08,7874,30,7904
J25-0064,2,4334,5760,7976,5,M05,7903,10,7913
J25-0086,5,5520,5760,8234,4,M08,7904,48,7952
J25-0088,3,5677,5760,8515,4,M06,7905,9,7914
J25-0068,0,4539,5760,8948,2,M02,7908,9,7917
J25-0087,8,5630,5760,10332,1,M01,7908,69,7977
J25-0064,2,4334,5760,7976,6,M07,7913,12,7925
J25-0099,3,6617,7200,8140,4,M06,7914,9,7923
J25-0095,8,6316,7200,9096,0,M00,7915,76,7991
J25-0080,2,5210,5760,8362,2,M03,7917,39,7956
J25-0064,2,4334,5760,7976,7,M06,7925,89,8014
J25-0086,5,5520,5760,8234,5,M09,7952,72,8024
J25-0099,3,6617,7200,8140,5,M08,7952,52,8004
J25-0079,0,4975,5760,8259,3,M03,7956,36,7992
J25-0092,4,5917,7200,10305,2,M01,7977,22,7999
J25-0087,8,5630,5760,10332,2,M03,7992,76,8068
J25-0080,2,5210,5760,8362,3,M02,7994,74,8068
J25-0079,0,4975,5760,8259,4,M04,7998,49,8047
J25-0093,6,6087,7200,9229,0,M01,7999,46,8045
J25-0089,9,5759,5760,8570,4,M08,8004,64,8068
J25-0099,3,6617,7200,8140,6,M07,8004,85,8089
J25-0064,2,4334,5760,7976,8,M09,8024,45,8069
J25-0086,5,5520,5760,8234,6,M00,8024,47,8071
J25-0091,9,5804,7200,8770,0,M01,8045,85,8130
J25-0079,0,4975,5760,8259,5,M05,8047,11,8058
J25-0079,0,4975,5760,8259,6,M06,8058,62,8120
J25-0067,7,4416,5760,7920,9,M03,8068,79,8147
J25-0080,2,5210,5760,8362,4,M08,8068,90,8158
J25-0090,5,5798,7200,9445,0,M02,8068,84,8152
J25-0064,2,4334,5760,7976,9,M04,8069,33,8102
J25-0098,1,6499,7200,9598,0,M00,8071,43,8114
J25-0089,9,5759,5760,8570,5,M09,8098,76,8174
J25-0087,8,5630,5760,10332,3,M05,8107,51,8158
J25-0093,6,6087,7200,9229,1,M00,8114,37,8151
J25-0079,0,4975,5760,8259,7,M07,8120,56,8176
J25-0086,5,5520,5760,8234,7,M06,8120,65,8185
J25-0101,0,6881,7200,8928,1,M01,8130,78,8208
J25-0068,0,4539,5760,8948,3,M03,8147,36,8183
J25-0091,9,5804,7200,8770,1,M00,8151,13,8164
J25-0087,8,5630,5760,10332,4,M02,8158,85,8243
J25-0088,3,5677,5760,8515,5,M08,8158,52,8210
J25-0080,2,5210,5760,8362,5,M05,8166,10,8176
J25-0080,2,5210,5760,8362,6,M07,8176,12,8188
J25-0099,3,6617,7200,8140,7,M03,8183,98,8281
J25-0086,5,5520,5760,8234,8,M04,8185,6,8191
J25-0080,2,5210,5760,8362,7,M06,8188,89,8277
J25-0068,0,4539,5760,8948,4,M04,8191,49,8240
J25-0086,5,5520,5760,8234,9,M07,8191,25,8216
J25-0100,6,6662,7200,9014,0,M01,8208,46,8254
J25-0079,0,4975,5760,8259,8,M08,8210,44,8254
J25-0089,9,5759,5760,8570,6,M05,8211,47,8258
J25-0088,3,5677,5760,8515,6,M07,8228,85,8313
J25-0087,8,5630,5760,10332,5,M09,8243,11,8254
J25-0091,9,5804,7200,8770,2,M02,8243,61,8304
J25-0077,9,4751,5760,8821,4,M08,8254,64,8318
J25-0079,0,4975,5760,8259,9,M09,8254,21,8275
J25-0095,8,6316,7200,9096,1,M01,8254,69,8323
J25-0100,6,6662,7200,9014,1,M00,8254,37,8291
J25-0068,0,4539,5760,8948,5,M05,8258,11,8269
J25-0092,4,5917,7200,10305,3,M05,8269,61,8330
J25-0080,2,5210,5760,8362,8,M09,8277,45,8322
J25-0089,9,5759,5760,8570,7,M03,8281,52,8333
J25-0091,9,5804,7200,8770,3,M06,8304,7,8311
J25-0101,0,6881,7200,8928,2,M02,8304,9,8313
J25-0098,1,6499,7200,9598,1,M02,8313,90,8403
J25-0087,8,5630,5760,10332,6,M06,8317,40,8357
J25-0091,9,5804,7200,8770,4,M08,8318,64,8382
J25-0099,3,6617,7200,8140,8,M09,8322,22,8344
J25-0102,5,6891,7200,9344,1,M01,8323,2,8325
J25-0094,2,6301,7200,9363,0,M01,8325,91,8416
J25-0080,2,5210,5760,8362,9,M04,8329,33,8362
J25-0088,3,5677,5760,8515,7,M03,8333,98,8431
J25-0077,9,4751,5760,8821,5,M09,8344,76,8420
J25-0099,3,6617,7200,8140,9,M05,8344,43,8387
J25-0068,0,4539,5760,8948,6,M06,8357,62,8419
J25-0087,8,5630,5760,10332,7,M07,8357,89,8446
J25-0089,9,5759,5760,8570,8,M04,8380,90,8470
J25-0094,2,6301,7200,9363,1,M00,8416,85,8501
J25-0103,8,6944,7200,10029,1,M01,8416,69,8485
J25-0077,9,4751,5760,8821,6,M05,8420,47,8467
J25-0088,3,5677,5760,8515,8,M09,8431,22,8453
J25-0101,0,6881,7200,8928,3,M03,8431,36,8467
J25-0068,0,4539,5760,8948,7,M07,8446,56,8502
J25-0091,9,5804,7200,8770,5,M09,8453,76,8529
J25-0077,9,4751,5760,8821,7,M03,8467,52,8519
J25-0087,8,5630,5760,10332,8,M04,8470,26,8496
J25-0088,3,5677,5760,8515,9,M05,8472,43,8515
J25-0090,5,5798,7200,9445,1,M01,8485,2,8487
J25-0096,0,6401,7200,9536,1,M01,8487,78,8565
J25-0101,0,6881,7200,8928,4,M04,8496,49,8545
J25-0068,0,4539,5760,8948,8,M08,8502,44,8546
J25-0100,6,6662,7200,9014,2,M03,8519,61,8580
J25-0089,9,5759,5760,8570,9,M07,8525,45,8570
J25-0091,9,5804,7200,8770,6,M05,8529,47,8576
J25-0077,9,4751,5760,8821,8,M04,8545,90,8635
J25-0096,0,6401,7200,9536,2,M02,8565,9,8574
J25-0097,7,6475,7200,9963,2,M01,8565,46,8611
J25-0101,0,6881,7200,8928,5,M05,8576,11,8587
J25-0091,9,5804,7200,8770,7,M03,8580,52,8632
J25-0100,6,6662,7200,9014,3,M02,8580,13,8593
J25-0101,0,6881,7200,8928,6,M06,8587,62,8649
J25-0102,5,6891,7200,9344,2,M05,8587,52,8639
J25-0095,8,6316,7200,9096,2,M03,8632,76,8708
J25-0091,9,5804,7200,8770,8,M04,8635,90,8725
J25-0100,6,6662,7200,9014,4,M06,8649,32,8681
J25-0101,0,6881,7200,8928,7,M07,8649,56,8705
J25-0100,6,6662,7200,9014,5,M05,8681,21,8702
J25-0100,6,6662,7200,9014,6,M09,8702,32,8734
J25-0101,0,6881,7200,8928,8,M08,8705,44,8749
J25-0092,4,5917,7200,10305,4,M03,8708,26,8734
J25-0095,8,6316,7200,9096,3,M05,8708,51,8759
J25-0091,9,5804,7200,8770,9,M07,8725,45,8770
J25-0092,4,5917,7200,10305,5,M04,8734,69,8803
J25-0094,2,6301,7200,9363,2,M03,8734,39,8773
J25-0100,6,6662,7200,9014,7,M08,8749,89,8838
J25-0090,5,5798,7200,9445,2,M05,8759,52,8811
J25-0095,8,6316,7200,9096,4,M02,8759,85,8844
J25-0102,5,6891,7200,9344,3,M03,8773,95,8868
J25-0077,9,4751,5760,8821,9,M07,8776,45,8821
J25-0098,1,6499,7200,9598,2,M04,8803,75,8878
J25-0097,7,6475,7200,9963,3,M05,8811,74,8885
J25-0092,4,5917,7200,10305,6,M08,8838,21,8859
J25-0100,6,6662,7200,9014,8,M07,8838,30,8868
J25-0094,2,6301,7200,9363,3,M02,8844,74,8918
J25-0095,8,6316,7200,9096,5,M09,8844,11,8855
J25-0095,8,6316,7200,9096,6,M06,8855,40,8895
J25-0093,6,6087,7200,9229,2,M03,8868,61,8929
J25-0102,5,6891,7200,9344,4,M08,8868,48,8916
J25-0098,1,6499,7200,9598,3,M09,8878,11,8889
J25-0097,7,6475,7200,9963,4,M04,8885,32,8917
J25-0095,8,6316,7200,9096,7,M07,8895,89,8984
J25-0101,0,6881,7200,8928,9,M09,8906,21,8927
J25-0094,2,6301,7200,9363,4,M08,8918,90,9008
J25-0068,0,4539,5760,8948,9,M09,8927,21,8948
J25-0093,6,6087,7200,9229,3,M02,8929,13,8942
J25-0100,6,6662,7200,9014,9,M04,8929,55,8984
J25-0103,8,6944,7200,10029,2,M03,8929,76,9005
J25-0093,6,6087,7200,9229,4,M06,8942,32,8974
J25-0102,5,6891,7200,9344,5,M09,8948,72,9020
J25-0093,6,6087,7200,9229,5,M05,8974,21,8995
J25-0097,7,6475,7200,9963,5,M06,8974,88,9062
J25-0092,4,5917,7200,10305,7,M07,8984,49,9033
J25-0095,8,6316,7200,9096,8,M04,8984,26,9010
J25-0090,5,5798,7200,9445,3,M03,9005,95,9100
J25-0094,2,6301,7200,9363,5,M05,9008,10,9018
J25-0095,8,6316,7200,9096,9,M08,9010,74,9084
J25-0103,8,6944,7200,10029,3,M05,9018,51,9069
J25-0093,6,6087,7200,9229,6,M09,9020,32,9052
J25-0102,5,6891,7200,9344,6,M00,9020,47,9067
J25-0094,2,6301,7200,9363,6,M07,9033,12,9045
J25-0092,4,5917,7200,10305,8,M09,9052,72,9124
J25-0094,2,6301,7200,9363,7,M06,9062,89,9151
J25-0103,8,6944,7200,10029,4,M02,9069,85,9154
J25-0093,6,6087,7200,9229,7,M08,9084,89,9173
J25-0096,0,6401,7200,9536,3,M03,9100,36,9136
J25-0096,0,6401,7200,9536,4,M04,9136,49,9185
J25-0098,1,6499,7200,9598,4,M03,9136,69,9205
J25-0094,2,6301,7200,9363,8,M09,9151,45,9196
J25-0102,5,6891,7200,9344,7,M06,9151,65,9216
J25-0090,5,5798,7200,9445,4,M08,9173,48,9221
J25-0093,6,6087,7200,9229,8,M07,9173,30,9203
J25-0096,0,6401,7200,9536,5,M05,9185,11,9196
J25-0103,8,6944,7200,10029,5,M09,9196,11,9207
J25-0093,6,6087,7200,9229,9,M04,9203,55,9258
J25-0098,1,6499,7200,9598,5,M01,9205,28,9233
J25-0096,0,6401,7200,9536,6,M06,9216,62,9278
J25-0090,5,5798,7200,9445,5,M09,9221,72,9293
J25-0097,7,6475,7200,9963,6,M08,9221,19,9240
J25-0102,5,6891,7200,9344,8,M04,9258,6,9264
J25-0098,1,6499,7200,9598,6,M06,9278,46,9324
J25-0090,5,5798,7200,9445,6,M00,9293,47,9340
J25-0097,7,6475,7200,9963,7,M09,9293,48,9341
J25-0102,5,6891,7200,9344,9,M07,9319,25,9344
J25-0098,1,6499,7200,9598,7,M05,9324,46,9370
J25-0094,2,6301,7200,9363,9,M04,9330,33,9363
J25-0090,5,5798,7200,9445,7,M06,9340,65,9405
J25-0096,0,6401,7200,9536,7,M07,9344,56,9400
J25-0096,0,6401,7200,9536,8,M08,9400,44,9444
J25-0090,5,5798,7200,9445,8,M04,9405,6,9411
J25-0103,8,6944,7200,10029,6,M06,9405,40,9445
J25-0090,5,5798,7200,9445,9,M07,9420,25,9445
J25-0098,1,6499,7200,9598,8,M07,9445,72,9517
J25-0096,0,6401,7200,9536,9,M09,9515,21,9536
J25-0103,8,6944,7200,10029,7,M07,9517,89,9606
J25-0098,1,6499,7200,9598,9,M08,9568,30,9598
J25-0097,7,6475,7200,9963,8,M07,9606,36,9642
J25-0103,8,6944,7200,10029,8,M04,9606,26,9632
J25-0097,7,6475,7200,9963,9,M03,9884,79,9963
J25-0103,8,6944,7200,10029,9,M08,9955,74,10029
J25-0092,4,5917,7200,10305,9,M06,10252,53,10305
J25-0087,8,5630,5760,10332,9,M08,10258,74,10332
