Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0075,4,4666,5760,7277,7,M07,6968,49,7017
J25-0072,6,4615,5760,7261,5,M05,6969,21,6990
J25-0042,8,3195,4320,7213,6,M06,6974,40,7014
J25-0079,0,4975,5760,8259,0,M00,6980,29,7009
J25-0072,6,4615,5760,7261,6,M09,6990,32,7022
J25-0038,3,2972,4320,7669,3,M04,6992,99,7091
J25-0083,0,5436,5760,7484,5,M05,6992,11,7003
J25-0086,5,5520,5760,8234,0,M02,6994,84,7078
J25-0066,5,4395,5760,7396,4,M08,6996,48,7044
J25-0071,8,4614,5760,7583,2,M03,6996,76,7072
J25-0074,2,4659,5760,7742,0,M01,7002,91,7093
J25-0070,7,4607,5760,7887,3,M05,7003,74,7077
J25-0065,4,4375,5760,7640,1,M00,7009,6,7015
J25-0048,7,3494,4320,7551,5,M06,7014,88,7102
J25-0064,2,4334,5760,7976,1,M00,7015,85,7100
J25-0042,8,3195,4320,7213,7,M07,7017,89,7106
J25-0075,4,4666,5760,7277,8,M09,7022,72,7094
J25-0072,6,4615,5760,7261,7,M08,7044,89,7133
J25-0078,5,4848,5760,7603,3,M03,7072,95,7167
J25-0071,8,4614,5760,7583,3,M05,7077,51,7128
J25-0081,4,5337,5760,7621,2,M01,7093,22,7115
J25-0066,5,4395,5760,7396,5,M09,7094,72,7166
J25-0038,3,2972,4320,7669,4,M06,7102,9,7111
J25-0042,8,3195,4320,7213,8,M04,7106,26,7132
J25-0073,3,4628,5760,7489,6,M07,7106,85,7191
J25-0083,0,5436,5760,7484,6,M06,7111,62,7173
J25-0089,9,5759,5760,8570,0,M01,7115,85,7200
J25-0071,8,4614,5760,7583,4,M02,7128,85,7213
J25-0081,4,5337,5760,7621,3,M05,7128,61,7189
J25-0070,7,4607,5760,7887,4,M04,7132,32,7164
J25-0042,8,3195,4320,7213,9,M08,7139,74,7213
J25-0066,5,4395,5760,7396,6,M00,7166,47,7213
J25-0082,7,5419,5760,7265,9,M03,7167,79,7246
J25-0075,4,4666,5760,7277,9,M06,7187,53,7240
J25-0072,6,4615,5760,7261,8,M07,7191,30,7221
J25-0065,4,4375,5760,7640,2,M01,7200,22,7222
J25-0048,7,3494,4320,7551,6,M08,7213,19,7232
J25-0071,8,4614,5760,7583,5,M09,7213,11,7224
J25-0076,1,4689,5760,7750,1,M02,7213,90,7303
J25-0089,9,5759,5760,8570,1,M00,7213,13,7226
J25-0072,6,4615,5760,7261,9,M04,7221,55,7276
J25-0083,0,5436,5760,7484,7,M07,7221,56,7277
J25-0065,4,4375,5760,7640,3,M05,7222,61,7283
J25-0080,2,5210,5760,8362,0,M01,7222,91,7313
J25-0067,7,4416,5760,7920,1,M00,7226,86,7312
J25-0048,7,3494,4320,7551,7,M09,7232,48,7280
J25-0078,5,4848,5760,7603,4,M08,7232,48,7280
J25-0071,8,4614,5760,7583,6,M06,7240,40,7280
J25-0081,4,5337,5760,7621,4,M03,7246,26,7272
J25-0073,3,4628,5760,7489,7,M03,7272,98,7370
J25-0081,4,5337,5760,7621,5,M04,7276,69,7345
J25-0066,5,4395,5760,7396,7,M06,7280,65,7345
J25-0071,8,4614,5760,7583,7,M07,7280,89,7369
J25-0078,5,4848,5760,7603,5,M09,7280,72,7352
J25-0083,0,5436,5760,7484,8,M08,7280,44,7324
J25-0089,9,5759,5760,8570,2,M02,7303,61,7364
J25-0074,2,4659,5760,7742,1,M00,7312,85,7397
J25-0086,5,5520,5760,8234,1,M01,7313,2,7315
J25-0067,7,4416,5760,7920,2,M01,7315,46,7361
J25-0086,5,5520,5760,8234,2,M05,7315,52,7367
J25-0066,5,4395,5760,7396,8,M04,7345,6,7351
J25-0070,7,4607,5760,7887,5,M06,7345,88,7433
J25-0081,4,5337,5760,7621,6,M08,7345,21,7366
J25-0076,1,4689,5760,7750,2,M04,7351,75,7426
J25-0088,3,5677,5760,8515,0,M01,7361,81,7442
J25-0038,3,2972,4320,7669,5,M08,7366,52,7418
J25-0067,7,4416,5760,7920,3,M05,7367,74,7441
J25-0066,5,4395,5760,7396,9,M07,7369,25,7394
J25-0073,3,4628,5760,7489,8,M09,7370,22,7392
J25-0085,6,5499,5760,7735,2,M03,7370,61,7431
J25-0081,4,5337,5760,7621,7,M07,7394,49,7443
J25-0078,5,4848,5760,7603,6,M00,7397,47,7444
J25-0083,0,5436,5760,7484,9,M09,7422,21,7443
J25-0071,8,4614,5760,7583,8,M04,7426,26,7452
J25-0065,4,4375,5760,7640,4,M03,7431,26,7457
J25-0085,6,5499,5760,7735,3,M02,7431,13,7444
J25-0070,7,4607,5760,7887,6,M08,7433,19,7452
J25-0089,9,5759,5760,8570,3,M06,7433,7,7440
J25-0077,9,4751,5760,8821,0,M01,7442,85,7527
J25-0048,7,3494,4320,7551,8,M07,7443,36,7479
J25-0081,4,5337,5760,7621,8,M09,7443,72,7515
J25-0080,2,5210,5760,8362,1,M00,7444,85,7529
J25-0085,6,5499,5760,7735,4,M06,7444,32,7476
J25-0088,3,5677,5760,8515,1,M02,7444,95,7539
J25-0073,3,4628,5760,7489,9,M05,7446,43,7489
J25-0071,8,4614,5760,7583,9,M08,7452,74,7526
J25-0065,4,4375,5760,7640,5,M04,7457,69,7526
J25-0074,2,4659,5760,7742,2,M03,7457,39,7496
J25-0078,5,4848,5760,7603,7,M06,7476,65,7541
J25-0038,3,2972,4320,7669,6,M07,7479,85,7564
J25-0085,6,5499,5760,7735,5,M05,7489,21,7510
J25-0048,7,3494,4320,7551,9,M03,7496,79,7575
J25-0085,6,5499,5760,7735,6,M09,7515,32,7547
J25-0065,4,4375,5760,7640,6,M08,7526,21,7547
J25-0067,7,4416,5760,7920,4,M04,7526,32,7558
J25-0068,0,4539,5760,8948,1,M01,7527,78,7605
J25-0077,9,4751,5760,8821,1,M00,7529,13,7542
J25-0074,2,4659,5760,7742,3,M02,7539,74,7613
J25-0081,4,5337,5760,7621,9,M06,7541,53,7594
J25-0088,3,5677,5760,8515,2,M00,7542,71,7613
J25-0076,1,4689,5760,7750,3,M09,7547,11,7558
J25-0085,6,5499,5760,7735,7,M08,7547,89,7636
J25-0070,7,4607,5760,7887,7,M09,7558,48,7606
J25-0078,5,4848,5760,7603,8,M04,7558,6,7564
J25-0076,1,4689,5760,7750,4,M03,7575,69,7644
J25-0078,5,4848,5760,7603,9,M07,7576,25,7601
J25-0067,7,4416,5760,7920,5,M06,7594,88,7682
J25-0065,4,4375,5760,7640,7,M07,7601,49,7650
J25-0068,0,4539,5760,8948,2,M02,7613,9,7622
J25-0077,9,4751,5760,8821,2,M02,7622,61,7683
J25-0074,2,4659,5760,7742,4,M08,7636,90,7726
J25-0064,2,4334,5760,7976,2,M03,7644,39,7683
J25-0076,1,4689,5760,7750,5,M01,7644,28,7672
J25-0065,4,4375,5760,7640,8,M09,7650,72,7722
J25-0085,6,5499,5760,7735,8,M07,7650,30,7680
J25-0079,0,4975,5760,8259,1,M01,7672,78,7750
J25-0070,7,4607,5760,7887,8,M07,7680,36,7716
J25-0085,6,5499,5760,7735,9,M04,7680,55,7735
J25-0076,1,4689,5760,7750,6,M06,7682,46,7728
J25-0038,3,2972,4320,7669,7,M03,7683,98,7781
J25-0064,2,4334,5760,7976,3,M02,7683,74,7757
J25-0067,7,4416,5760,7920,6,M08,7726,19,7745
J25-0074,2,4659,5760,7742,5,M05,7726,10,7736
J25-0065,4,4375,5760,7640,9,M06,7728,53,7781
J25-0074,2,4659,5760,7742,6,M07,7736,12,7748
J25-0076,1,4689,5760,7750,7,M05,7736,46,7782
J25-0064,2,4334,5760,7976,4,M08,7757,90,7847
J25-0079,0,4975,5760,8259,2,M02,7757,9,7766
J25-0038,3,2972,4320,7669,8,M09,7781,22,7803
J25-0070,7,4607,5760,7887,9,M03,7781,79,7860
J25-0074,2,4659,5760,7742,7,M06,7781,89,7870
J25-0076,1,4689,5760,7750,8,M07,7782,72,7854
J25-0038,3,2972,4320,7669,9,M05,7803,43,7846
J25-0067,7,4416,5760,7920,7,M09,7803,48,7851
J25-0064,2,4334,5760,7976,5,M05,7847,10,7857
J25-0076,1,4689,5760,7750,9,M08,7854,30,7884
J25-0064,2,4334,5760,7976,6,M07,7857,12,7869
J25-0080,2,5210,5760,8362,2,M03,7860,39,7899
J25-0067,7,4416,5760,7920,8,M07,7869,36,7905
J25-0064,2,4334,5760,7976,7,M06,7870,89,7959
J25-0074,2,4659,5760,7742,8,M09,7870,45,7915
J25-0089,9,5759,5760,8570,4,M08,7884,64,7948
J25-0079,0,4975,5760,8259,3,M03,7899,36,7935
J25-0080,2,5210,5760,8362,3,M02,7899,74,7973
J25-0074,2,4659,5760,7742,9,M04,7915,33,7948
J25-0067,7,4416,5760,7920,9,M03,7935,79,8014
J25-0079,0,4975,5760,8259,4,M04,7948,49,7997
J25-0064,2,4334,5760,7976,8,M09,7959,45,8004
J25-0077,9,4751,5760,8821,3,M06,7959,7,7966
J25-0080,2,5210,5760,8362,4,M08,7973,90,8063
J25-0079,0,4975,5760,8259,5,M05,7997,11,8008
J25-0064,2,4334,5760,7976,9,M04,8004,33,8037
J25-0089,9,5759,5760,8570,5,M09,8004,76,8080
J25-0079,0,4975,5760,8259,6,M06,8008,62,8070
J25-0086,5,5520,5760,8234,3,M03,8014,95,8109
J25-0088,3,5677,5760,8515,3,M04,8037,99,8136
J25-0080,2,5210,5760,8362,5,M05,8063,10,8073
J25-0080,2,5210,5760,8362,6,M07,8073,12,8085
J25-0089,9,5759,5760,8570,6,M05,8080,47,8127
J25-0079,0,4975,5760,8259,7,M07,8085,56,8141
J25-0080,2,5210,5760,8362,7,M06,8085,89,8174
J25-0068,0,4539,5760,8948,3,M03,8109,36,8145
J25-0086,5,5520,5760,8234,4,M08,8109,48,8157
J25-0068,0,4539,5760,8948,4,M04,8145,49,8194
J25-0087,8,5630,5760,10332,2,M03,8145,76,8221
J25-0079,0,4975,5760,8259,8,M08,8157,44,8201
J25-0086,5,5520,5760,8234,5,M09,8157,72,8229
J25-0088,3,5677,5760,8515,4,M06,8174,9,8183
J25-0068,0,4539,5760,8948,5,M05,8194,11,8205
J25-0088,3,5677,5760,8515,5,M08,8201,52,8253
J25-0068,0,4539,5760,8948,6,M06,8205,62,8267
J25-0087,8,5630,5760,10332,3,M05,8221,51,8272
J25-0089,9,5759,5760,8570,7,M03,8221,52,8273
J25-0086,5,5520,5760,8234,6,M00,8229,47,8276
J25-0079,0,4975,5760,8259,9,M09,8238,21,8259
J25-0077,9,4751,5760,8821,4,M08,8253,64,8317
J25-0088,3,5677,5760,8515,6,M07,8253,85,8338
J25-0080,2,5210,5760,8362,8,M09,8259,45,8304
J25-0087,8,5630,5760,10332,4,M02,8272,85,8357
J25-0086,5,5520,5760,8234,7,M06,8276,65,8341
J25-0080,2,5210,5760,8362,9,M04,8308,33,8341
J25-0088,3,5677,5760,8515,7,M03,8338,98,8436
J25-0086,5,5520,5760,8234,8,M04,8341,6,8347
J25-0086,5,5520,5760,8234,9,M07,8347,25,8372
J25-0089,9,5759,5760,8570,8,M04,8347,90,8437
J25-0087,8,5630,5760,10332,5,M09,8357,11,8368
J25-0077,9,4751,5760,8821,5,M09,8368,76,8444
J25-0087,8,5630,5760,10332,6,M06,8368,40,8408
J25-0087,8,5630,5760,10332,7,M07,8408,89,8497
J25-0088,3,5677,5760,8515,8,M09,8444,22,8466
J25-0088,3,5677,5760,8515,9,M05,8472,43,8515
J25-0087,8,5630,5760,10332,8,M04,8497,26,8523
J25-0077,9,4751,5760,8821,6,M05,8515,47,8562
J25-0089,9,5759,5760,8570,9,M07,8525,45,8570
J25-0077,9,4751,5760,8821,7,M03,8562,52,8614
J25-0068,0,4539,5760,8948,7,M07,8570,56,8626
J25-0077,9,4751,5760,8821,8,M04,8614,90,8704
J25-0068,0,4539,5760,8948,8,M08,8626,44,8670
J25-0077,9,4751,5760,8821,9,M07,8776,45,8821
J25-0068,0,4539,5760,8948,9,M09,8927,21,8948
J25-0087,8,5630,5760,10332,9,M08,10258,74,10332
