Job,Routing_ID,Arrival,Ready Time,Deadline,Operation,Machine,Start,Processing Time,End
J25-0062,6,4259,4320,6091,9,M04,6014,55,6069
J25-0058,3,4060,4320,6044,9,M05,6020,43,6063
J25-0040,0,3145,4320,6171,8,M08,6037,44,6081
J25-0053,9,3809,4320,6614,2,M02,6042,61,6103
J25-0056,5,3945,4320,6686,1,M01,6042,2,6044
J25-0059,1,4076,4320,6187,8,M07,6043,72,6115
J25-0030,0,2313,2880,6015,1,M01,6044,78,6122
J25-0061,9,4233,4320,6533,5,M09,6044,76,6120
J25-0046,3,3354,4320,6149,7,M03,6050,98,6148
J25-0084,1,5438,5760,6816,0,M00,6059,43,6102
J25-0056,5,3945,4320,6686,2,M05,6063,52,6115
J25-0045,6,3235,4320,6188,9,M04,6069,55,6124
J25-0050,6,3607,4320,6371,7,M08,6081,89,6170
J25-0051,4,3651,4320,6988,0,M02,6103,14,6117
J25-0053,9,3809,4320,6614,3,M06,6103,7,6110
J25-0049,2,3603,4320,6414,7,M06,6110,89,6199
J25-0048,7,3494,4320,7551,3,M05,6115,74,6189
J25-0052,8,3675,4320,6437,7,M07,6115,89,6204
J25-0051,4,3651,4320,6988,1,M00,6117,6,6123
J25-0054,0,3836,4320,6171,9,M09,6120,21,6141
J25-0030,0,2313,2880,6015,2,M02,6122,9,6131
J25-0051,4,3651,4320,6988,2,M01,6123,22,6145
J25-0079,0,4975,5760,8259,0,M00,6123,29,6152
J25-0039,9,3137,4320,6259,8,M04,6124,90,6214
J25-0084,1,5438,5760,6816,1,M02,6131,90,6221
J25-0040,0,3145,4320,6171,9,M09,6141,21,6162
J25-0073,3,4628,5760,7489,0,M01,6145,81,6226
J25-0030,0,2313,2880,6015,3,M03,6148,36,6184
J25-0083,0,5436,5760,7484,0,M00,6152,29,6181
J25-0046,3,3354,4320,6149,8,M09,6162,22,6184
J25-0059,1,4076,4320,6187,9,M08,6170,30,6200
J25-0069,8,4606,5760,6778,0,M00,6181,76,6257
J25-0030,0,2313,2880,6015,9,M09,6184,21,6205
J25-0056,5,3945,4320,6686,3,M03,6184,95,6279
J25-0046,3,3354,4320,6149,9,M05,6189,43,6232
J25-0053,9,3809,4320,6614,4,M08,6200,64,6264
J25-0039,9,3137,4320,6259,9,M07,6214,45,6259
J25-0052,8,3675,4320,6437,8,M04,6214,26,6240
J25-0082,7,5419,5760,7265,0,M02,6221,31,6252
J25-0061,9,4233,4320,6533,6,M05,6232,47,6279
J25-0049,2,3603,4320,6414,8,M09,6239,45,6284
J25-0048,7,3494,4320,7551,4,M04,6240,32,6272
J25-0081,4,5337,5760,7621,0,M02,6252,14,6266
J25-0069,8,4606,5760,6778,1,M01,6257,69,6326
J25-0071,8,4614,5760,7583,0,M00,6257,76,6333
J25-0050,6,3607,4320,6371,8,M07,6259,30,6289
J25-0038,3,2972,4320,7669,5,M08,6264,52,6316
J25-0066,5,4395,5760,7396,0,M02,6266,84,6350
J25-0048,7,3494,4320,7551,5,M06,6272,88,6360
J25-0051,4,3651,4320,6988,3,M05,6279,61,6340
J25-0061,9,4233,4320,6533,7,M03,6279,52,6331
J25-0053,9,3809,4320,6614,5,M09,6284,76,6360
J25-0050,6,3607,4320,6371,9,M04,6289,55,6344
J25-0038,3,2972,4320,7669,6,M07,6316,85,6401
J25-0056,5,3945,4320,6686,4,M08,6316,48,6364
J25-0033,2,2660,2880,6738,0,M01,6326,91,6417
J25-0069,8,4606,5760,6778,2,M03,6331,76,6407
J25-0081,4,5337,5760,7621,1,M00,6333,6,6339
J25-0034,8,2715,2880,6387,0,M00,6339,76,6415
J25-0049,2,3603,4320,6414,9,M04,6344,33,6377
J25-0065,4,4375,5760,7640,0,M02,6350,14,6364
J25-0053,9,3809,4320,6614,6,M05,6360,47,6407
J25-0052,8,3675,4320,6437,9,M08,6364,74,6438
J25-0067,7,4416,5760,7920,0,M02,6364,31,6395
J25-0056,5,3945,4320,6686,5,M09,6368,72,6440
J25-0061,9,4233,4320,6533,8,M04,6377,90,6467
J25-0075,4,4666,5760,7277,0,M02,6395,14,6409
J25-0042,8,3195,4320,7213,2,M03,6407,76,6483
J25-0069,8,4606,5760,6778,3,M05,6407,51,6458
J25-0070,7,4607,5760,7887,0,M02,6409,31,6440
J25-0065,4,4375,5760,7640,1,M00,6415,6,6421
J25-0034,8,2715,2880,6387,1,M01,6417,69,6486
J25-0075,4,4666,5760,7277,1,M00,6421,6,6427
J25-0048,7,3494,4320,7551,6,M08,6438,19,6457
J25-0056,5,3945,4320,6686,6,M00,6440,47,6487
J25-0048,7,3494,4320,7551,7,M09,6457,48,6505
J25-0069,8,4606,5760,6778,4,M02,6458,85,6543
J25-0084,1,5438,5760,6816,2,M04,6467,75,6542
J25-0042,8,3195,4320,7213,3,M05,6483,51,6534
J25-0051,4,3651,4320,6988,4,M03,6483,26,6509
J25-0075,4,4666,5760,7277,2,M01,6486,22,6508
J25-0056,5,3945,4320,6686,7,M06,6487,65,6552
J25-0070,7,4607,5760,7887,1,M00,6487,86,6573
J25-0061,9,4233,4320,6533,9,M07,6488,45,6533
J25-0071,8,4614,5760,7583,1,M01,6508,69,6577
J25-0053,9,3809,4320,6614,7,M03,6509,52,6561
J25-0048,7,3494,4320,7551,8,M07,6533,36,6569
J25-0051,4,3651,4320,6988,5,M04,6542,69,6611
J25-0042,8,3195,4320,7213,4,M02,6543,85,6628
J25-0069,8,4606,5760,6778,5,M09,6543,11,6554
J25-0069,8,4606,5760,6778,6,M06,6554,40,6594
J25-0084,1,5438,5760,6816,3,M09,6554,11,6565
J25-0034,8,2715,2880,6387,2,M03,6561,76,6637
J25-0033,2,2660,2880,6738,1,M00,6573,85,6658
J25-0066,5,4395,5760,7396,1,M01,6577,2,6579
J25-0066,5,4395,5760,7396,2,M05,6579,52,6631
J25-0081,4,5337,5760,7621,2,M01,6579,22,6601
J25-0069,8,4606,5760,6778,7,M07,6594,89,6683
J25-0065,4,4375,5760,7640,2,M01,6601,22,6623
J25-0056,5,3945,4320,6686,8,M04,6611,6,6617
J25-0051,4,3651,4320,6988,6,M08,6616,21,6637
J25-0053,9,3809,4320,6614,8,M04,6617,90,6707
J25-0070,7,4607,5760,7887,2,M01,6623,46,6669
J25-0042,8,3195,4320,7213,5,M09,6628,11,6639
J25-0073,3,4628,5760,7489,1,M02,6628,95,6723
J25-0075,4,4666,5760,7277,3,M05,6631,61,6692
J25-0034,8,2715,2880,6387,9,M08,6637,74,6711
J25-0084,1,5438,5760,6816,4,M03,6637,69,6706
J25-0042,8,3195,4320,7213,6,M06,6639,40,6679
J25-0082,7,5419,5760,7265,1,M00,6658,86,6744
J25-0056,5,3945,4320,6686,9,M07,6683,25,6708
J25-0070,7,4607,5760,7887,3,M05,6692,74,6766
J25-0075,4,4666,5760,7277,4,M03,6706,26,6732
J25-0084,1,5438,5760,6816,5,M01,6706,28,6734
J25-0033,2,2660,2880,6738,9,M04,6707,33,6740
J25-0053,9,3809,4320,6614,9,M07,6708,45,6753
J25-0078,5,4848,5760,7603,0,M02,6723,84,6807
J25-0066,5,4395,5760,7396,3,M03,6732,95,6827
J25-0072,6,4615,5760,7261,0,M01,6734,46,6780
J25-0084,1,5438,5760,6816,6,M06,6734,46,6780
J25-0069,8,4606,5760,6778,8,M04,6740,26,6766
J25-0051,4,3651,4320,6988,7,M07,6753,49,6802
J25-0069,8,4606,5760,6778,9,M08,6766,74,6840
J25-0070,7,4607,5760,7887,4,M04,6766,32,6798
J25-0081,4,5337,5760,7621,3,M05,6766,61,6827
J25-0072,6,4615,5760,7261,1,M00,6780,37,6817
J25-0070,7,4607,5760,7887,5,M06,6798,88,6886
J25-0075,4,4666,5760,7277,5,M04,6798,69,6867
J25-0042,8,3195,4320,7213,7,M07,6802,89,6891
J25-0078,5,4848,5760,7603,1,M01,6807,2,6809
J25-0082,7,5419,5760,7265,2,M01,6809,46,6855
J25-0068,0,4539,5760,8948,0,M00,6817,29,6846
J25-0051,4,3651,4320,6988,8,M09,6824,72,6896
J25-0072,6,4615,5760,7261,2,M03,6827,61,6888
J25-0084,1,5438,5760,6816,7,M05,6827,46,6873
J25-0066,5,4395,5760,7396,4,M08,6840,48,6888
J25-0073,3,4628,5760,7489,2,M00,6846,71,6917
J25-0074,2,4659,5760,7742,0,M01,6855,91,6946
J25-0082,7,5419,5760,7265,3,M05,6873,74,6947
J25-0070,7,4607,5760,7887,6,M08,6888,19,6907
J25-0071,8,4614,5760,7583,2,M03,6888,76,6964
J25-0072,6,4615,5760,7261,3,M02,6888,13,6901
J25-0042,8,3195,4320,7213,8,M04,6891,26,6917
J25-0084,1,5438,5760,6816,8,M07,6891,72,6963
J25-0066,5,4395,5760,7396,5,M09,6896,72,6968
J25-0072,6,4615,5760,7261,4,M06,6901,32,6933
J25-0086,5,5520,5760,8234,0,M02,6901,84,6985
J25-0075,4,4666,5760,7277,6,M08,6907,21,6928
J25-0051,4,3651,4320,6988,9,M06,6935,53,6988
J25-0074,2,4659,5760,7742,1,M00,6946,85,7031
J25-0085,6,5499,5760,7735,0,M01,6946,46,6992
J25-0072,6,4615,5760,7261,5,M05,6947,21,6968
J25-0082,7,5419,5760,7265,4,M04,6947,32,6979
J25-0075,4,4666,5760,7277,7,M07,6963,49,7012
J25-0084,1,5438,5760,6816,9,M08,6963,30,6993
J25-0081,4,5337,5760,7621,4,M03,6964,26,6990
J25-0071,8,4614,5760,7583,3,M05,6968,51,7019
J25-0072,6,4615,5760,7261,6,M09,6968,32,7000
J25-0082,7,5419,5760,7265,5,M06,6988,88,7076
J25-0038,3,2972,4320,7669,7,M03,6990,98,7088
J25-0081,4,5337,5760,7621,5,M04,6990,69,7059
J25-0083,0,5436,5760,7484,1,M01,6992,78,7070
J25-0072,6,4615,5760,7261,7,M08,7000,89,7089
J25-0075,4,4666,5760,7277,8,M09,7012,72,7084
J25-0065,4,4375,5760,7640,3,M05,7019,61,7080
J25-0071,8,4614,5760,7583,4,M02,7019,85,7104
J25-0066,5,4395,5760,7396,6,M00,7031,47,7078
J25-0073,3,4628,5760,7489,3,M04,7059,99,7158
J25-0089,9,5759,5760,8570,0,M01,7070,85,7155
J25-0066,5,4395,5760,7396,7,M06,7078,65,7143
J25-0076,1,4689,5760,7750,0,M00,7078,43,7121
J25-0078,5,4848,5760,7603,2,M05,7080,52,7132
J25-0038,3,2972,4320,7669,8,M09,7088,22,7110
J25-0074,2,4659,5760,7742,2,M03,7088,39,7127
J25-0072,6,4615,5760,7261,8,M07,7089,30,7119
J25-0082,7,5419,5760,7265,6,M08,7089,19,7108
J25-0083,0,5436,5760,7484,2,M02,7104,9,7113
J25-0081,4,5337,5760,7621,6,M08,7108,21,7129
J25-0071,8,4614,5760,7583,5,M09,7110,11,7121
J25-0067,7,4416,5760,7920,1,M00,7121,86,7207
J25-0082,7,5419,5760,7265,7,M09,7121,48,7169
J25-0074,2,4659,5760,7742,3,M02,7127,74,7201
J25-0083,0,5436,5760,7484,3,M03,7127,36,7163
J25-0042,8,3195,4320,7213,9,M08,7129,74,7203
J25-0081,4,5337,5760,7621,7,M07,7129,49,7178
J25-0071,8,4614,5760,7583,6,M06,7143,40,7183
J25-0064,2,4334,5760,7976,0,M01,7155,91,7246
J25-0065,4,4375,5760,7640,4,M03,7163,26,7189
J25-0083,0,5436,5760,7484,4,M04,7163,49,7212
J25-0070,7,4607,5760,7887,7,M09,7169,48,7217
J25-0082,7,5419,5760,7265,8,M07,7178,36,7214
J25-0073,3,4628,5760,7489,4,M06,7183,9,7192
J25-0078,5,4848,5760,7603,3,M03,7189,95,7284
J25-0075,4,4666,5760,7277,9,M06,7200,53,7253
J25-0076,1,4689,5760,7750,1,M02,7201,90,7291
J25-0074,2,4659,5760,7742,4,M08,7203,90,7293
J25-0085,6,5499,5760,7735,1,M00,7207,37,7244
J25-0072,6,4615,5760,7261,9,M04,7212,55,7267
J25-0083,0,5436,5760,7484,5,M05,7212,11,7223
J25-0071,8,4614,5760,7583,7,M07,7214,89,7303
J25-0081,4,5337,5760,7621,8,M09,7217,72,7289
J25-0064,2,4334,5760,7976,1,M00,7246,85,7331
J25-0067,7,4416,5760,7920,2,M01,7246,46,7292
J25-0083,0,5436,5760,7484,6,M06,7253,62,7315
J25-0066,5,4395,5760,7396,8,M04,7267,6,7273
J25-0065,4,4375,5760,7640,5,M04,7273,69,7342
J25-0082,7,5419,5760,7265,9,M03,7284,79,7363
J25-0086,5,5520,5760,8234,1,M01,7292,2,7294
J25-0074,2,4659,5760,7742,5,M05,7293,10,7303
J25-0078,5,4848,5760,7603,4,M08,7293,48,7341
J25-0088,3,5677,5760,8515,0,M01,7294,81,7375
J25-0067,7,4416,5760,7920,3,M05,7303,74,7377
J25-0074,2,4659,5760,7742,6,M07,7303,12,7315
J25-0074,2,4659,5760,7742,7,M06,7315,89,7404
J25-0083,0,5436,5760,7484,7,M07,7315,56,7371
J25-0089,9,5759,5760,8570,1,M00,7331,13,7344
J25-0078,5,4848,5760,7603,5,M09,7341,72,7413
J25-0065,4,4375,5760,7640,6,M08,7342,21,7363
J25-0076,1,4689,5760,7750,2,M04,7342,75,7417
J25-0089,9,5759,5760,8570,2,M02,7344,61,7405
J25-0085,6,5499,5760,7735,2,M03,7363,61,7424
J25-0066,5,4395,5760,7396,9,M07,7371,25,7396
J25-0083,0,5436,5760,7484,8,M08,7371,44,7415
J25-0087,8,5630,5760,10332,1,M01,7375,69,7444
J25-0086,5,5520,5760,8234,2,M05,7377,52,7429
J25-0065,4,4375,5760,7640,7,M07,7396,49,7445
J25-0078,5,4848,5760,7603,6,M00,7413,47,7460
J25-0073,3,4628,5760,7489,5,M08,7415,52,7467
J25-0071,8,4614,5760,7583,8,M04,7417,26,7443
J25-0076,1,4689,5760,7750,3,M09,7417,11,7428
J25-0064,2,4334,5760,7976,2,M03,7424,39,7463
J25-0085,6,5499,5760,7735,3,M02,7424,13,7437
J25-0083,0,5436,5760,7484,9,M09,7436,21,7457
J25-0085,6,5499,5760,7735,4,M06,7437,32,7469
J25-0088,3,5677,5760,8515,1,M02,7437,95,7532
J25-0067,7,4416,5760,7920,4,M04,7443,32,7475
J25-0077,9,4751,5760,8821,0,M01,7444,85,7529
J25-0070,7,4607,5760,7887,8,M07,7445,36,7481
J25-0065,4,4375,5760,7640,8,M09,7457,72,7529
J25-0048,7,3494,4320,7551,9,M03,7463,79,7542
J25-0078,5,4848,5760,7603,7,M06,7469,65,7534
J25-0085,6,5499,5760,7735,5,M05,7469,21,7490
J25-0073,3,4628,5760,7489,6,M07,7481,85,7566
J25-0071,8,4614,5760,7583,9,M08,7487,74,7561
J25-0068,0,4539,5760,8948,1,M01,7529,78,7607
J25-0077,9,4751,5760,8821,1,M00,7529,13,7542
J25-0085,6,5499,5760,7735,6,M09,7529,32,7561
J25-0064,2,4334,5760,7976,3,M02,7532,74,7606
J25-0078,5,4848,5760,7603,8,M04,7534,6,7540
J25-0081,4,5337,5760,7621,9,M06,7534,53,7587
J25-0076,1,4689,5760,7750,4,M03,7542,69,7611
J25-0088,3,5677,5760,8515,2,M00,7542,71,7613
J25-0074,2,4659,5760,7742,8,M09,7561,45,7606
J25-0085,6,5499,5760,7735,7,M08,7561,89,7650
J25-0078,5,4848,5760,7603,9,M07,7578,25,7603
J25-0065,4,4375,5760,7640,9,M06,7587,53,7640
J25-0068,0,4539,5760,8948,2,M02,7607,9,7616
J25-0073,3,4628,5760,7489,7,M03,7611,98,7709
J25-0076,1,4689,5760,7750,5,M01,7611,28,7639
J25-0077,9,4751,5760,8821,2,M02,7616,61,7677
J25-0038,3,2972,4320,7669,9,M05,7626,43,7669
J25-0079,0,4975,5760,8259,1,M01,7639,78,7717
J25-0076,1,4689,5760,7750,6,M06,7640,46,7686
J25-0074,2,4659,5760,7742,9,M04,7647,33,7680
J25-0064,2,4334,5760,7976,4,M08,7650,90,7740
J25-0085,6,5499,5760,7735,8,M07,7650,30,7680
J25-0085,6,5499,5760,7735,9,M04,7680,55,7735
J25-0067,7,4416,5760,7920,5,M06,7686,88,7774
J25-0076,1,4689,5760,7750,7,M05,7686,46,7732
J25-0073,3,4628,5760,7489,8,M09,7709,22,7731
J25-0086,5,5520,5760,8234,3,M03,7709,95,7804
J25-0079,0,4975,5760,8259,2,M02,7717,9,7726
J25-0080,2,5210,5760,8362,0,M01,7717,91,7808
J25-0073,3,4628,5760,7489,9,M05,7732,43,7775
J25-0076,1,4689,5760,7750,8,M07,7732,72,7804
J25-0088,3,5677,5760,8515,3,M04,7735,99,7834
J25-0067,7,4416,5760,7920,6,M08,7774,19,7793
J25-0089,9,5759,5760,8570,3,M06,7774,7,7781
J25-0064,2,4334,5760,7976,5,M05,7775,10,7785
J25-0077,9,4751,5760,8821,3,M06,7781,7,7788
J25-0067,7,4416,5760,7920,7,M09,7793,48,7841
J25-0064,2,4334,5760,7976,6,M07,7804,12,7816
J25-0070,7,4607,5760,7887,9,M03,7804,79,7883
J25-0076,1,4689,5760,7750,9,M08,7804,30,7834
J25-0080,2,5210,5760,8362,1,M00,7808,85,7893
J25-0064,2,4334,5760,7976,7,M06,7816,89,7905
J25-0077,9,4751,5760,8821,4,M08,7834,64,7898
J25-0067,7,4416,5760,7920,8,M07,7841,36,7877
J25-0067,7,4416,5760,7920,9,M03,7883,79,7962
J25-0086,5,5520,5760,8234,4,M08,7898,48,7946
J25-0064,2,4334,5760,7976,8,M09,7905,45,7950
J25-0088,3,5677,5760,8515,4,M06,7905,9,7914
J25-0089,9,5759,5760,8570,4,M08,7946,64,8010
J25-0064,2,4334,5760,7976,9,M04,7950,33,7983
J25-0086,5,5520,5760,8234,5,M09,7950,72,8022
J25-0079,0,4975,5760,8259,3,M03,7962,36,7998
J25-0079,0,4975,5760,8259,4,M04,7998,49,8047
J25-0080,2,5210,5760,8362,2,M03,7998,39,8037
J25-0088,3,5677,5760,8515,5,M08,8010,52,8062
J25-0077,9,4751,5760,8821,5,M09,8022,76,8098
J25-0086,5,5520,5760,8234,6,M00,8022,47,8069
J25-0080,2,5210,5760,8362,3,M02,8037,74,8111
J25-0087,8,5630,5760,10332,2,M03,8037,76,8113
J25-0079,0,4975,5760,8259,5,M05,8047,11,8058
J25-0079,0,4975,5760,8259,6,M06,8058,62,8120
J25-0089,9,5759,5760,8570,5,M09,8098,76,8174
J25-0080,2,5210,5760,8362,4,M08,8111,90,8201
J25-0068,0,4539,5760,8948,3,M03,8113,36,8149
J25-0087,8,5630,5760,10332,3,M05,8113,51,8164
J25-0079,0,4975,5760,8259,7,M07,8120,56,8176
J25-0086,5,5520,5760,8234,7,M06,8120,65,8185
J25-0087,8,5630,5760,10332,4,M02,8164,85,8249
J25-0086,5,5520,5760,8234,8,M04,8185,6,8191
J25-0068,0,4539,5760,8948,4,M04,8191,49,8240
J25-0086,5,5520,5760,8234,9,M07,8191,25,8216
J25-0079,0,4975,5760,8259,8,M08,8201,44,8245
J25-0080,2,5210,5760,8362,5,M05,8201,10,8211
J25-0089,9,5759,5760,8570,6,M05,8211,47,8258
J25-0080,2,5210,5760,8362,6,M07,8216,12,8228
J25-0080,2,5210,5760,8362,7,M06,8228,89,8317
J25-0088,3,5677,5760,8515,6,M07,8228,85,8313
J25-0079,0,4975,5760,8259,9,M09,8245,21,8266
J25-0068,0,4539,5760,8948,5,M05,8258,11,8269
J25-0089,9,5759,5760,8570,7,M03,8258,52,8310
J25-0087,8,5630,5760,10332,5,M09,8266,11,8277
J25-0077,9,4751,5760,8821,6,M05,8269,47,8316
J25-0088,3,5677,5760,8515,7,M03,8313,98,8411
J25-0080,2,5210,5760,8362,8,M09,8317,45,8362
J25-0087,8,5630,5760,10332,6,M06,8317,40,8357
J25-0068,0,4539,5760,8948,6,M06,8357,62,8419
J25-0087,8,5630,5760,10332,7,M07,8357,89,8446
J25-0080,2,5210,5760,8362,9,M04,8362,33,8395
J25-0089,9,5759,5760,8570,8,M04,8395,90,8485
J25-0077,9,4751,5760,8821,7,M03,8411,52,8463
J25-0088,3,5677,5760,8515,8,M09,8411,22,8433
J25-0068,0,4539,5760,8948,7,M07,8446,56,8502
J25-0088,3,5677,5760,8515,9,M05,8472,43,8515
J25-0087,8,5630,5760,10332,8,M04,8485,26,8511
J25-0068,0,4539,5760,8948,8,M08,8502,44,8546
J25-0077,9,4751,5760,8821,8,M04,8511,90,8601
J25-0089,9,5759,5760,8570,9,M07,8525,45,8570
J25-0077,9,4751,5760,8821,9,M07,8776,45,8821
J25-0068,0,4539,5760,8948,9,M09,8927,21,8948
J25-0087,8,5630,5760,10332,9,M08,10258,74,10332
