Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
16,1,3,1310,3771.0,M09,3033.0,11.0,3044.0,0
16,1,4,1310,3771.0,M03,3044.0,69.0,3113.0,0
12,8,0,992,3873.0,M00,3111.0,76.0,3187.0,0
16,1,5,1310,3771.0,M01,3113.0,28.0,3141.0,0
15,7,2,1193,3794.0,M01,3141.0,46.0,3187.0,0
16,1,6,1310,3771.0,M06,3141.0,46.0,3187.0,0
12,8,1,992,3873.0,M01,3187.0,69.0,3256.0,0
16,1,7,1310,3771.0,M05,3187.0,46.0,3233.0,0
13,2,5,1046,3787.0,M05,3233.0,10.0,3243.0,0
16,1,8,1310,3771.0,M07,3233.0,72.0,3305.0,0
15,7,3,1193,3794.0,M05,3243.0,74.0,3317.0,0
12,8,2,992,3873.0,M03,3256.0,76.0,3332.0,0
17,3,0,1343,4504.0,M01,3256.0,81.0,3337.0,0
13,2,6,1046,3787.0,M07,3305.0,12.0,3317.0,0
16,1,9,1310,3771.0,M08,3305.0,30.0,3335.0,0
13,2,7,1046,3787.0,M06,3317.0,89.0,3406.0,0
15,7,4,1193,3794.0,M04,3317.0,32.0,3349.0,0
12,8,3,992,3873.0,M05,3332.0,51.0,3383.0,0
12,8,4,992,3873.0,M02,3383.0,85.0,3468.0,0
13,2,8,1046,3787.0,M09,3406.0,45.0,3451.0,0
15,7,5,1193,3794.0,M06,3406.0,88.0,3494.0,0
13,2,9,1046,3787.0,M04,3451.0,33.0,3484.0,0
17,3,1,1343,4504.0,M02,3468.0,95.0,3563.0,0
15,7,6,1193,3794.0,M08,3494.0,19.0,3513.0,0
15,7,7,1193,3794.0,M09,3513.0,48.0,3561.0,0
12,8,5,992,3873.0,M09,3561.0,11.0,3572.0,0
17,3,2,1343,4504.0,M00,3563.0,71.0,3634.0,0
12,8,6,992,3873.0,M06,3572.0,40.0,3612.0,0
15,7,8,1193,3794.0,M07,3576.0,36.0,3612.0,0
12,8,7,992,3873.0,M07,3612.0,89.0,3701.0,0
15,7,9,1193,3794.0,M03,3612.0,79.0,3691.0,0
12,8,8,992,3873.0,M04,3701.0,26.0,3727.0,0
12,8,9,992,3873.0,M08,3727.0,74.0,3801.0,0
17,3,3,1343,4504.0,M04,3727.0,99.0,3826.0,0
17,3,4,1343,4504.0,M06,3826.0,9.0,3835.0,0
17,3,5,1343,4504.0,M08,3835.0,52.0,3887.0,0
17,3,6,1343,4504.0,M07,3887.0,85.0,3972.0,0
17,3,7,1343,4504.0,M03,3972.0,98.0,4070.0,0
17,3,8,1343,4504.0,M09,4070.0,22.0,4092.0,0
17,3,9,1343,4504.0,M05,4092.0,43.0,4135.0,0
