Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
34,9,9,2645,5251.0,M07,6483.78,45.0,6528.78,1277.78
37,2,9,2762,5503.0,M04,6500.78,33.0,6533.78,1030.78
46,7,0,3531,6132.0,M02,6524.78,31.0,6555.78,423.78
36,3,6,2709,5870.0,M07,6528.78,85.0,6613.78,743.78
47,1,2,3544,6005.0,M04,6533.78,75.0,6608.78,603.78
44,9,3,3379,5985.0,M06,6535.78,7.0,6542.78,557.78
44,9,4,3379,5985.0,M08,6542.78,64.0,6606.78,621.78
46,7,1,3531,6132.0,M00,6555.78,86.0,6641.78,509.78
49,6,7,3653,5661.0,M08,6606.78,89.0,6695.78,1034.78
41,5,8,3246,5640.0,M04,6608.78,6.0,6614.78,974.78
36,3,7,2709,5870.0,M03,6613.78,98.0,6711.78,841.78
46,7,2,3531,6132.0,M01,6641.78,46.0,6687.78,555.78
50,1,0,3804,6265.0,M00,6641.78,43.0,6684.78,419.78
49,6,8,3653,5661.0,M07,6695.78,30.0,6725.78,1064.78
36,3,8,2709,5870.0,M09,6711.78,22.0,6733.78,863.78
41,5,9,3246,5640.0,M07,6725.78,25.0,6750.78,1110.78
49,6,9,3653,5661.0,M04,6725.78,55.0,6780.78,1119.78
36,3,9,2709,5870.0,M05,6733.78,43.0,6776.78,906.78
47,1,3,3544,6005.0,M09,6733.78,11.0,6744.78,739.78
44,9,5,3379,5985.0,M09,6744.78,76.0,6820.78,835.78
47,1,4,3544,6005.0,M03,6744.78,69.0,6813.78,808.78
50,1,1,3804,6265.0,M02,6762.78,90.0,6852.78,587.78
43,2,2,3372,6113.0,M03,6813.78,39.0,6852.78,739.78
47,1,5,3544,6005.0,M01,6813.78,28.0,6841.78,836.78
44,9,6,3379,5985.0,M05,6820.78,47.0,6867.78,882.78
47,1,6,3544,6005.0,M06,6841.78,46.0,6887.78,882.78
43,2,3,3372,6113.0,M02,6852.78,74.0,6926.78,813.78
55,0,3,4190,6096.0,M03,6852.78,36.0,6888.78,792.78
48,8,0,3632,6513.0,M00,6877.78,76.0,6953.78,440.78
44,9,7,3379,5985.0,M03,6888.78,52.0,6940.78,955.78
55,0,4,4190,6096.0,M04,6888.78,49.0,6937.78,841.78
52,5,0,4013,6407.0,M02,6926.78,84.0,7010.78,603.78
55,0,5,4190,6096.0,M05,6937.78,11.0,6948.78,852.78
44,9,8,3379,5985.0,M04,6940.78,90.0,7030.78,1045.78
47,1,7,3544,6005.0,M05,6948.78,46.0,6994.78,989.78
55,0,6,4190,6096.0,M06,6948.78,62.0,7010.78,914.78
48,8,1,3632,6513.0,M01,6953.78,69.0,7022.78,509.78
46,7,3,3531,6132.0,M05,6994.78,74.0,7068.78,936.78
55,0,7,4190,6096.0,M07,7010.78,56.0,7066.78,970.78
52,5,1,4013,6407.0,M01,7022.78,2.0,7024.78,617.78
53,9,0,4015,6621.0,M01,7024.78,85.0,7109.78,488.78
48,8,2,3632,6513.0,M03,7056.78,76.0,7132.78,619.78
47,1,8,3544,6005.0,M07,7066.78,72.0,7138.78,1133.78
55,0,8,4190,6096.0,M08,7066.78,44.0,7110.78,1014.78
46,7,4,3531,6132.0,M04,7068.78,32.0,7100.78,968.78
52,5,2,4013,6407.0,M05,7068.78,52.0,7120.78,713.78
46,7,5,3531,6132.0,M06,7100.78,88.0,7188.78,1056.78
50,1,2,3804,6265.0,M04,7100.78,75.0,7175.78,910.78
45,3,0,3467,6628.0,M01,7109.78,81.0,7190.78,562.78
53,9,1,4015,6621.0,M00,7109.78,13.0,7122.78,501.78
55,0,9,4190,6096.0,M09,7110.78,21.0,7131.78,1035.78
53,9,2,4015,6621.0,M02,7122.78,61.0,7183.78,562.78
54,8,0,4109,6990.0,M00,7122.78,76.0,7198.78,208.78
48,8,3,3632,6513.0,M05,7132.78,51.0,7183.78,670.78
44,9,9,3379,5985.0,M07,7138.78,45.0,7183.78,1198.78
47,1,9,3544,6005.0,M08,7138.78,30.0,7168.78,1163.78
50,1,3,3804,6265.0,M09,7175.78,11.0,7186.78,921.78
48,8,4,3632,6513.0,M02,7183.78,85.0,7268.78,755.78
50,1,4,3804,6265.0,M03,7186.78,69.0,7255.78,990.78
46,7,6,3531,6132.0,M08,7188.78,19.0,7207.78,1075.78
43,2,4,3372,6113.0,M08,7207.78,90.0,7297.78,1184.78
46,7,7,3531,6132.0,M09,7207.78,48.0,7255.78,1123.78
50,1,5,3804,6265.0,M01,7255.78,28.0,7283.78,1018.78
52,5,3,4013,6407.0,M03,7255.78,95.0,7350.78,943.78
45,3,1,3467,6628.0,M02,7268.78,95.0,7363.78,735.78
48,8,5,3632,6513.0,M09,7268.78,11.0,7279.78,766.78
48,8,6,3632,6513.0,M06,7279.78,40.0,7319.78,806.78
54,8,1,4109,6990.0,M01,7283.78,69.0,7352.78,362.78
43,2,5,3372,6113.0,M05,7297.78,10.0,7307.78,1194.78
43,2,6,3372,6113.0,M07,7307.78,12.0,7319.78,1206.78
43,2,7,3372,6113.0,M06,7319.78,89.0,7408.78,1295.78
46,7,8,3531,6132.0,M07,7319.78,36.0,7355.78,1223.78
51,3,0,3843,7004.0,M01,7352.78,81.0,7433.78,429.78
46,7,9,3531,6132.0,M03,7355.78,79.0,7434.78,1302.78
48,8,7,3632,6513.0,M07,7355.78,89.0,7444.78,931.78
43,2,8,3372,6113.0,M09,7408.78,45.0,7453.78,1340.78
50,1,6,3804,6265.0,M06,7408.78,46.0,7454.78,1189.78
43,2,9,3372,6113.0,M04,7453.78,33.0,7486.78,1373.78
50,1,7,3804,6265.0,M05,7454.78,46.0,7500.78,1235.78
48,8,8,3632,6513.0,M04,7486.78,26.0,7512.78,999.78
50,1,8,3804,6265.0,M07,7500.78,72.0,7572.78,1307.78
48,8,9,3632,6513.0,M08,7512.78,74.0,7586.78,1073.78
50,1,9,3804,6265.0,M08,7586.78,30.0,7616.78,1351.78
45,3,2,3467,6628.0,M00,7604.78,71.0,7675.78,1047.78
52,5,4,4013,6407.0,M08,7616.78,48.0,7664.78,1257.78
53,9,3,4015,6621.0,M06,7657.78,7.0,7664.78,1043.78
52,5,5,4013,6407.0,M09,7664.78,72.0,7736.78,1329.78
53,9,4,4015,6621.0,M08,7664.78,64.0,7728.78,1107.78
45,3,3,3467,6628.0,M04,7675.78,99.0,7774.78,1146.78
51,3,1,3843,7004.0,M02,7688.78,95.0,7783.78,779.78
52,5,6,4013,6407.0,M00,7736.78,47.0,7783.78,1376.78
53,9,5,4015,6621.0,M09,7736.78,76.0,7812.78,1191.78
45,3,4,3467,6628.0,M06,7774.78,9.0,7783.78,1155.78
45,3,5,3467,6628.0,M08,7783.78,52.0,7835.78,1207.78
51,3,2,3843,7004.0,M00,7783.78,71.0,7854.78,850.78
52,5,7,4013,6407.0,M06,7783.78,65.0,7848.78,1441.78
53,9,6,4015,6621.0,M05,7812.78,47.0,7859.78,1238.78
52,5,8,4013,6407.0,M04,7848.78,6.0,7854.78,1447.78
52,5,9,4013,6407.0,M07,7854.78,25.0,7879.78,1472.78
53,9,7,4015,6621.0,M03,7859.78,52.0,7911.78,1290.78
45,3,6,3467,6628.0,M07,7879.78,85.0,7964.78,1336.78
53,9,8,4015,6621.0,M04,7911.78,90.0,8001.78,1380.78
54,8,2,4109,6990.0,M03,7911.78,76.0,7987.78,997.78
45,3,7,3467,6628.0,M03,7987.78,98.0,8085.78,1457.78
51,3,3,3843,7004.0,M04,8001.78,99.0,8100.78,1096.78
53,9,9,4015,6621.0,M07,8001.78,45.0,8046.78,1425.78
45,3,8,3467,6628.0,M09,8085.78,22.0,8107.78,1479.78
45,3,9,3467,6628.0,M05,8107.78,43.0,8150.78,1522.78
54,8,3,4109,6990.0,M05,8150.78,51.0,8201.78,1211.78
54,8,4,4109,6990.0,M02,8201.78,85.0,8286.78,1296.78
54,8,5,4109,6990.0,M09,8286.78,11.0,8297.78,1307.78
54,8,6,4109,6990.0,M06,8297.78,40.0,8337.78,1347.78
51,3,4,3843,7004.0,M06,8337.78,9.0,8346.78,1342.78
54,8,7,4109,6990.0,M07,8337.78,89.0,8426.78,1436.78
54,8,8,4109,6990.0,M04,8426.78,26.0,8452.78,1462.78
54,8,9,4109,6990.0,M08,8452.78,74.0,8526.78,1536.78
51,3,5,3843,7004.0,M08,8526.78,52.0,8578.78,1574.78
51,3,6,3843,7004.0,M07,8578.78,85.0,8663.78,1659.78
51,3,7,3843,7004.0,M03,8663.78,98.0,8761.78,1757.78
51,3,8,3843,7004.0,M09,8761.78,22.0,8783.78,1779.78
51,3,9,3843,7004.0,M05,8783.78,43.0,8826.78,1822.78
