Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
56,2,1,4403,7144.0,M00,6445.4,85.0,6530.4,0.0
57,7,2,4471,7072.0,M01,6445.4,46.0,6491.4,0.0
37,2,6,2762,5503.0,M07,6452.0,12.0,6464.0,961.0
58,6,7,4717,6725.0,M08,6462.0,89.0,6551.0,0.0
55,0,7,4190,6096.0,M07,6464.0,56.0,6520.0,424.0
43,2,7,3372,6113.0,M06,6488.4,89.0,6577.4,464.4
57,7,3,4471,7072.0,M05,6491.4,74.0,6565.4,0.0
53,9,1,4015,6621.0,M00,6530.4,13.0,6543.4,0.0
56,2,2,4403,7144.0,M03,6530.4,39.0,6569.4,0.0
55,0,8,4190,6096.0,M08,6551.0,44.0,6595.0,499.0
58,6,8,4717,6725.0,M07,6551.0,30.0,6581.0,0.0
57,7,4,4471,7072.0,M04,6565.4,32.0,6597.4,0.0
56,2,3,4403,7144.0,M02,6569.4,74.0,6643.4,0.0
37,2,7,2762,5503.0,M06,6577.4,89.0,6666.4,1163.4
46,7,6,3531,6132.0,M08,6595.0,19.0,6614.0,482.0
55,0,9,4190,6096.0,M09,6595.0,21.0,6616.0,520.0
58,6,9,4717,6725.0,M04,6597.4,55.0,6652.4,0.0
52,5,4,4013,6407.0,M08,6614.0,48.0,6662.0,255.0
43,2,8,3372,6113.0,M09,6616.0,45.0,6661.0,548.0
66,4,0,5587,7484.0,M02,6643.4,14.0,6657.4,0.0
53,9,2,4015,6621.0,M02,6657.4,61.0,6718.4,97.4
66,4,1,5587,7484.0,M00,6657.4,6.0,6663.4,0.0
43,2,9,3372,6113.0,M04,6661.0,33.0,6694.0,581.0
50,1,3,3804,6265.0,M09,6661.0,11.0,6672.0,407.0
56,2,4,4403,7144.0,M08,6662.0,90.0,6752.0,0.0
66,4,2,5587,7484.0,M01,6663.4,22.0,6685.4,0.0
57,7,5,4471,7072.0,M06,6666.4,88.0,6754.4,0.0
46,7,7,3531,6132.0,M09,6672.0,48.0,6720.0,588.0
66,4,3,5587,7484.0,M05,6685.4,61.0,6746.4,0.0
63,5,0,5239,7633.0,M02,6718.4,84.0,6802.4,0.0
37,2,8,2762,5503.0,M09,6720.0,45.0,6765.0,1262.0
66,4,4,5587,7484.0,M03,6746.4,26.0,6772.4,0.0
56,2,5,4403,7144.0,M05,6752.0,10.0,6762.0,0.0
57,7,6,4471,7072.0,M08,6754.4,19.0,6773.4,0.0
56,2,6,4403,7144.0,M07,6762.0,12.0,6774.0,0.0
48,8,5,3632,6513.0,M09,6765.0,11.0,6776.0,263.0
50,1,4,3804,6265.0,M03,6772.4,69.0,6841.4,576.4
66,4,5,5587,7484.0,M04,6772.4,69.0,6841.4,0.0
46,7,8,3531,6132.0,M07,6774.0,36.0,6810.0,678.0
56,2,7,4403,7144.0,M06,6774.0,89.0,6863.0,0.0
52,5,5,4013,6407.0,M09,6776.0,72.0,6848.0,441.0
76,4,0,6155,8052.0,M02,6802.4,14.0,6816.4,0.0
74,7,0,5949,8550.0,M02,6816.4,31.0,6847.4,0.0
76,4,1,6155,8052.0,M00,6816.4,6.0,6822.4,0.0
76,4,2,6155,8052.0,M01,6822.4,22.0,6844.4,0.0
37,2,9,2762,5503.0,M04,6841.4,33.0,6874.4,1371.4
46,7,9,3531,6132.0,M03,6841.4,79.0,6920.4,788.4
50,1,5,3804,6265.0,M01,6844.4,28.0,6872.4,607.4
52,5,6,4013,6407.0,M00,6848.0,47.0,6895.0,488.0
57,7,7,4471,7072.0,M09,6848.0,48.0,6896.0,0.0
48,8,6,3632,6513.0,M06,6863.0,40.0,6903.0,390.0
45,3,0,3467,6628.0,M01,6872.4,81.0,6953.4,325.4
36,3,3,2709,5870.0,M04,6874.4,99.0,6973.4,1103.4
67,0,0,5649,7555.0,M00,6895.0,29.0,6924.0,0.0
56,2,8,4403,7144.0,M09,6896.0,45.0,6941.0,0.0
48,8,7,3632,6513.0,M07,6903.0,89.0,6992.0,479.0
50,1,6,3804,6265.0,M06,6903.0,46.0,6949.0,684.0
74,7,1,5949,8550.0,M00,6924.0,86.0,7010.0,0.0
50,1,7,3804,6265.0,M05,6949.0,46.0,6995.0,730.0
53,9,3,4015,6621.0,M06,6949.0,7.0,6956.0,335.0
45,3,1,3467,6628.0,M02,6953.4,95.0,7048.4,420.4
67,0,1,5649,7555.0,M01,6953.4,78.0,7031.4,0.0
52,5,7,4013,6407.0,M06,6956.0,65.0,7021.0,614.0
53,9,4,4015,6621.0,M08,6956.0,64.0,7020.0,399.0
48,8,8,3632,6513.0,M04,6992.0,26.0,7018.0,505.0
57,7,8,4471,7072.0,M07,6992.0,36.0,7028.0,0.0
76,4,3,6155,8052.0,M05,6995.0,61.0,7056.0,0.0
53,9,5,4015,6621.0,M09,7020.0,76.0,7096.0,475.0
66,4,6,5587,7484.0,M08,7020.0,21.0,7041.0,0.0
36,3,4,2709,5870.0,M06,7021.0,9.0,7030.0,1160.0
52,5,8,4013,6407.0,M04,7021.0,6.0,7027.0,620.0
56,2,9,4403,7144.0,M04,7027.0,33.0,7060.0,0.0
50,1,8,3804,6265.0,M07,7028.0,72.0,7100.0,835.0
57,7,9,4471,7072.0,M03,7028.0,79.0,7107.0,35.0
63,5,1,5239,7633.0,M01,7031.4,2.0,7033.4,0.0
68,6,0,5651,7659.0,M01,7033.4,46.0,7079.4,0.0
45,3,2,3467,6628.0,M00,7048.4,71.0,7119.4,491.4
67,0,2,5649,7555.0,M02,7048.4,9.0,7057.4,0.0
61,7,0,5105,7706.0,M02,7057.4,31.0,7088.4,0.0
77,6,0,6316,8324.0,M01,7079.4,46.0,7125.4,0.0
53,9,6,4015,6621.0,M05,7096.0,47.0,7143.0,522.0
50,1,9,3804,6265.0,M08,7100.0,30.0,7130.0,865.0
52,5,9,4013,6407.0,M07,7100.0,25.0,7125.0,718.0
76,4,4,6155,8052.0,M03,7107.0,26.0,7133.0,0.0
45,3,3,3467,6628.0,M04,7119.4,99.0,7218.4,590.4
54,8,0,4109,6990.0,M00,7119.4,76.0,7195.4,205.4
66,4,7,5587,7484.0,M07,7125.0,49.0,7174.0,0.0
71,9,0,5768,8374.0,M01,7125.4,85.0,7210.4,0.0
48,8,9,3632,6513.0,M08,7130.0,74.0,7204.0,691.0
53,9,7,4015,6621.0,M03,7143.0,52.0,7195.0,574.0
63,5,2,5239,7633.0,M05,7143.0,52.0,7195.0,0.0
66,4,8,5587,7484.0,M09,7174.0,72.0,7246.0,0.0
67,0,3,5649,7555.0,M03,7195.0,36.0,7231.0,0.0
36,3,5,2709,5870.0,M08,7204.0,52.0,7256.0,1386.0
71,9,1,5768,8374.0,M00,7210.4,13.0,7223.4,0.0
74,7,2,5949,8550.0,M01,7210.4,46.0,7256.4,0.0
45,3,4,3467,6628.0,M06,7218.4,9.0,7227.4,599.4
53,9,8,4015,6621.0,M04,7218.4,90.0,7308.4,687.4
68,6,1,5651,7659.0,M00,7223.4,37.0,7260.4,0.0
71,9,2,5768,8374.0,M02,7223.4,61.0,7284.4,0.0
66,4,9,5587,7484.0,M06,7246.0,53.0,7299.0,0.0
36,3,6,2709,5870.0,M07,7256.0,85.0,7341.0,1471.0
45,3,5,3467,6628.0,M08,7256.0,52.0,7308.0,680.0
54,8,1,4109,6990.0,M01,7256.4,69.0,7325.4,335.4
74,7,3,5949,8550.0,M05,7256.4,74.0,7330.4,0.0
61,7,1,5105,7706.0,M00,7260.4,86.0,7346.4,0.0
68,6,2,5651,7659.0,M03,7260.4,61.0,7321.4,0.0
67,0,4,5649,7555.0,M04,7308.4,49.0,7357.4,0.0
63,5,3,5239,7633.0,M03,7321.4,95.0,7416.4,0.0
53,9,9,4015,6621.0,M07,7341.0,45.0,7386.0,765.0
61,7,2,5105,7706.0,M01,7346.4,46.0,7392.4,0.0
70,0,0,5757,7663.0,M00,7346.4,29.0,7375.4,0.0
68,6,3,5651,7659.0,M02,7349.78,13.0,7362.78,0.0
76,4,5,6155,8052.0,M04,7357.4,69.0,7426.4,0.0
68,6,4,5651,7659.0,M06,7362.78,32.0,7394.78,0.0
77,6,1,6316,8324.0,M00,7375.4,37.0,7412.4,0.0
45,3,6,3467,6628.0,M07,7386.0,85.0,7471.0,843.0
61,7,3,5105,7706.0,M05,7392.4,74.0,7466.4,0.0
70,0,1,5757,7663.0,M01,7392.4,78.0,7470.4,0.0
71,9,3,5768,8374.0,M06,7394.78,7.0,7401.78,0.0
63,5,4,5239,7633.0,M08,7416.4,48.0,7464.4,0.0
77,6,2,6316,8324.0,M03,7416.4,61.0,7477.4,0.0
74,7,4,5949,8550.0,M04,7426.4,32.0,7458.4,0.0
71,9,4,5768,8374.0,M08,7464.4,64.0,7528.4,0.0
67,0,5,5649,7555.0,M05,7466.4,11.0,7477.4,0.0
51,3,0,3843,7004.0,M01,7470.4,81.0,7551.4,547.4
70,0,2,5757,7663.0,M02,7470.4,9.0,7479.4,0.0
36,3,7,2709,5870.0,M03,7477.4,98.0,7575.4,1705.4
68,6,5,5651,7659.0,M05,7477.4,21.0,7498.4,0.0
77,6,3,6316,8324.0,M02,7479.4,13.0,7492.4,0.0
77,6,4,6316,8324.0,M06,7492.4,32.0,7524.4,0.0
74,7,5,5949,8550.0,M06,7524.4,88.0,7612.4,0.0
51,3,1,3843,7004.0,M02,7551.4,95.0,7646.4,642.4
62,2,0,5179,7920.0,M01,7551.4,91.0,7642.4,0.0
36,3,8,2709,5870.0,M09,7575.4,22.0,7597.4,1727.4
70,0,3,5757,7663.0,M03,7575.4,36.0,7611.4,0.0
36,3,9,2709,5870.0,M05,7597.4,43.0,7640.4,1770.4
68,6,6,5651,7659.0,M09,7597.4,32.0,7629.4,0.0
54,8,2,4109,6990.0,M03,7611.4,76.0,7687.4,697.4
70,0,4,5757,7663.0,M04,7611.4,49.0,7660.4,0.0
63,5,5,5239,7633.0,M09,7629.4,72.0,7701.4,68.4
68,6,7,5651,7659.0,M08,7629.4,89.0,7718.4,59.4
77,6,5,6316,8324.0,M05,7640.4,21.0,7661.4,0.0
64,9,0,5413,8019.0,M01,7642.4,85.0,7727.4,0.0
51,3,2,3843,7004.0,M00,7646.4,71.0,7717.4,713.4
61,7,4,5105,7706.0,M04,7660.4,32.0,7692.4,0.0
45,3,7,3467,6628.0,M03,7687.4,98.0,7785.4,1157.4
54,8,3,4109,6990.0,M05,7687.4,51.0,7738.4,748.4
61,7,5,5105,7706.0,M06,7692.4,88.0,7780.4,74.4
71,9,5,5768,8374.0,M09,7701.4,76.0,7777.4,0.0
51,3,3,3843,7004.0,M04,7717.4,99.0,7816.4,812.4
62,2,1,5179,7920.0,M00,7717.4,85.0,7802.4,0.0
76,4,6,6155,8052.0,M08,7718.4,21.0,7739.4,0.0
60,3,0,4861,8022.0,M01,7727.4,81.0,7808.4,0.0
54,8,4,4109,6990.0,M02,7738.4,85.0,7823.4,833.4
70,0,5,5757,7663.0,M05,7738.4,11.0,7749.4,86.4
76,4,7,6155,8052.0,M07,7739.4,49.0,7788.4,0.0
71,9,6,5768,8374.0,M05,7777.4,47.0,7824.4,0.0
77,6,6,6316,8324.0,M09,7777.4,32.0,7809.4,0.0
61,7,6,5105,7706.0,M08,7780.4,19.0,7799.4,93.4
67,0,6,5649,7555.0,M06,7780.4,62.0,7842.4,287.4
62,2,2,5179,7920.0,M03,7802.4,39.0,7841.4,0.0
63,5,6,5239,7633.0,M00,7802.4,47.0,7849.4,216.4
73,2,0,5887,8628.0,M01,7808.4,91.0,7899.4,0.0
61,7,7,5105,7706.0,M09,7809.4,48.0,7857.4,151.4
77,6,7,6316,8324.0,M08,7809.4,89.0,7898.4,0.0
60,3,1,4861,8022.0,M02,7823.4,95.0,7918.4,0.0
71,9,7,5768,8374.0,M03,7841.4,52.0,7893.4,0.0
67,0,7,5649,7555.0,M07,7842.4,56.0,7898.4,343.4
70,0,6,5757,7663.0,M06,7842.4,62.0,7904.4,241.4
64,9,1,5413,8019.0,M00,7849.4,13.0,7862.4,0.0
45,3,8,3467,6628.0,M09,7857.4,22.0,7879.4,1251.4
69,1,0,5667,8128.0,M00,7862.4,43.0,7905.4,0.0
45,3,9,3467,6628.0,M05,7879.4,43.0,7922.4,1294.4
54,8,5,4109,6990.0,M09,7879.4,11.0,7890.4,900.4
71,9,8,5768,8374.0,M04,7893.4,90.0,7983.4,0.0
67,0,8,5649,7555.0,M08,7898.4,44.0,7942.4,387.4
68,6,8,5651,7659.0,M07,7898.4,30.0,7928.4,269.4
54,8,6,4109,6990.0,M06,7904.4,40.0,7944.4,954.4
60,3,2,4861,8022.0,M00,7918.4,71.0,7989.4,0.0
64,9,2,5413,8019.0,M02,7918.4,61.0,7979.4,0.0
61,7,8,5105,7706.0,M07,7928.4,36.0,7964.4,258.4
67,0,9,5649,7555.0,M09,7942.4,21.0,7963.4,408.4
51,3,4,3843,7004.0,M06,7944.4,9.0,7953.4,949.4
51,3,5,3843,7004.0,M08,7953.4,52.0,8005.4,1001.4
63,5,7,5239,7633.0,M06,7953.4,65.0,8018.4,385.4
76,4,8,6155,8052.0,M09,7963.4,72.0,8035.4,0.0
54,8,7,4109,6990.0,M07,7964.4,89.0,8053.4,1063.4
61,7,9,5105,7706.0,M03,7964.4,79.0,8043.4,337.4
62,2,3,5179,7920.0,M02,7979.4,74.0,8053.4,133.4
65,8,0,5586,8467.0,M00,7989.4,76.0,8065.4,0.0
74,7,6,5949,8550.0,M08,8005.4,19.0,8024.4,0.0
64,9,3,5413,8019.0,M06,8018.4,7.0,8025.4,6.4
64,9,4,5413,8019.0,M08,8025.4,64.0,8089.4,70.4
76,4,9,6155,8052.0,M06,8035.4,53.0,8088.4,36.4
51,3,6,3843,7004.0,M07,8053.4,85.0,8138.4,1134.4
54,8,8,4109,6990.0,M04,8053.4,26.0,8079.4,1089.4
69,1,1,5667,8128.0,M02,8053.4,90.0,8143.4,15.4
81,0,0,6565,8471.0,M00,8065.4,29.0,8094.4,0.0
63,5,8,5239,7633.0,M04,8079.4,6.0,8085.4,452.4
68,6,9,5651,7659.0,M04,8085.4,55.0,8140.4,481.4
62,2,4,5179,7920.0,M08,8089.4,90.0,8179.4,259.4
64,9,5,5413,8019.0,M09,8089.4,76.0,8165.4,146.4
73,2,1,5887,8628.0,M00,8094.4,85.0,8179.4,0.0
81,0,1,6565,8471.0,M01,8094.4,78.0,8172.4,0.0
51,3,7,3843,7004.0,M03,8138.4,98.0,8236.4,1232.4
63,5,9,5239,7633.0,M07,8138.4,25.0,8163.4,530.4
60,3,3,4861,8022.0,M04,8140.4,99.0,8239.4,217.4
70,0,7,5757,7663.0,M07,8163.4,56.0,8219.4,556.4
74,7,7,5949,8550.0,M09,8165.4,48.0,8213.4,0.0
81,0,2,6565,8471.0,M02,8172.4,9.0,8181.4,0.0
54,8,9,4109,6990.0,M08,8179.4,74.0,8253.4,1263.4
62,2,5,5179,7920.0,M05,8179.4,10.0,8189.4,269.4
72,8,0,5852,8733.0,M00,8179.4,76.0,8255.4,0.0
64,9,6,5413,8019.0,M05,8189.4,47.0,8236.4,217.4
62,2,6,5179,7920.0,M07,8219.4,12.0,8231.4,311.4
62,2,7,5179,7920.0,M06,8231.4,89.0,8320.4,400.4
77,6,8,6316,8324.0,M07,8231.4,30.0,8261.4,0.0
73,2,2,5887,8628.0,M03,8236.4,39.0,8275.4,0.0
69,1,2,5667,8128.0,M04,8239.4,75.0,8314.4,186.4
70,0,8,5757,7663.0,M08,8253.4,44.0,8297.4,634.4
72,8,1,5852,8733.0,M01,8255.4,69.0,8324.4,0.0
74,7,8,5949,8550.0,M07,8261.4,36.0,8297.4,0.0
73,2,3,5887,8628.0,M02,8275.4,74.0,8349.4,0.0
81,0,3,6565,8471.0,M03,8275.4,36.0,8311.4,0.0
70,0,9,5757,7663.0,M09,8297.4,21.0,8318.4,655.4
71,9,9,5768,8374.0,M07,8297.4,45.0,8342.4,0.0
78,1,0,6373,8834.0,M00,8306.4,43.0,8349.4,0.0
64,9,7,5413,8019.0,M03,8311.4,52.0,8363.4,344.4
81,0,4,6565,8471.0,M04,8314.4,49.0,8363.4,0.0
51,3,8,3843,7004.0,M09,8318.4,22.0,8340.4,1336.4
60,3,4,4861,8022.0,M06,8320.4,9.0,8329.4,307.4
84,6,0,6799,8807.0,M01,8324.4,46.0,8370.4,0.0
60,3,5,4861,8022.0,M08,8329.4,52.0,8381.4,359.4
51,3,9,3843,7004.0,M05,8340.4,43.0,8383.4,1379.4
62,2,8,5179,7920.0,M09,8340.4,45.0,8385.4,465.4
78,1,1,6373,8834.0,M02,8349.4,90.0,8439.4,0.0
74,7,9,5949,8550.0,M03,8363.4,79.0,8442.4,0.0
77,6,9,6316,8324.0,M04,8363.4,55.0,8418.4,94.4
84,6,1,6799,8807.0,M00,8370.4,37.0,8407.4,0.0
60,3,6,4861,8022.0,M07,8381.4,85.0,8466.4,444.4
73,2,4,5887,8628.0,M08,8381.4,90.0,8471.4,0.0
81,0,5,6565,8471.0,M05,8383.4,11.0,8394.4,0.0
81,0,6,6565,8471.0,M06,8394.4,62.0,8456.4,0.0
78,1,2,6373,8834.0,M04,8439.4,75.0,8514.4,0.0
79,5,0,6506,8900.0,M02,8439.4,84.0,8523.4,0.0
84,6,2,6799,8807.0,M03,8442.4,61.0,8503.4,0.0
81,0,7,6565,8471.0,M07,8466.4,56.0,8522.4,51.4
73,2,5,5887,8628.0,M05,8471.4,10.0,8481.4,0.0
62,2,9,5179,7920.0,M04,8514.4,33.0,8547.4,627.4
78,1,3,6373,8834.0,M09,8514.4,11.0,8525.4,0.0
73,2,6,5887,8628.0,M07,8522.4,12.0,8534.4,0.0
81,0,8,6565,8471.0,M08,8522.4,44.0,8566.4,95.4
69,1,3,5667,8128.0,M09,8525.4,11.0,8536.4,408.4
78,1,4,6373,8834.0,M03,8525.4,69.0,8594.4,0.0
73,2,7,5887,8628.0,M06,8534.4,89.0,8623.4,0.0
64,9,8,5413,8019.0,M04,8547.4,90.0,8637.4,618.4
81,0,9,6565,8471.0,M09,8566.4,21.0,8587.4,116.4
72,8,2,5852,8733.0,M03,8594.4,76.0,8670.4,0.0
78,1,5,6373,8834.0,M01,8594.4,28.0,8622.4,0.0
79,5,1,6506,8900.0,M01,8622.4,2.0,8624.4,0.0
78,1,6,6373,8834.0,M06,8623.4,46.0,8669.4,0.0
65,8,1,5586,8467.0,M01,8624.4,69.0,8693.4,226.4
79,5,2,6506,8900.0,M05,8624.4,52.0,8676.4,0.0
64,9,9,5413,8019.0,M07,8637.4,45.0,8682.4,663.4
69,1,4,5667,8128.0,M03,8670.4,69.0,8739.4,611.4
72,8,3,5852,8733.0,M05,8676.4,51.0,8727.4,0.0
72,8,4,5852,8733.0,M02,8727.4,85.0,8812.4,79.4
78,1,7,6373,8834.0,M05,8727.4,46.0,8773.4,0.0
69,1,5,5667,8128.0,M01,8739.4,28.0,8767.4,639.4
79,5,3,6506,8900.0,M03,8739.4,95.0,8834.4,0.0
69,1,6,5667,8128.0,M06,8767.4,46.0,8813.4,685.4
78,1,8,6373,8834.0,M07,8773.4,72.0,8845.4,11.4
72,8,5,5852,8733.0,M09,8812.4,11.0,8823.4,90.4
84,6,3,6799,8807.0,M02,8812.4,13.0,8825.4,18.4
69,1,7,5667,8128.0,M05,8813.4,46.0,8859.4,731.4
72,8,6,5852,8733.0,M06,8823.4,40.0,8863.4,130.4
86,4,0,7055,8952.0,M02,8825.4,14.0,8839.4,0.0
60,3,7,4861,8022.0,M03,8834.4,98.0,8932.4,910.4
86,4,1,7055,8952.0,M00,8839.4,6.0,8845.4,0.0
78,1,9,6373,8834.0,M08,8845.4,30.0,8875.4,41.4
80,1,0,6550,9011.0,M00,8845.4,43.0,8888.4,0.0
86,4,2,7055,8952.0,M01,8845.4,22.0,8867.4,0.0
69,1,8,5667,8128.0,M07,8859.4,72.0,8931.4,803.4
84,6,4,6799,8807.0,M06,8863.4,32.0,8895.4,88.4
80,1,1,6550,9011.0,M02,8888.4,90.0,8978.4,0.0
69,1,9,5667,8128.0,M08,8931.4,30.0,8961.4,833.4
72,8,7,5852,8733.0,M07,8931.4,89.0,9020.4,287.4
60,3,8,4861,8022.0,M09,8932.4,22.0,8954.4,932.4
65,8,2,5586,8467.0,M03,8932.4,76.0,9008.4,541.4
60,3,9,4861,8022.0,M05,8954.4,43.0,8997.4,975.4
73,2,8,5887,8628.0,M09,8954.4,45.0,8999.4,371.4
79,5,4,6506,8900.0,M08,8961.4,48.0,9009.4,109.4
83,7,0,6654,9255.0,M02,8978.4,31.0,9009.4,0.0
84,6,5,6799,8807.0,M05,8997.4,21.0,9018.4,211.4
73,2,9,5887,8628.0,M04,8999.4,33.0,9032.4,404.4
83,7,1,6654,9255.0,M00,9009.4,86.0,9095.4,0.0
65,8,3,5586,8467.0,M05,9018.4,51.0,9069.4,602.4
84,6,6,6799,8807.0,M09,9018.4,32.0,9050.4,243.4
72,8,8,5852,8733.0,M04,9032.4,26.0,9058.4,325.4
84,6,7,6799,8807.0,M08,9050.4,89.0,9139.4,332.4
80,1,2,6550,9011.0,M04,9058.4,75.0,9133.4,122.4
65,8,4,5586,8467.0,M02,9069.4,85.0,9154.4,687.4
86,4,3,7055,8952.0,M05,9069.4,61.0,9130.4,178.4
86,4,4,7055,8952.0,M03,9130.4,26.0,9156.4,204.4
80,1,3,6550,9011.0,M09,9133.4,11.0,9144.4,133.4
72,8,9,5852,8733.0,M08,9139.4,74.0,9213.4,480.4
84,6,8,6799,8807.0,M07,9139.4,30.0,9169.4,362.4
65,8,5,5586,8467.0,M09,9154.4,11.0,9165.4,698.4
80,1,4,6550,9011.0,M03,9156.4,69.0,9225.4,214.4
86,4,5,7055,8952.0,M04,9156.4,69.0,9225.4,273.4
