Job,Production_Plan_ID,Operation,Arrival,Deadline,Machine,Start,Processing Time,End,Tardiness
8,8,6,550,3431.0,M06,2198.85,40.0,2238.85,0.0
13,2,2,1046,3787.0,M03,2223.85,39.0,2262.85,0.0
11,9,2,969,3575.0,M02,2231.85,61.0,2292.85,0.0
16,1,2,1310,3771.0,M04,2231.85,75.0,2306.85,0.0
19,6,4,1460,3468.0,M06,2238.85,32.0,2270.85,0.0
9,9,7,559,3165.0,M03,2262.85,52.0,2314.85,0.0
19,6,5,1460,3468.0,M05,2270.85,21.0,2291.85,0.0
19,6,6,1460,3468.0,M09,2291.85,32.0,2323.85,0.0
11,9,3,969,3575.0,M06,2292.85,7.0,2299.85,0.0
13,2,3,1046,3787.0,M02,2292.85,74.0,2366.85,0.0
11,9,4,969,3575.0,M08,2299.85,64.0,2363.85,0.0
3,3,7,236,3397.0,M03,2314.85,98.0,2412.85,0.0
9,9,8,559,3165.0,M04,2314.85,90.0,2404.85,0.0
19,6,7,1460,3468.0,M08,2363.85,89.0,2452.85,0.0
15,7,0,1193,3794.0,M02,2366.85,31.0,2397.85,0.0
15,7,1,1193,3794.0,M00,2397.85,86.0,2483.85,0.0
18,5,0,1459,3853.0,M02,2397.85,84.0,2481.85,0.0
9,9,9,559,3165.0,M07,2407.85,45.0,2452.85,0.0
3,3,8,236,3397.0,M09,2412.85,22.0,2434.85,0.0
16,1,3,1310,3771.0,M09,2434.85,11.0,2445.85,0.0
11,9,5,969,3575.0,M09,2445.85,76.0,2521.85,0.0
16,1,4,1310,3771.0,M03,2445.85,69.0,2514.85,0.0
13,2,4,1046,3787.0,M08,2452.85,90.0,2542.85,0.0
19,6,8,1460,3468.0,M07,2452.85,30.0,2482.85,0.0
3,3,9,236,3397.0,M05,2478.85,43.0,2521.85,0.0
8,8,7,550,3431.0,M07,2505.85,89.0,2594.85,0.0
12,8,0,992,3873.0,M00,2514.85,76.0,2590.85,0.0
16,1,5,1310,3771.0,M01,2514.85,28.0,2542.85,0.0
11,9,6,969,3575.0,M05,2521.85,47.0,2568.85,0.0
19,6,9,1460,3468.0,M04,2539.85,55.0,2594.85,0.0
16,1,6,1310,3771.0,M06,2542.85,46.0,2588.85,0.0
18,5,1,1459,3853.0,M01,2542.85,2.0,2544.85,0.0
15,7,2,1193,3794.0,M01,2544.85,46.0,2590.85,0.0
11,9,7,969,3575.0,M03,2568.85,52.0,2620.85,0.0
13,2,5,1046,3787.0,M05,2568.85,10.0,2578.85,0.0
18,5,2,1459,3853.0,M05,2578.85,52.0,2630.85,0.0
12,8,1,992,3873.0,M01,2590.85,69.0,2659.85,0.0
13,2,6,1046,3787.0,M07,2594.85,12.0,2606.85,0.0
8,8,8,550,3431.0,M04,2594.85,26.0,2620.85,0.0
11,9,8,969,3575.0,M04,2620.85,90.0,2710.85,0.0
8,8,9,550,3431.0,M08,2620.85,74.0,2694.85,0.0
16,1,7,1310,3771.0,M05,2630.85,46.0,2676.85,0.0
18,5,3,1459,3853.0,M03,2630.85,95.0,2725.85,0.0
13,2,7,1046,3787.0,M06,2648.85,89.0,2737.85,0.0
25,6,0,1874,3882.0,M01,2659.85,46.0,2705.85,0.0
24,5,0,1673,4067.0,M02,2664.85,84.0,2748.85,0.0
15,7,3,1193,3794.0,M05,2676.85,74.0,2750.85,0.0
11,9,9,969,3575.0,M07,2710.85,45.0,2755.85,0.0
12,8,2,992,3873.0,M03,2725.85,76.0,2801.85,0.0
18,5,4,1459,3853.0,M08,2734.85,48.0,2782.85,0.0
13,2,8,1046,3787.0,M09,2737.85,45.0,2782.85,0.0
24,5,1,1673,4067.0,M01,2748.85,2.0,2750.85,0.0
15,7,4,1193,3794.0,M04,2750.85,32.0,2782.85,0.0
22,2,0,1588,4329.0,M01,2750.85,91.0,2841.85,0.0
24,5,2,1673,4067.0,M05,2750.85,52.0,2802.85,0.0
16,1,8,1310,3771.0,M07,2755.85,72.0,2827.85,0.0
13,2,9,1046,3787.0,M04,2782.85,33.0,2815.85,0.0
15,7,5,1193,3794.0,M06,2782.85,88.0,2870.85,0.0
18,5,5,1459,3853.0,M09,2782.85,72.0,2854.85,0.0
12,8,3,992,3873.0,M05,2802.85,51.0,2853.85,0.0
24,5,3,1673,4067.0,M03,2823.85,95.0,2918.85,0.0
16,1,9,1310,3771.0,M08,2827.85,30.0,2857.85,0.0
12,8,4,992,3873.0,M02,2853.85,85.0,2938.85,0.0
18,5,6,1459,3853.0,M00,2854.85,47.0,2901.85,0.0
15,7,6,1193,3794.0,M08,2888.85,19.0,2907.85,0.0
18,5,7,1459,3853.0,M06,2901.85,65.0,2966.85,0.0
25,6,1,1874,3882.0,M00,2901.85,37.0,2938.85,0.0
15,7,7,1193,3794.0,M09,2907.85,48.0,2955.85,0.0
24,5,4,1673,4067.0,M08,2918.85,48.0,2966.85,0.0
25,6,2,1874,3882.0,M03,2938.85,61.0,2999.85,0.0
27,4,0,2226,4123.0,M02,2938.85,14.0,2952.85,0.0
27,4,1,2226,4123.0,M00,2952.85,6.0,2958.85,0.0
12,8,5,992,3873.0,M09,2955.85,11.0,2966.85,0.0
15,7,8,1193,3794.0,M07,2955.85,36.0,2991.85,0.0
22,2,1,1588,4329.0,M00,2958.85,85.0,3043.85,0.0
27,4,2,2226,4123.0,M01,2958.85,22.0,2980.85,0.0
12,8,6,992,3873.0,M06,2966.85,40.0,3006.85,0.0
18,5,8,1459,3853.0,M04,2966.85,6.0,2972.85,0.0
24,5,5,1673,4067.0,M09,2966.85,72.0,3038.85,0.0
27,4,3,2226,4123.0,M05,2980.85,61.0,3041.85,0.0
18,5,9,1459,3853.0,M07,2991.85,25.0,3016.85,0.0
15,7,9,1193,3794.0,M03,2999.85,79.0,3078.85,0.0
25,6,3,1874,3882.0,M02,2999.85,13.0,3012.85,0.0
20,7,0,1537,4138.0,M02,3012.85,31.0,3043.85,0.0
25,6,4,1874,3882.0,M06,3012.85,32.0,3044.85,0.0
12,8,7,992,3873.0,M07,3016.85,89.0,3105.85,0.0
17,3,0,1343,4504.0,M01,3038.85,81.0,3119.85,0.0
24,5,6,1673,4067.0,M00,3043.85,47.0,3090.85,0.0
25,6,5,1874,3882.0,M05,3044.85,21.0,3065.85,0.0
25,6,6,1874,3882.0,M09,3065.85,32.0,3097.85,0.0
27,4,4,2226,4123.0,M03,3078.85,26.0,3104.85,0.0
24,5,7,1673,4067.0,M06,3090.85,65.0,3155.85,0.0
28,0,0,2287,4193.0,M00,3090.85,29.0,3119.85,0.0
25,6,7,1874,3882.0,M08,3097.85,89.0,3186.85,0.0
22,2,2,1588,4329.0,M03,3104.85,39.0,3143.85,0.0
12,8,8,992,3873.0,M04,3105.85,26.0,3131.85,0.0
20,7,1,1537,4138.0,M00,3119.85,86.0,3205.85,0.0
28,0,1,2287,4193.0,M01,3119.85,78.0,3197.85,0.0
27,4,5,2226,4123.0,M04,3131.85,69.0,3200.85,0.0
12,8,9,992,3873.0,M08,3186.85,74.0,3260.85,0.0
25,6,8,1874,3882.0,M07,3186.85,30.0,3216.85,0.0
28,0,2,2287,4193.0,M02,3197.85,9.0,3206.85,0.0
20,7,2,1537,4138.0,M01,3205.85,46.0,3251.85,0.0
23,8,0,1626,4507.0,M00,3205.85,76.0,3281.85,0.0
22,2,3,1588,4329.0,M02,3206.85,74.0,3280.85,0.0
28,0,3,2287,4193.0,M03,3206.85,36.0,3242.85,0.0
25,6,9,1874,3882.0,M04,3216.85,55.0,3271.85,0.0
20,7,3,1537,4138.0,M05,3251.85,74.0,3325.85,0.0
24,5,8,1673,4067.0,M04,3271.85,6.0,3277.85,0.0
17,3,1,1343,4504.0,M02,3280.85,95.0,3375.85,0.0
22,2,4,1588,4329.0,M08,3280.85,90.0,3370.85,0.0
23,8,1,1626,4507.0,M01,3281.85,69.0,3350.85,0.0
20,7,4,1537,4138.0,M04,3325.85,32.0,3357.85,0.0
26,9,0,1966,4572.0,M01,3350.85,85.0,3435.85,0.0
28,0,4,2287,4193.0,M04,3357.85,49.0,3406.85,0.0
22,2,5,1588,4329.0,M05,3370.85,10.0,3380.85,0.0
27,4,6,2226,4123.0,M08,3370.85,21.0,3391.85,0.0
17,3,2,1343,4504.0,M00,3375.85,71.0,3446.85,0.0
27,4,7,2226,4123.0,M07,3391.85,49.0,3440.85,0.0
28,0,5,2287,4193.0,M05,3406.85,11.0,3417.85,0.0
33,6,0,2641,4649.0,M01,3435.85,46.0,3481.85,0.0
24,5,9,1673,4067.0,M07,3440.85,25.0,3465.85,0.0
27,4,8,2226,4123.0,M09,3440.85,72.0,3512.85,0.0
26,9,1,1966,4572.0,M00,3446.85,13.0,3459.85,0.0
26,9,2,1966,4572.0,M02,3459.85,61.0,3520.85,0.0
22,2,6,1588,4329.0,M07,3465.85,12.0,3477.85,0.0
22,2,7,1588,4329.0,M06,3477.85,89.0,3566.85,0.0
33,6,1,2641,4649.0,M00,3481.85,37.0,3518.85,0.0
38,4,0,2770,4667.0,M02,3520.85,14.0,3534.85,0.0
38,4,1,2770,4667.0,M00,3534.85,6.0,3540.85,0.0
38,4,2,2770,4667.0,M01,3540.85,22.0,3562.85,0.0
39,0,0,2781,4687.0,M00,3540.85,29.0,3569.85,0.0
20,7,5,1537,4138.0,M06,3566.85,88.0,3654.85,0.0
22,2,8,1588,4329.0,M09,3566.85,45.0,3611.85,0.0
29,1,0,2338,4799.0,M00,3569.85,43.0,3612.85,0.0
39,0,1,2781,4687.0,M01,3569.85,78.0,3647.85,0.0
22,2,9,1588,4329.0,M04,3611.85,33.0,3644.85,0.0
17,3,3,1343,4504.0,M04,3644.85,99.0,3743.85,0.0
21,3,0,1561,4722.0,M01,3647.85,81.0,3728.85,0.0
20,7,6,1537,4138.0,M08,3654.85,19.0,3673.85,0.0
27,4,9,2226,4123.0,M06,3654.85,53.0,3707.85,0.0
20,7,7,1537,4138.0,M09,3673.85,48.0,3721.85,0.0
28,0,6,2287,4193.0,M06,3707.85,62.0,3769.85,0.0
17,3,4,1343,4504.0,M06,3769.85,9.0,3778.85,0.0
28,0,7,2287,4193.0,M07,3769.85,56.0,3825.85,0.0
26,9,3,1966,4572.0,M06,3778.85,7.0,3785.85,0.0
20,7,8,1537,4138.0,M07,3825.85,36.0,3861.85,0.0
28,0,8,2287,4193.0,M08,3825.85,44.0,3869.85,0.0
20,7,9,1537,4138.0,M03,3861.85,79.0,3940.85,0.0
17,3,5,1343,4504.0,M08,3869.85,52.0,3921.85,0.0
28,0,9,2287,4193.0,M09,3869.85,21.0,3890.85,0.0
17,3,6,1343,4504.0,M07,3921.85,85.0,4006.85,0.0
26,9,4,1966,4572.0,M08,3921.85,64.0,3985.85,0.0
23,8,2,1626,4507.0,M03,3940.85,76.0,4016.85,0.0
17,3,7,1343,4504.0,M03,4016.85,98.0,4114.85,0.0
23,8,3,1626,4507.0,M05,4016.85,51.0,4067.85,0.0
23,8,4,1626,4507.0,M02,4067.85,85.0,4152.85,0.0
17,3,8,1343,4504.0,M09,4114.85,22.0,4136.85,0.0
33,6,2,2641,4649.0,M03,4114.85,61.0,4175.85,0.0
17,3,9,1343,4504.0,M05,4136.85,43.0,4179.85,0.0
23,8,5,1626,4507.0,M09,4152.85,11.0,4163.85,0.0
23,8,6,1626,4507.0,M06,4163.85,40.0,4203.85,0.0
26,9,5,1966,4572.0,M09,4163.85,76.0,4239.85,0.0
33,6,3,2641,4649.0,M02,4175.85,13.0,4188.85,0.0
39,0,2,2781,4687.0,M02,4188.85,9.0,4197.85,0.0
21,3,1,1561,4722.0,M02,4197.85,95.0,4292.85,0.0
23,8,7,1626,4507.0,M07,4203.85,89.0,4292.85,0.0
33,6,4,2641,4649.0,M06,4203.85,32.0,4235.85,0.0
26,9,6,1966,4572.0,M05,4239.85,47.0,4286.85,0.0
26,9,7,1966,4572.0,M03,4286.85,52.0,4338.85,0.0
33,6,5,2641,4649.0,M05,4286.85,21.0,4307.85,0.0
21,3,2,1561,4722.0,M00,4292.85,71.0,4363.85,0.0
23,8,8,1626,4507.0,M04,4292.85,26.0,4318.85,0.0
29,1,1,2338,4799.0,M02,4292.85,90.0,4382.85,0.0
33,6,6,2641,4649.0,M09,4307.85,32.0,4339.85,0.0
38,4,3,2770,4667.0,M05,4307.85,61.0,4368.85,0.0
26,9,8,1966,4572.0,M04,4338.85,90.0,4428.85,0.0
33,6,7,2641,4649.0,M08,4339.85,89.0,4428.85,0.0
31,1,0,2520,4981.0,M00,4363.85,43.0,4406.85,0.0
38,4,4,2770,4667.0,M03,4368.85,26.0,4394.85,0.0
39,0,3,2781,4687.0,M03,4394.85,36.0,4430.85,0.0
31,1,1,2520,4981.0,M02,4406.85,90.0,4496.85,0.0
23,8,9,1626,4507.0,M08,4428.85,74.0,4502.85,0.0
26,9,9,1966,4572.0,M07,4428.85,45.0,4473.85,0.0
38,4,5,2770,4667.0,M04,4428.85,69.0,4497.85,0.0
33,6,8,2641,4649.0,M07,4473.85,30.0,4503.85,0.0
32,5,0,2588,4982.0,M02,4496.85,84.0,4580.85,0.0
38,4,6,2770,4667.0,M08,4502.85,21.0,4523.85,0.0
33,6,9,2641,4649.0,M04,4503.85,55.0,4558.85,0.0
38,4,7,2770,4667.0,M07,4523.85,49.0,4572.85,0.0
39,0,4,2781,4687.0,M04,4558.85,49.0,4607.85,0.0
38,4,8,2770,4667.0,M09,4572.85,72.0,4644.85,0.0
29,1,2,2338,4799.0,M04,4607.85,75.0,4682.85,0.0
39,0,5,2781,4687.0,M05,4607.85,11.0,4618.85,0.0
39,0,6,2781,4687.0,M06,4618.85,62.0,4680.85,0.0
38,4,9,2770,4667.0,M06,4680.85,53.0,4733.85,66.85
39,0,7,2781,4687.0,M07,4680.85,56.0,4736.85,49.85
21,3,3,1561,4722.0,M04,4682.85,99.0,4781.85,59.85
29,1,3,2338,4799.0,M09,4682.85,11.0,4693.85,0.0
29,1,4,2338,4799.0,M03,4693.85,69.0,4762.85,0.0
39,0,8,2781,4687.0,M08,4736.85,44.0,4780.85,93.85
29,1,5,2338,4799.0,M01,4762.85,28.0,4790.85,0.0
39,0,9,2781,4687.0,M09,4780.85,21.0,4801.85,114.85
21,3,4,1561,4722.0,M06,4781.85,9.0,4790.85,68.85
31,1,2,2520,4981.0,M04,4781.85,75.0,4856.85,0.0
21,3,5,1561,4722.0,M08,4790.85,52.0,4842.85,120.85
29,1,6,2338,4799.0,M06,4790.85,46.0,4836.85,37.85
29,1,7,2338,4799.0,M05,4836.85,46.0,4882.85,83.85
21,3,6,1561,4722.0,M07,4842.85,85.0,4927.85,205.85
31,1,3,2520,4981.0,M09,4856.85,11.0,4867.85,0.0
31,1,4,2520,4981.0,M03,4867.85,69.0,4936.85,0.0
29,1,8,2338,4799.0,M07,4927.85,72.0,4999.85,200.85
21,3,7,1561,4722.0,M03,4936.85,98.0,5034.85,312.85
31,1,5,2520,4981.0,M01,4936.85,28.0,4964.85,0.0
31,1,6,2520,4981.0,M06,4964.85,46.0,5010.85,29.85
32,5,1,2588,4982.0,M01,4964.85,2.0,4966.85,0.0
34,9,0,2645,5251.0,M01,4966.85,85.0,5051.85,0.0
29,1,9,2338,4799.0,M08,4999.85,30.0,5029.85,230.85
31,1,7,2520,4981.0,M05,5010.85,46.0,5056.85,75.85
21,3,8,1561,4722.0,M09,5034.85,22.0,5056.85,334.85
34,9,1,2645,5251.0,M00,5051.85,13.0,5064.85,0.0
21,3,9,1561,4722.0,M05,5056.85,43.0,5099.85,377.85
31,1,8,2520,4981.0,M07,5056.85,72.0,5128.85,147.85
30,8,0,2379,5260.0,M00,5064.85,76.0,5140.85,0.0
34,9,2,2645,5251.0,M02,5064.85,61.0,5125.85,0.0
32,5,2,2588,4982.0,M05,5099.85,52.0,5151.85,169.85
34,9,3,2645,5251.0,M06,5125.85,7.0,5132.85,0.0
35,7,0,2691,5292.0,M02,5125.85,31.0,5156.85,0.0
31,1,9,2520,4981.0,M08,5128.85,30.0,5158.85,177.85
30,8,1,2379,5260.0,M01,5140.85,69.0,5209.85,0.0
32,5,3,2588,4982.0,M03,5151.85,95.0,5246.85,264.85
35,7,1,2691,5292.0,M00,5156.85,86.0,5242.85,0.0
35,7,2,2691,5292.0,M01,5242.85,46.0,5288.85,0.0
30,8,2,2379,5260.0,M03,5246.85,76.0,5322.85,62.85
32,5,4,2588,4982.0,M08,5246.85,48.0,5294.85,312.85
37,2,0,2762,5503.0,M01,5288.85,91.0,5379.85,0.0
32,5,5,2588,4982.0,M09,5294.85,72.0,5366.85,384.85
34,9,4,2645,5251.0,M08,5294.85,64.0,5358.85,107.85
30,8,3,2379,5260.0,M05,5322.85,51.0,5373.85,113.85
32,5,6,2588,4982.0,M00,5366.85,47.0,5413.85,431.85
34,9,5,2645,5251.0,M09,5366.85,76.0,5442.85,191.85
30,8,4,2379,5260.0,M02,5373.85,85.0,5458.85,198.85
36,3,0,2709,5870.0,M01,5379.85,81.0,5460.85,0.0
32,5,7,2588,4982.0,M06,5413.85,65.0,5478.85,496.85
37,2,1,2762,5503.0,M00,5413.85,85.0,5498.85,0.0
34,9,6,2645,5251.0,M05,5442.85,47.0,5489.85,238.85
30,8,5,2379,5260.0,M09,5458.85,11.0,5469.85,209.85
30,8,6,2379,5260.0,M06,5478.85,40.0,5518.85,258.85
32,5,8,2588,4982.0,M04,5478.85,6.0,5484.85,502.85
32,5,9,2588,4982.0,M07,5484.85,25.0,5509.85,527.85
34,9,7,2645,5251.0,M03,5489.85,52.0,5541.85,290.85
35,7,3,2691,5292.0,M05,5489.85,74.0,5563.85,271.85
34,9,8,2645,5251.0,M04,5541.85,90.0,5631.85,380.85
37,2,2,2762,5503.0,M03,5541.85,39.0,5580.85,77.85
37,2,3,2762,5503.0,M02,5580.85,74.0,5654.85,151.85
34,9,9,2645,5251.0,M07,5631.85,45.0,5676.85,425.85
35,7,4,2691,5292.0,M04,5631.85,32.0,5663.85,371.85
36,3,1,2709,5870.0,M02,5654.85,95.0,5749.85,0.0
35,7,5,2691,5292.0,M06,5663.85,88.0,5751.85,459.85
30,8,7,2379,5260.0,M07,5676.85,89.0,5765.85,505.85
36,3,2,2709,5870.0,M00,5749.85,71.0,5820.85,0.0
35,7,6,2691,5292.0,M08,5751.85,19.0,5770.85,478.85
30,8,8,2379,5260.0,M04,5765.85,26.0,5791.85,531.85
35,7,7,2691,5292.0,M09,5770.85,48.0,5818.85,526.85
30,8,9,2379,5260.0,M08,5791.85,74.0,5865.85,605.85
35,7,8,2691,5292.0,M07,5818.85,36.0,5854.85,562.85
35,7,9,2691,5292.0,M03,5854.85,79.0,5933.85,641.85
37,2,4,2762,5503.0,M08,5865.85,90.0,5955.85,452.85
37,2,5,2762,5503.0,M05,5955.85,10.0,5965.85,462.85
37,2,6,2762,5503.0,M07,5965.85,12.0,5977.85,474.85
37,2,7,2762,5503.0,M06,5977.85,89.0,6066.85,563.85
37,2,8,2762,5503.0,M09,6066.85,45.0,6111.85,608.85
37,2,9,2762,5503.0,M04,6111.85,33.0,6144.85,641.85
36,3,3,2709,5870.0,M04,6144.85,99.0,6243.85,373.85
36,3,4,2709,5870.0,M06,6243.85,9.0,6252.85,382.85
36,3,5,2709,5870.0,M08,6252.85,52.0,6304.85,434.85
36,3,6,2709,5870.0,M07,6304.85,85.0,6389.85,519.85
36,3,7,2709,5870.0,M03,6389.85,98.0,6487.85,617.85
36,3,8,2709,5870.0,M09,6487.85,22.0,6509.85,639.85
36,3,9,2709,5870.0,M05,6509.85,43.0,6552.85,682.85
